,rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
41280,1326919,[14C][13C][15N][15C]([16C])[17C][18O].[17O],[14C][13C][15N][15C]([16C])[17C][18O],CCNC(C)CO,0.1690908478905403,0.8977005405456384
41300,1326953,[14C][13C][15N][15C]([17C])[16C][18O][17O],[14C][13C][15N][15C]([17C])[16C][18O][17O],CCNC(C)COO,0.2995204209367819,0.8017264186079018
41320,1327004,[14C][13C][15N]1[15C]2[16C][17O][17C]21.[18O],[14C][13C][15N]1[15C]2[16C][17O][17C]21,CCN1C2COC21,0.19314509703063582,0.8949292299687308
41340,1327099,[14C][13C][15N]1[18O][17C]2([17O])[16C][15C]12,[14C][13C][15N]1[18O][17C]2([17O])[16C][15C]12,CCN1OC2(O)CC12,0.29173239514664906,0.9356933242615307
41360,1327780,[14C][13C][15N][18O][16C][15C]=[17C].[17O],[14C][13C][15N][18O][16C][15C]=[17C],CCNOCC=C,0.11080464229742765,0.9203255203329375
41380,1327850,[14C][13C][15N]([18O])[17C]1=[15C][16C][17O]1,[14C][13C][15N]([18O])[17C]1=[15C][16C][17O]1,CCN(O)C1=CCO1,0.212006327284927,0.9076871857506276
41400,1329792,[14C][13C][15N]([17C])[18O][15C]=[16C].[17O],[14C][13C][15N]([17C])[18O][15C]=[16C],CCN(C)OC=C,0.31349365519338723,0.7525095536849422
41420,1330668,[14C][13C][15N][15C]=[16C].[17O]=[17C][18O],[14C][13C][15N][15C]=[16C],CCNC=C,0.1175509570945266,0.969202793158215
41440,1331345,[14C][13C][15N]1[17O][18O][17C]1[15C]=[16C],[14C][13C][15N]1[17O][18O][17C]1[15C]=[16C],CCN1OOC1C=C,0.3163696087281306,0.8390915778141054
41460,1333920,[15C].[17C][15N]1[13C][14C][18O][16C][17O]1,[17C][15N]1[13C][14C][18O][16C][17O]1,CN1CCOCO1,0.46961177983794694,0.7542701919556722
41480,1334038,[15C].[16C][17C]1[15N][13C][14C][18O]1.[17O],[16C][17C]1[15N][13C][14C][18O]1,CC1NCCO1,0.49374233685426533,0.7715270075058751
41500,1334123,[15C].[17O]=[17C]1[16C][15N][13C][14C][18O]1,[17O]=[17C]1[16C][15N][13C][14C][18O]1,O=C1CNCCO1,0.3922467296201536,0.7097888787918539
41520,1334368,[15C][18O][14C][13C][15N]=[17C][17O].[16C],[15C][18O][14C][13C][15N]=[17C][17O],COCCN=CO,0.10089141936561291,0.9448627356807721
41540,1334430,[15C][18O][14C][13C][15N][16C][17C]=[17O],[15C][18O][14C][13C][15N][16C][17C]=[17O],COCCNCC=O,0.18731297069214647,0.8872965403271597
41560,1334602,[15C][17O][15N][13C][14C][18O][16C][17C],[15C][17O][15N][13C][14C][18O][16C][17C],CONCCOCC,0.11612535446158954,0.9663128458453748
41580,1334765,[16C][15N]1[13C][14C][18O][15C][17O]1.[17C],[16C][15N]1[13C][14C][18O][15C][17O]1,CN1CCOCO1,0.3556936880934052,0.7341362440976518
41600,1334799,[16C]=[17C][15N]1[13C][14C][18O][15C][17O]1,[16C]=[17C][15N]1[13C][14C][18O][15C][17O]1,C=CN1CCOCO1,0.4259893531984911,0.869774965644829
41620,1334966,[15C][15N]1[13C][14C][18O][16C][17O]1.[17C],[15C][15N]1[13C][14C][18O][16C][17O]1,CN1CCOCO1,0.49754292403996275,0.7559901648486144
41640,1335022,[15C][15N]([17O])[13C][14C][18O][16C][17C],[15C][15N]([17O])[13C][14C][18O][16C][17C],CN(O)CCOCC,0.30010361137133706,0.8908840344567264
41660,1335090,[15C][15N]([13C][14C][18O])[17C]=[16C].[17O],[15C][15N]([13C][14C][18O])[17C]=[16C],CN(CCO)C=C,0.1865346503186392,0.8989692523500812
41680,1335255,[16C].[17C][15N]1[13C][14C][18O][17O][15C]1,[17C][15N]1[13C][14C][18O][17O][15C]1,CN1CCOOC1,0.6097325958647338,0.7754410000728055
41700,1335287,[16C][17C][17O][15C][15N][13C][14C][18O],[16C][17C][17O][15C][15N][13C][14C][18O],CCOCNCCO,0.1258707205109578,0.9605038455524911
41720,1335379,[16C][17O][15C]1[18O][14C][13C][15N]1[17C],[16C][17O][15C]1[18O][14C][13C][15N]1[17C],COC1OCCN1C,0.41299435948804125,0.7185716336529442
41740,1335433,[16C]=[17C][18O][14C][13C][15N][15C]=[17O],[16C]=[17C][18O][14C][13C][15N][15C]=[17O],C=COCCNC=O,0.12404048125846817,0.929516810260864
41760,1335557,[16C].[17C][18O][14C][13C][15N]=[15C][17O],[17C][18O][14C][13C][15N]=[15C][17O],COCCN=CO,0.1381400814262625,0.9172242075863907
41780,1335645,[15C][17C]1[15N][13C][14C][18O][17O]1.[16C],[15C][17C]1[15N][13C][14C][18O][17O]1,CC1NCCOO1,0.39948185884802423,0.723243123402185
41800,1335695,[15C][17C][17O][16C][18O][14C][13C][15N],[15C][17C][17O][16C][18O][14C][13C][15N],CCOCOCCN,0.14587407628814825,0.9473196520051249
41820,1335751,[15C][17C]1[17O][16C][15N][13C][14C][18O]1,[15C][17C]1[17O][16C][15N][13C][14C][18O]1,CC1OCNCCO1,0.5812518099628305,0.7218209356538752
41840,1335830,[15C][17C]12[16C][18O][14C][13C][15N]1[17O]2,[15C][17C]12[16C][18O][14C][13C][15N]1[17O]2,CC12COCCN1O2,0.4446151758566546,0.7525319106293912
41860,1335941,[15C][17C](=[16C])[18O][14C][13C][15N].[17O],[15C][17C](=[16C])[18O][14C][13C][15N],CC(=C)OCCN,0.356907802173231,0.8029362507634543
41880,1336068,[16C][15N]1[13C][14C][18O][15C][17C]1=[17O],[16C][15N]1[13C][14C][18O][15C][17C]1=[17O],CN1CCOCC1=O,0.4550113988743515,0.623475185894162
41900,1336126,[16C]=[17C]1[15C][18O][14C][13C][15N][17O]1,[16C]=[17C]1[15C][18O][14C][13C][15N][17O]1,C=C1COCCNO1,0.48999870812676166,0.6685919397347508
41920,1336197,[16C][15N][13C][14C][18O][17O][15C][17C],[16C][15N][13C][14C][18O][17O][15C][17C],CNCCOOCC,0.07278984916782653,0.9854939252764794
41940,1336366,[16C].[17O][15C]1[17C][15N][13C][14C][18O]1,[17O][15C]1[17C][15N][13C][14C][18O]1,OC1CNCCO1,0.3800072178646819,0.7070537179217277
41960,1336407,[16C]=[17C]1[15N][13C][14C][18O][15C]1[17O],[16C]=[17C]1[15N][13C][14C][18O][15C]1[17O],C=C1NCCOC1O,0.4405345192232265,0.6080048841628598
41980,1336522,[13C]1[14C][18O][17C]2[15C][15N]12.[16C].[17O],[13C]1[14C][18O][17C]2[15C][15N]12,C1COC2CN12,0.42798710729968914,0.7319215724780296
42000,1336567,[16C][15N]([13C][14C][18O])[15C][17C]=[17O],[16C][15N]([13C][14C][18O])[15C][17C]=[17O],CN(CCO)CC=O,0.32734964159743923,0.8085738837348186
42020,1336608,[17O][17C]12[15C][15N]1[13C][14C][18O][16C]2,[17O][17C]12[15C][15N]1[13C][14C][18O][16C]2,OC12CN1CCOC2,0.6173381303246398,0.8961377157131701
42040,1336742,[13C]1[14C][18O][15C]2[17C][16C][17O][15N]12,[13C]1[14C][18O][15C]2[17C][16C][17O][15N]12,C1COC2CCON12,0.3576108692100763,0.7309553809310438
42060,1336824,[13C]1[14C][18O][16C][17C][15C]2[17O][15N]12,[13C]1[14C][18O][16C][17C][15C]2[17O][15N]12,C1COCCC2ON12,0.4818458947076634,0.7046975940615609
42080,1336991,[16C]=[17C][15C]=[15N][13C][14C][18O][17O],[16C]=[17C][15C]=[15N][13C][14C][18O][17O],C=CC=NCCOO,0.17415353952893897,0.8777276526298229
42100,1337165,[15C]=[17C][17O][15N]1[13C][14C][18O][16C]1,[15C]=[17C][17O][15N]1[13C][14C][18O][16C]1,C=CON1CCOC1,0.2051766161721353,0.8709512807104741
42120,1337350,[13C]1[14C][18O][15C]=[17C][15N]1.[16C].[17O],[13C]1[14C][18O][15C]=[17C][15N]1,C1COC=CN1,0.5381214415806639,0.5506976074975816
42140,1337440,[13C]1[14C][18O][17C]2=[15C][17O][15N]12.[16C],[13C]1[14C][18O][17C]2=[15C][17O][15N]12,C1COC2=CON12,0.30311775295963456,0.7380178575346652
42160,1337553,[16C]=[17C]=[15C][17O][15N][13C][14C][18O],[16C]=[17C]=[15C][17O][15N][13C][14C][18O],C=C=CONCCO,0.07023747292832051,0.9683097162443887
42180,1337720,[17O][16C][15N]1[13C][14C][18O][17C]=[15C]1,[17O][16C][15N]1[13C][14C][18O][17C]=[15C]1,OCN1CCOC=C1,0.2806877938287773,0.7869969487662367
42200,1338326,[15C][16C].[17C][15N][13C][14C][18O].[17O],[17C][15N][13C][14C][18O],CNCCO,0.18012852266310198,0.9099452654960349
42220,1338362,[15C][16C][18O][14C][13C][15N]=[17C]=[17O],[15C][16C][18O][14C][13C][15N]=[17C]=[17O],CCOCCN=C=O,0.12740843953423095,0.9970670859460079
42240,1338485,[15C][16C][17C][18O][14C][13C][15N].[17O],[15C][16C][17C][18O][14C][13C][15N],CCCOCCN,0.06551246221034177,0.9653812550071025
42260,1338731,[16C][15C][18O][14C][13C][15N].[17C]=[17O],[16C][15C][18O][14C][13C][15N],CCOCCN,0.1685764117730382,0.9109147643091101
42280,1338892,[17C][17O][15C][16C][15N][13C][14C][18O],[17C][17O][15C][16C][15N][13C][14C][18O],COCCNCCO,0.2300797992044658,0.8646335683670442
42300,1339074,[17C][16C][15C]1[17O][15N][13C][14C][18O]1,[17C][16C][15C]1[17O][15N][13C][14C][18O]1,CCC1ONCCO1,0.33885769572112695,0.8249861429146605
42320,1339253,[17C][18O][14C][13C][15N]1[15C][16C]1.[17O],[17C][18O][14C][13C][15N]1[15C][16C]1,COCCN1CC1,0.1555373889169517,0.9759638062361435
42340,1339412,[17C][17O][16C][15C]1[15N][13C][14C][18O]1,[17C][17O][16C][15C]1[15N][13C][14C][18O]1,COCC1NCCO1,0.1804035925560138,0.8989853339003423
42360,1339492,[17C][17O][15C]1[16C][15N]1[13C][14C][18O],[17C][17O][15C]1[16C][15N]1[13C][14C][18O],COC1CN1CCO,0.19399618832308915,0.9427350858680433
42380,1339659,[17C][16C][15C]=[15N][13C][14C][18O].[17O],[17C][16C][15C]=[15N][13C][14C][18O],CCC=NCCO,0.10506718212002207,0.9439534473059014
42400,1339784,[16C][15C][17C](=[17O])[15N][13C][14C][18O],[16C][15C][17C](=[17O])[15N][13C][14C][18O],CCC(=O)NCCO,0.13465143465720045,0.9121892739244456
42420,1339854,[13C]1[14C][18O][17O][17C][15C][16C][15N]1,[13C]1[14C][18O][17O][17C][15C][16C][15N]1,C1COOCCCN1,0.5100883194709449,0.666740920805303
42440,1339938,[13C]1[14C][18O][15N]1[17C]1[15C][16C]1.[17O],[13C]1[14C][18O][15N]1[17C]1[15C][16C]1,C1CON1C1CC1,0.22311608461440569,0.871516063549131
42460,1340146,[17O][15N][13C][14C][18O][15C]1[16C][17C]1,[17O][15N][13C][14C][18O][15C]1[16C][17C]1,ONCCOC1CC1,0.10671410924108918,0.97143436506533
42480,1340244,[17C][15C]1[16C][15N][13C][14C][18O][17O]1,[17C][15C]1[16C][15N][13C][14C][18O][17O]1,CC1CNCCOO1,0.4198042664932592,0.7308899188365274
42500,1340492,[16C][15C]1[17C][18O][14C][13C][15N]1.[17O],[16C][15C]1[17C][18O][14C][13C][15N]1,CC1COCCN1,0.4090286562379934,0.7194789097050986
42520,1340517,[17O]=[17C]1[15C]2[16C][18O][14C][13C][15N]21,[17O]=[17C]1[15C]2[16C][18O][14C][13C][15N]21,O=C1C2COCCN21,0.3254655794841083,0.8272717274113928
42540,1340570,[17O][15N]1[13C][14C][18O][17C]2[16C][15C]21,[17O][15N]1[13C][14C][18O][17C]2[16C][15C]21,ON1CCOC2CC21,0.4603456719406057,0.6619101395843722
42560,1340891,[16C][15C]=[17C][15N]([17O])[13C][14C][18O],[16C][15C]=[17C][15N]([17O])[13C][14C][18O],CC=CN(O)CCO,0.14591903992938815,0.9200181340458177
42580,1340956,[17O][17C]=[15C][16C][15N][13C][14C][18O],[17O][17C]=[15C][16C][15N][13C][14C][18O],OC=CCNCCO,0.13869856114787626,0.9432252279558352
42600,1341963,[16C]=[15C][17O][17C]1[15N][13C][14C][18O]1,[16C]=[15C][17O][17C]1[15N][13C][14C][18O]1,C=COC1NCCO1,0.16450051706865612,0.8892719641866703
42620,1342495,[16C]=[15C][17C][17O][18O][14C][13C][15N],[16C]=[15C][17C][17O][18O][14C][13C][15N],C=CCOOCCN,0.09030600228070408,0.996555220161579
42640,1346166,[15C].[16C][18O][17C][17O][14C][13C][15N],[16C][18O][17C][17O][14C][13C][15N],COCOCCN,0.09365969556871358,0.9526462070479017
42660,1346205,[15C].[17C][18O][16C][17O][14C][13C][15N],[17C][18O][16C][17O][14C][13C][15N],COCOCCN,0.18779757616769682,0.866074997794403
42680,1346239,[13C]1[14C][17O][18O][16C][15N]1.[15C].[17C],[13C]1[14C][17O][18O][16C][15N]1,C1COOCN1,0.5493607969881581,0.5900552630096041
42700,1346278,[15C].[16C]=[15N][13C][14C][17O][17C][18O],[16C]=[15N][13C][14C][17O][17C][18O],C=NCCOCO,0.22791534335602617,0.9092534261649188
42720,1346330,[15C].[16C][17C]1=[15N][13C][14C][17O][18O]1,[16C][17C]1=[15N][13C][14C][17O][18O]1,CC1=NCCOO1,0.34747849988629154,0.7313216195973792
42740,1346364,[15C].[17C][16C][17O][14C][13C][15N][18O],[17C][16C][17O][14C][13C][15N][18O],CCOCCNO,0.14926438333174016,0.9015788425806998
42760,1346476,[15C].[16C]=[17C]1[17O][14C][13C][15N][18O]1,[16C]=[17C]1[17O][14C][13C][15N][18O]1,C=C1OCCNO1,0.39479736089890655,0.7041339177250178
42780,1346677,[15C][18O][16C][17O][14C][13C][15N]=[17C],[15C][18O][16C][17O][14C][13C][15N]=[17C],COCOCCN=C,0.12374914565007177,0.917410494188182
42800,1346731,[15C][18O][15N]1[13C][14C][17O][17C]1[16C],[15C][18O][15N]1[13C][14C][17O][17C]1[16C],CON1CCOC1C,0.522182639177072,0.7110244105138799
42820,1346969,[15C][17O][14C][13C][15N][17C][18O].[16C],[15C][17O][14C][13C][15N][17C][18O],COCCNCO,0.258990623773577,0.8022476096140223
42840,1347034,[15C][17O][14C][13C][15N]1[16C][17C][18O]1,[15C][17O][14C][13C][15N]1[16C][17C][18O]1,COCCN1CCO1,0.09866744557291798,0.947808231083384
42860,1347120,[13C]1[14C][17O][15C][18O][16C][15N]1.[17C],[13C]1[14C][17O][15C][18O][16C][15N]1,C1COCOCN1,0.525326628901867,0.6306429488317695
42880,1347150,[16C]=[17C][15N]1[13C][14C][17O][15C][18O]1,[16C]=[17C][15N]1[13C][14C][17O][15C][18O]1,C=CN1CCOCO1,0.2689182566113128,0.8261132629075914
42900,1347224,[15C][15N]([13C][14C][17O])[18O][16C].[17C],[15C][15N]([13C][14C][17O])[18O][16C],CN(CCO)OC,0.325276820593209,0.8922403187298393
42920,1347284,[15C][15N]([13C][14C][17O])[18O][17C][16C],[15C][15N]([13C][14C][17O])[18O][17C][16C],CN(CCO)OCC,0.22783930726609017,0.8961179858776149
42940,1347373,[15C][15N]1[13C][14C][17O][17C]1=[16C].[18O],[15C][15N]1[13C][14C][17O][17C]1=[16C],CN1CCOC1=C,0.486976754906358,0.5750301495012033
42960,1347500,[16C][17C]1[17O][14C][13C][15N]1[15C][18O],[16C][17C]1[17O][14C][13C][15N]1[15C][18O],CC1OCCN1CO,0.38966155351376563,0.6776639971456041
42980,1347597,[17C][16C][15N]([13C][14C][17O])[15C]=[18O],[17C][16C][15N]([13C][14C][17O])[15C]=[18O],CCN(CCO)C=O,0.3810168629367588,0.7177305241828451
43000,1347707,[17C][16C][15N]1[13C][14C][17O][15C]1[18O],[17C][16C][15N]1[13C][14C][17O][15C]1[18O],CCN1CCOC1O,0.3936319421726478,0.7680675265850015
43020,1347829,[17C][16C][17O][14C][13C][15N]=[15C][18O],[17C][16C][17O][14C][13C][15N]=[15C][18O],CCOCCN=CO,0.1878303190207678,0.8713154959519763
43040,1347973,[15C][17C][15N][13C][14C][17O][16C].[18O],[15C][17C][15N][13C][14C][17O][16C],CCNCCOC,0.09651023166499992,0.9674622554830675
43060,1348027,[15C][17C]12[17O][14C][13C][15N]1[16C][18O]2,[15C][17C]12[17O][14C][13C][15N]1[16C][18O]2,CC12OCCN1CO2,0.5503179648455949,0.7214873815226798
43080,1348113,[15C][17C]([16C][18O])[15N]1[13C][14C][17O]1,[15C][17C]([16C][18O])[15N]1[13C][14C][17O]1,CC(CO)N1CCO1,0.38101937922677376,0.8134771606819552
43100,1348221,[15C][17C](=[16C])[18O][17O][14C][13C][15N],[15C][17C](=[16C])[18O][17O][14C][13C][15N],CC(=C)OOCCN,0.19966158855877245,0.9763007876434862
43120,1348352,[16C][17O][14C][13C][15N][17C]1[15C][18O]1,[16C][17O][14C][13C][15N][17C]1[15C][18O]1,COCCNC1CO1,0.17378546597349284,0.9156010658371617
43140,1348395,[16C][17C][15C][18O][17O][14C][13C][15N],[16C][17C][15C][18O][17O][14C][13C][15N],CCCOOCCN,0.066234028239891,0.9915894475536591
43160,1348426,[13C]1[14C][17O][16C][17C]2([15C][18O]2)[15N]1,[13C]1[14C][17O][16C][17C]2([15C][18O]2)[15N]1,C1COCC2(CO2)N1,0.36267130977316403,0.8256392559290845
43180,1348531,[16C].[17O][14C][13C][15N]=[17C][15C]=[18O],[17O][14C][13C][15N]=[17C][15C]=[18O],OCCN=CC=O,0.08738740747834335,0.9467372726217224
43200,1348598,[16C].[18O][17C]1=[15N][13C][14C][17O][15C]1,[18O][17C]1=[15N][13C][14C][17O][15C]1,OC1=NCCOC1,0.3432027210967545,0.7205567896332934
43220,1348654,[18O][17C]1[15C][17O][14C][13C][15N][16C]1,[18O][17C]1[15C][17O][14C][13C][15N][16C]1,OC1COCCNC1,0.4015153699490017,0.7128346887792566
43240,1348720,[13C]1[14C][17O][15C]2[17C][15N]1[16C][18O]2,[13C]1[14C][17O][15C]2[17C][15N]1[16C][18O]2,C1COC2CN1CO2,0.6549095759670025,0.8196066024455673
43260,1348785,[16C].[17C][15C][15N]([18O])[13C][14C][17O],[17C][15C][15N]([18O])[13C][14C][17O],CCN(O)CCO,0.33743685738914725,0.7984933273322594
43280,1348834,[17C][15C][15N]1[13C][14C][17O][16C][18O]1,[17C][15C][15N]1[13C][14C][17O][16C][18O]1,CCN1CCOCO1,0.33244579409877134,0.8550997754013117
43300,1348880,[16C][17C]12[15C][15N]1[13C][14C][17O]2.[18O],[16C][17C]12[15C][15N]1[13C][14C][17O]2,CC12CN1CCO2,0.4962563540087263,0.7542655884129821
43320,1348937,[16C]=[17C]([18O])[15C][15N][13C][14C][17O],[16C]=[17C]([18O])[15C][15N][13C][14C][17O],C=C(O)CNCCO,0.10194111705224145,0.9477625832685328
43340,1349012,[16C][17O][14C][13C][15N]1[18O][15C]1[17C],[16C][17O][14C][13C][15N]1[18O][15C]1[17C],COCCN1OC1C,0.11592804993424423,0.9459742070992291
43360,1349039,[16C][17C]12[18O][15C]1[15N]2[13C][14C][17O],[16C][17C]12[18O][15C]1[15N]2[13C][14C][17O],CC12OC1N2CCO,0.25202071727261194,0.8594765109622807
43380,1349137,[13C]1[14C][17O][15C]2[17C][18O][15N]12.[16C],[13C]1[14C][17O][15C]2[17C][18O][15N]12,C1COC2CON12,0.43235602304027,0.7395474070640107
43400,1349228,[16C].[17C][15C]=[15N][13C][14C][17O].[18O],[17C][15C]=[15N][13C][14C][17O],CC=NCCO,0.3288466971230881,0.9511646529444207
43420,1349263,[13C]1[14C][17O][16C][17C][15C]=[15N]1.[18O],[13C]1[14C][17O][16C][17C][15C]=[15N]1,C1COCCC=N1,0.5579376293062247,0.6005921949182002
43440,1349370,[15C]=[17C]1[17O][14C][13C][15N]1[18O].[16C],[15C]=[17C]1[17O][14C][13C][15N]1[18O],C=C1OCCN1O,0.48602396280251187,0.5811877106793977
43460,1349433,[15C]=[17C][17O][14C][13C][15N]([16C])[18O],[15C]=[17C][17O][14C][13C][15N]([16C])[18O],C=COCCN(C)O,0.2865594062451998,0.8983878319541112
43480,1349508,[15C]=[17C]([16C])[15N][13C][14C][17O][18O],[15C]=[17C]([16C])[15N][13C][14C][17O][18O],C=C(C)NCCOO,0.16097178737491077,0.8825730127731669
43500,1349552,[15C]=[17C]([18O])[16C][15N]1[13C][14C][17O]1,[15C]=[17C]([18O])[16C][15N]1[13C][14C][17O]1,C=C(O)CN1CCO1,0.26480729165958006,0.9369964501140693
43520,1349657,[17C]=[15C][18O][16C][17O][14C][13C][15N],[17C]=[15C][18O][16C][17O][14C][13C][15N],C=COCOCCN,0.10359917693266171,0.9777527620308336
43540,1349712,[13C]1[14C][17O][15N]1[17C]1=[15C][18O][16C]1,[13C]1[14C][17O][15N]1[17C]1=[15C][18O][16C]1,C1CON1C1=COC1,0.1712747713807128,0.9103272615478429
43560,1349840,[17C]=[15C][17O][14C][13C][15N]1[16C][18O]1,[17C]=[15C][17O][14C][13C][15N]1[16C][18O]1,C=COCCN1CO1,0.10753205819713149,0.9389131486543962
43580,1349942,[16C].[17O][14C][13C][15N]1[15C]=[17C][18O]1,[17O][14C][13C][15N]1[15C]=[17C][18O]1,OCCN1C=CO1,0.13396363427441604,0.9668145175182922
43600,1349995,[17C]=[15C][15N]1[13C][14C][17O][18O][16C]1,[17C]=[15C][15N]1[13C][14C][17O][18O][16C]1,C=CN1CCOOC1,0.2906945765695107,0.8271996151957801
43620,1350034,[13C]1[14C][17O][16C][17C]=[15C][15N]1.[18O],[13C]1[14C][17O][16C][17C]=[15C][15N]1,C1COCC=CN1,0.5193523637204452,0.5714118493920493
43640,1350259,[15C]#[17C][15N][13C][14C][17O][18O].[16C],[15C]#[17C][15N][13C][14C][17O][18O],C#CNCCOO,0.18461674018738966,0.865503158399211
43660,1350336,[15C]#[17C][18O][17O][14C][13C][15N]=[16C],[15C]#[17C][18O][17O][14C][13C][15N]=[16C],C#COOCCN=C,0.25281610542382993,0.8930063899462911
43680,1350621,[15C][16C].[17C]=[15N][13C][14C][17O].[18O],[17C]=[15N][13C][14C][17O],C=NCCO,0.1604269862784513,0.9102626056099714
43700,1350671,[15C][16C][17O][14C][13C][15N]=[17C].[18O],[15C][16C][17O][14C][13C][15N]=[17C],CCOCCN=C,0.06735001870741256,0.9873153560891949
43720,1350783,[15C][16C][17C]1[15N][13C][14C][17O][18O]1,[15C][16C][17C]1[15N][13C][14C][17O][18O]1,CCC1NCCOO1,0.3006498960966535,0.8282385628653169
43740,1351040,[17C][15N][13C][14C][17O][16C][15C][18O],[17C][15N][13C][14C][17O][16C][15C][18O],CNCCOCCO,0.08265730646080417,0.9574456642691822
43760,1351096,[18O][15C][16C][17C][15N]1[13C][14C][17O]1,[18O][15C][16C][17C][15N]1[13C][14C][17O]1,OCCCN1CCO1,0.1900894859681288,0.9641218991860241
43780,1351281,[16C][15C][17O][14C][13C][15N][17C].[18O],[16C][15C][17O][14C][13C][15N][17C],CCOCCNC,0.11205396554422165,0.9508938872355712
43800,1351328,[18O][17C]1[16C][15C][17O][14C][13C][15N]1,[18O][17C]1[16C][15C][17O][14C][13C][15N]1,OC1CCOCCN1,0.4469340241091208,0.7524931898703047
43820,1351416,[18O][15C]1[16C][17C][15N][13C][14C][17O]1,[18O][15C]1[16C][17C][15N][13C][14C][17O]1,OC1CCNCCO1,0.44134548870897955,0.7018531445485887
43840,1351505,[17C][15N]([13C][14C][17O])[15C][16C][18O],[17C][15N]([13C][14C][17O])[15C][16C][18O],CN(CCO)CCO,0.2587558960579028,0.9061030790296297
43860,1351571,[13C]1[14C][17O][17C]2[16C][15C][15N]12.[18O],[13C]1[14C][17O][17C]2[16C][15C][15N]12,C1COC2CCN12,0.4986630224848818,0.8367334170769005
43880,1351730,[13C]1[14C][17O][17C]23[16C][15C]([18O]2)[15N]13,[13C]1[14C][17O][17C]23[16C][15C]([18O]2)[15N]13,C1COC23CC(O2)N13,,
43900,1352052,[16C][15C][17C][15N]([18O])[13C][14C][17O],[16C][15C][17C][15N]([18O])[13C][14C][17O],CCCN(O)CCO,0.17888537648952813,0.9439573068067533
43920,1352092,[18O][16C][15C][17C]1=[15N][13C][14C][17O]1,[18O][16C][15C][17C]1=[15N][13C][14C][17O]1,OCCC1=NCCO1,0.14418238518728088,0.9183247355566864
43940,1352381,[16C][15C]([17C])[18O][17O][14C][13C][15N],[16C][15C]([17C])[18O][17O][14C][13C][15N],CC(C)OOCCN,0.19309810337991476,0.9421573160836962
43960,1352422,[17C][15C]([18O])[16C][15N][13C][14C][17O],[17C][15C]([18O])[16C][15N][13C][14C][17O],CC(O)CNCCO,0.1482931436704629,0.9019022149335749
43980,1352627,[17C][15C]1[16C][18O][15N][13C][14C][17O]1,[17C][15C]1[16C][18O][15N][13C][14C][17O]1,CC1CONCCO1,0.39496065032068517,0.7077842711740086
44000,1352789,[17C][15C]([16C][18O])[15N][13C][14C][17O],[17C][15C]([16C][18O])[15N][13C][14C][17O],CC(CO)NCCO,0.15037218057199755,0.8970348974866623
44020,1353173,[16C][15C]=[17C]1[15N][13C][14C][17O][18O]1,[16C][15C]=[17C]1[15N][13C][14C][17O][18O]1,CC=C1NCCOO1,0.29343885236495837,0.7942846049275771
44040,1353234,[13C]1[14C][17O][18O][17C]=[15C][16C][15N]1,[13C]1[14C][17O][18O][17C]=[15C][16C][15N]1,C1COOC=CCN1,0.4868793091781869,0.6116799091940557
44060,1354474,[16C]=[15C][15N]1[13C][14C][17O][18O][17C]1,[16C]=[15C][15N]1[13C][14C][17O][18O][17C]1,C=CN1CCOOC1,0.4053023985504701,0.8344953803402696
44080,1364921,[15C].[16C][18O][17C](=[17O])[15N]1[13C][14C]1,[16C][18O][17C](=[17O])[15N]1[13C][14C]1,COC(=O)N1CC1,0.19294455755758574,0.8342781632591394
44100,1365068,[15C].[16C][17C]([17O])[15N]1[13C][14C]1.[18O],[16C][17C]([17O])[15N]1[13C][14C]1,CC(O)N1CC1,0.3683408084341023,0.8768462187580135
44120,1365167,[15C].[17O][17C]([18O])[16C][15N]1[13C][14C]1,[17O][17C]([18O])[16C][15N]1[13C][14C]1,OC(O)CN1CC1,0.24332068732055426,0.8368319848039307
44140,1365483,[15C][18O][16C][17C][15N]1[13C][14C]1.[17O],[15C][18O][16C][17C][15N]1[13C][14C]1,COCCN1CC1,0.204240612371397,0.8646915895917898
44160,1365772,[15C][17O][17C][18O][16C][15N]1[13C][14C]1,[15C][17O][17C][18O][16C][15N]1[13C][14C]1,COCOCN1CC1,0.2060023337704849,0.9094743686703604
44180,1366005,[16C][17C]1([15N]2[13C][14C]2)[17O][15C][18O]1,[16C][17C]1([15N]2[13C][14C]2)[17O][15C][18O]1,CC1(N2CC2)OCO1,0.461556614292254,0.7858310801116226
44200,1366397,[16C][18O][15C][15N]1[13C][14C]1.[17C]=[17O],[16C][18O][15C][15N]1[13C][14C]1,COCN1CC1,0.2243850988012044,0.9807164005533104
44220,1366490,[16C][18O][17O][15C][15N]1[13C][14C]1.[17C],[16C][18O][17O][15C][15N]1[13C][14C]1,COOCN1CC1,0.14587919312795317,0.9619784515987948
44240,1366577,[16C]=[17C]1[17O][15C]([15N]2[13C][14C]2)[18O]1,[16C]=[17C]1[17O][15C]([15N]2[13C][14C]2)[18O]1,C=C1OC(N2CC2)O1,0.19241117525949367,0.9478662817187281
44260,1366744,[15C][17C]1([15N]2[13C][14C]2)[17O][16C][18O]1,[15C][17C]1([15N]2[13C][14C]2)[17O][16C][18O]1,CC1(N2CC2)OCO1,0.3565934943567804,0.9387054398148598
