,rmat_tag,distance,largest_frag,largest_cleaned,pmi_x,pmi_y
22500,861640,10.0,C[15C]1([15N][16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[14C@@H](c2ccccc2)[17C]1=[17O],CC1(NCc2ccc(N3Cc4ccccc4C3=O)cc2)[C@@H](c2ccccc2)C1=O,0.05610121524561802,0.9907358764770134
22520,861449,10.0,C[15C]1([15N])[14C@@H](c2ccccc2)[17C]1[18O],CC1(N)[C@@H](c2ccccc2)C1O,0.26568863972795154,0.9459594327520959
22540,1400985,10.0,C[15C]1([17O][17C]2[15N][13C][14C@@H]2c2ccccc2)[18O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(OC2NC[C@@H]2c2ccccc2)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.07208588897133604,0.955462518418882
22560,860942,10.0,C[15C]1([17O])[14C@@H](c2ccccc2)[17C]1([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][15N],CC1(O)[C@@H](c2ccccc2)C1(Cc1ccc(N2Cc3ccccc3C2=O)cc1)ON,0.1977201893283839,0.9402176677540334
22580,737844,10.0,C[15C]([18O])([14CH]c1ccccc1)[15N]1[16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]1[17O],CC(O)(Cc1ccccc1)N1[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C1O,0.09796516512060312,0.9590047699642541
22600,1401010,10.0,C[15C]1([17O])[18O][17C]2[14C@@H](c3ccccc3)[13C][15N]2[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(O)OC2[C@@H](c3ccccc3)CN2[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1230090120511957,0.9561441629415215
22620,737239,10.0,C[15C]([14CH]c1ccccc1)[15N][18O][17O][17C]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)NOOC=Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.0521497962715685,0.9770177736201966
22640,1401736,10.0,C[15C]1([18O])[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17O][17C]2[14C@@H](c3ccccc3)[13C][15N]21,CC1(O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)OC2[C@@H](c3ccccc3)CN21,0.08043849357135771,0.9644026998438094
22660,864161,10.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@@H](c1ccccc1)[17C]1[15N][18O][17O]1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@@H](c1ccccc1)C1NOO1,0.12236324426566793,0.9370478892309052
22680,737605,10.0,C[15C]([14CH]c1ccccc1)([15N][17C]=[17O])[18O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)(NC=O)OCc1ccc(N2Cc3ccccc3C2=O)cc1,0.07006187734208191,0.9748785453310159
22700,740511,10.0,C[15C]([14CH]c1ccccc1)[17C]([15N])[17O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)C(N)OCc1ccc(N2Cc3ccccc3C2=O)cc1,0.06826748318872078,0.9732529422759375
22720,1397487,10.0,C[15C]1[15N]2[13C][14C@H](c3ccccc3)[17C]1([18O][17O])[16C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,CC1N2C[C@H](c3ccccc3)C1(OO)[C@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.12052067002122675,0.9661034901855605
22740,1396487,10.0,C[15C]1[18O][15N][13C][14C@H](c2ccccc2)[17C]12[17O][16C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,CC1ONC[C@H](c2ccccc2)C12O[C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.12579072520064133,0.9529291526266122
22760,1396455,10.0,C[15C]([18O])[17C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N][17O])c1ccccc1,CC(O)C(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CNO)c1ccccc1,0.1148968788909753,0.9510904101824952
22780,1396749,10.0,C[15C]([17O])[17C]([18O])[14C@H]([13C][15N][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CC(O)C(O)[C@H](CNCc1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.11368144957294528,0.9352948478051284
22800,739286,10.0,C[15C]([14CH]c1ccccc1)=[15N][16C@H]([18O][17C][17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)=N[C@H](OCO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.16741123398010427,0.9127308552574678
22820,859429,10.0,C[15C]1[14C@@H](c2ccccc2)[17C]1([17O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][15N],CC1[C@@H](c2ccccc2)C1(OCc1ccc(N2Cc3ccccc3C2=O)cc1)ON,0.06179978470715078,0.9772042261651851
22840,739496,10.0,C[15C]([14CH]c1ccccc1)=[15N][17O][17C]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)=NOC=Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.048316983018963276,0.9729200584906106
22860,1398034,10.0,C[15C]1=[15N][13C][14C@H](c2ccccc2)[17C]1[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC1=NC[C@H](c2ccccc2)C1Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.13179913332839588,0.9435988919160654
22880,1403345,10.0,C[15C]1([17O])[17C][14C@@H](c2ccccc2)[13C][15N][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(O)C[C@@H](c2ccccc2)CN[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.06025581458168694,0.9878365521985906
22900,1403747,10.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[15N]2[13C][14C@H](c3ccccc3)[17C]21[17O][18O],CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)N2C[C@H](c3ccccc3)C21OO,0.09652833650299755,0.9507993592890867
22920,1324269,10.0,C[15C]1([18O])[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17O][15N]1[13C][14CH]c1ccccc1,CC1(O)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)ON1CCc1ccccc1,0.062163616246867115,0.9776950790928545
22940,733807,10.0,C[15C]([14CH]c1ccccc1)[18O][17C]=[15N],CC(Cc1ccccc1)OC=N,0.3401345924022679,0.8838519634558917
22960,865200,10.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[18O][15N][17C]([17O])[14C@@H]1c1ccccc1,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)ONC(O)[C@@H]1c1ccccc1,0.11307127186418005,0.9643519884515687
22980,1404322,10.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)=[17C]1[17O][15N]([18O])[13C][14C@@H]1c1ccccc1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)=C1ON(O)C[C@@H]1c1ccccc1,0.1451052805581941,0.963274639957555
23000,507972,10.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([17C][18O][15N]=[17O])c1ccccc1,CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CON=O)c1ccccc1,0.23786065132077214,0.9340397164364638
23020,509872,10.0,C[15C]1[15N][18O][17O][17C][14C@H](c2ccccc2)[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1NOOC[C@H](c2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1683320232968841,0.8945944488108073
23040,1402518,10.0,C[15C]([17C][14C@H]([13C][15N])c1ccccc1)[16C@H]([18O][17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(C[C@H](CN)c1ccccc1)[C@H](OO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.07714559629796423,0.9820315304722355
23060,1325343,10.0,C[15C]([17C])[16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([13C][14CH]c1ccccc1)[18O][17O],CC(C)[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(CCc1ccccc1)OO,0.10940308512280632,0.9697165757232058
23080,864400,10.0,C[15C]([14C@H]([17C][18O])c1ccccc1)[16C@H]([15N]=[17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC([C@H](CO)c1ccccc1)[C@H](N=O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.10966500868462453,0.9716941907154114
23100,734356,10.0,C[15C]([14CH]c1ccccc1)[18O][15N][17O][17C]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)ONOC=Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.06864711991609604,0.98086283162748
23120,734021,10.0,C[15C]([14CH]c1ccccc1)[18O][17C]([17O])[15N]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)OC(O)N=Cc1ccc(N2Cc3ccccc3C2=O)cc1,0.07800375335574476,0.9610156063454013
23140,735773,10.0,C[15C]1([14CH]c2ccccc2)[17O][15N][17C]([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[18O]1,CC1(Cc2ccccc2)ONC(Cc2ccc(N3Cc4ccccc4C3=O)cc2)O1,0.07609692079233889,0.9735996756200526
23160,735792,10.0,C[15C]1([14CH]c2ccccc2)[17O][17C]([15N])[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[18O]1,CC1(Cc2ccccc2)OC(N)[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)O1,0.13135306941001013,0.9401623689274363
23180,855245,10.0,C[15C]1[17O][16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]([15N])([18O])[14C@@H]1c1ccccc1,CC1O[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C(N)(O)[C@@H]1c1ccccc1,0.09590460936235101,0.9861781661838515
23200,1393077,10.0,C[15C][18O][15N][13C][14C@@H]([17C][16C@H]([17O])c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CCONC[C@@H](C[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.12793214041742595,0.9111207761900303
23220,855284,10.0,C[15C]([17O])[14C@@H](c1ccccc1)[17C]1([18O])[15N][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)[C@@H](c1ccccc1)C1(O)N[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1029507553384187,0.9803397557648009
23240,1392683,10.0,O=C1c2ccccc2CN1c1ccc([16CH]=[17C][14C@H]([13C][15N][17O][18O])c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc(C=C[C@H](CNOO)c2ccccc2)cc1,0.11779306154727448,0.9439669343899607
23260,854886,10.0,C[15C]([17O][15N])[14C@H]([17C][18O])c1ccccc1,CC(ON)[C@H](CO)c1ccccc1,0.5050331910144047,0.8338915009356977
23280,744184,10.0,C[15C]1([14CH]c2ccccc2)[17C]2[18O][15N]1[16C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(Cc2ccccc2)C2ON1[C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.09238837097805461,0.9576514957206523
23300,856267,10.0,C[15C]([15N][18O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([17C]=[17O])c1ccccc1,CC(NOCc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](C=O)c1ccccc1,0.14267116645298414,0.916341333222606
23320,748645,10.0,C[15C]([14CH]c1ccccc1)[16C@H]([17O][18O][15N])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)[C@H](OON)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1052684509888595,0.9964304099932212
23340,745887,10.0,C[15C]([14CH]c1ccccc1)=[17C]([17O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][15N],CC(Cc1ccccc1)=C(OCc1ccc(N2Cc3ccccc3C2=O)cc1)ON,0.07051687005756274,0.9690225016509907
23360,751906,10.0,C[15C]([14CH]c1ccccc1)([15N]=[18O])[16C@H]([17O][17C])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(Cc1ccccc1)(N=O)[C@H](OC)c1ccc(N2Cc3ccccc3C2=O)cc1,0.10002723437647289,0.9805105056672421
23380,853455,10.0,C[15C][14C@@H](c1ccccc1)[17C]1([16C@H]([18O])c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][17O]1,CC[C@@H](c1ccccc1)C1([C@H](O)c2ccc(N3Cc4ccccc4C3=O)cc2)NO1,0.19149163179043696,0.8914351223606708
23400,1368398,10.0,C[15C](=[17C][17O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][15N]1[13C][14C@@H]1c1ccccc1,CC(=COCc1ccc(N2Cc3ccccc3C2=O)cc1)ON1C[C@@H]1c1ccccc1,0.07177850282558386,0.9495491999740047
23420,1368265,10.0,C[15C]=[17C]([16C@H]([18O][17O])c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]1[13C][14C@@H]1c1ccccc1,CC=C([C@H](OO)c1ccc(N2Cc3ccccc3C2=O)cc1)N1C[C@@H]1c1ccccc1,0.14715017035940836,0.9205217226458783
23440,1392340,10.0,O=C1c2ccccc2CN1c1ccc([16CH]=[15N][13C][14C@@H]([17C][18O][17O])c2ccccc2)cc1,O=C1c2ccccc2CN1c1ccc(C=NC[C@@H](COO)c2ccccc2)cc1,0.1339990723905763,0.9318240069758602
23460,750143,10.0,C[15C]1([14CH]c2ccccc2)[18O][15N]=[17C][16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(Cc2ccccc2)ON=C[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.11517258109689453,0.9569137540336953
23480,853603,10.0,C[15C][14C@@H](c1ccccc1)[17C]1[15N][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC[C@@H](c1ccccc1)C1N[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.09246772814210101,0.9814146735479543
23500,1395508,10.0,C[15C]=[15N][13C][14C@H](c1ccccc1)[17C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[18O][17O],CC=NC[C@H](c1ccccc1)C(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)OO,0.22934954678674674,0.9866691721660886
23520,857784,10.0,C[15C]12[15N][17C]([16CH]c3ccc(N4Cc5ccccc5C4=O)cc3)([17O]1)[14C@@H]2c1ccccc1,CC12NC(Cc3ccc(N4Cc5ccccc5C4=O)cc3)(O1)[C@@H]2c1ccccc1,0.14839599263175898,0.9000900326216709
23540,1327846,10.0,C[15C]1=[17C]([15N][13C][14CH]c2ccccc2)[18O][17O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1=C(NCCc2ccccc2)OO[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.05219135827331466,0.9776430477474108
23560,1395096,10.0,C[15C]1[17O][16C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17C]2([18O])[14C@@H](c3ccccc3)[13C][15N]12,CC1O[C@H](c2ccc(N3Cc4ccccc4C3=O)cc2)C2(O)[C@@H](c3ccccc3)CN12,0.17618905148968655,0.8936513438485221
23580,741686,10.0,C[15C]([18O])([14CH]c1ccccc1)[17C][17O][15N],CC(O)(Cc1ccccc1)CON,0.2941815166355443,0.8724797072186802
23600,858350,10.0,C[15C](=[15N])[14C@@H](c1ccccc1)[17C]1[17O][18O]1,CC(=N)[C@@H](c1ccccc1)C1OO1,0.29969288273082323,0.9174810288938278
23620,1396081,10.0,C[15C][17C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[14C@@H](c2ccccc2)[13C][15N]1[18O],CCC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)[C@@H](c2ccccc2)CN1O,0.13813337697025502,0.9559153835128951
23640,1396060,10.0,C[15C][17C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N][17O][18O])c1ccccc1,CCC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CNOO)c1ccccc1,0.18944869392591673,0.9791155142107882
23660,1395867,10.0,C[15C][17C]([17O][16C@H]([18O])c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N])c1ccccc1,CCC(O[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CN)c1ccccc1,0.07784033921936752,0.9871017008663486
23680,742832,10.0,C[15C]([17O])([14CH]c1ccccc1)[17C]1([15N])[18O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)(Cc1ccccc1)C1(N)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.10223411860190193,0.9587262640724032
23700,1394247,10.0,C[15C](=[17O])[18O][17C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[14C@H]([13C][15N])c1ccccc1,CC(=O)OC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)[C@H](CN)c1ccccc1,0.148217829209838,0.9218233930197525
23720,1394382,10.0,C[15C][15N][13C][14C@@H]([17C][18O][16C@@H]([17O])c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,CCNC[C@@H](CO[C@@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1)c1ccccc1,0.1391129249108105,0.9219976418786167
23740,1393842,10.0,C[15C]([17O][17C][14C@H]([13C][15N])c1ccccc1)[18O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(OC[C@H](CN)c1ccccc1)OCc1ccc(N2Cc3ccccc3C2=O)cc1,0.08247292552077848,0.959970497734662
23760,742887,10.0,C[15C]1([14CH]c2ccccc2)[17O][17C]1[16C@H]([15N][18O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(Cc2ccccc2)OC1[C@H](NO)c1ccc(N2Cc3ccccc3C2=O)cc1,0.07399315678720128,0.9894814028147634
23780,743636,10.0,C[15C]([14CH]c1ccccc1)([17C][17O])[15N][18O],CC(Cc1ccccc1)(CO)NO,0.2893720433921606,0.8830749947696479
23800,1327923,10.0,C[15C]1=[17C][15N]([13C][14CH]c2ccccc2)[16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1=CN(CCc2ccccc2)[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.19840077145943819,0.8773232763672848
23820,856686,10.0,C[15C]1[15N][17C]([18O])([16C@H]([17O])c2ccc(N3Cc4ccccc4C3=O)cc2)[14C@@H]1c1ccccc1,CC1NC(O)([C@H](O)c2ccc(N3Cc4ccccc4C3=O)cc2)[C@@H]1c1ccccc1,0.09334687466185389,0.9844967976894257
23840,18004,10.0,C[15C]1=[17C]([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[18O][15N]1[17O],CC1=C(Cc2ccc(N3Cc4ccccc4C3=O)cc2)ON1O,0.11110689105362549,0.9536976047942505
23860,296695,10.0,O=C1c2ccccc2CN1c1ccc([16C@@H]2[15N][17O][17C](=[14CH]c3ccccc3)[18O]2)cc1,O=C1c2ccccc2CN1c1ccc([C@@H]2NOC(=Cc3ccccc3)O2)cc1,0.08448586029545418,0.9708490791853894
23880,256642,10.0,C[15C](=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17O][15N]([18O])[14C@@H]([17C])c1ccccc1,CC(=Cc1ccc(N2Cc3ccccc3C2=O)cc1)ON(O)[C@@H](C)c1ccccc1,0.07080816848113025,0.9518113135059184
23900,193269,10.0,C[15C]1([17O])[15N][17C]([14CH]c2ccccc2)[18O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(O)NC(Cc2ccccc2)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.06094571020710306,0.9713639135393549
23920,297300,10.0,C[15C][18O][17C]([15N])=[14CH]c1ccccc1,CCOC(N)=Cc1ccccc1,0.19679801189280535,0.9068745427657832
23940,211582,10.0,C[15C]1([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][18O][14C@H](c2ccccc2)[17C][17O]1,CC1(Cc2ccc(N3Cc4ccccc4C3=O)cc2)NO[C@H](c2ccccc2)CO1,0.08790909518784017,0.9663841135780369
23960,253824,10.0,C[15C]12[18O][17C]13[14C@@H](c1ccccc1)[15N]3[17O][16C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,CC12OC13[C@@H](c1ccccc1)N3O[C@@H]2c1ccc(N2Cc3ccccc3C2=O)cc1,0.1066233352625022,0.9788721259665234
23980,253291,10.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[17C][14C@@H](c1ccccc1)[15N]1[17O][18O]1,CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)C[C@@H](c1ccccc1)N1OO1,0.1367877048874645,0.9749687139655958
24000,211296,10.0,C[15C]([15N]=[17O])[16C@@H]([17C][14C@H]([18O])c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(N=O)[C@@H](C[C@H](O)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.14537065071377417,0.9286588983437006
24020,211320,10.0,C[15C]1[15N]=[17C]([14C@H]([18O])c2ccccc2)[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1N=C([C@H](O)c2ccccc2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.11043559504972317,0.9458133244648212
24040,211654,10.0,C[15C]1([16C@@H]([17C][14C@H]([18O])c2ccccc2)c2ccc(N3Cc4ccccc4C3=O)cc2)[15N][17O]1,CC1([C@@H](C[C@H](O)c2ccccc2)c2ccc(N3Cc4ccccc4C3=O)cc2)NO1,0.16947682938774206,0.9107647323788607
24060,122932,10.0,C[15C]1[16C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)[17O][18O][14C@@H](c2ccccc2)[15N]1[17C],CC1[C@@H](c2ccc(N3Cc4ccccc4C3=O)cc2)OO[C@@H](c2ccccc2)N1C,0.07286867796726897,0.9851910396814831
24080,121773,10.0,C[15C]#[17C][16C@H]([18O][14C@H]([15N])c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC#C[C@H](O[C@H](N)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.2039880569278014,0.871338095675948
24100,123513,10.0,C[15C]([17C][15N]1[18O][14C@H]1c1ccccc1)[16C@H]([17O])c1ccc(N2Cc3ccccc3C2=O)cc1,CC(CN1O[C@H]1c1ccccc1)[C@H](O)c1ccc(N2Cc3ccccc3C2=O)cc1,0.08395831491090121,0.9490027569729035
24120,123814,10.0,C[15C]1([16C@H]([17O])c2ccc(N3Cc4ccccc4C3=O)cc2)[17C][15N][14C@H](c2ccccc2)[18O]1,CC1([C@H](O)c2ccc(N3Cc4ccccc4C3=O)cc2)CN[C@H](c2ccccc2)O1,0.08289324149771021,0.9695139437329015
24140,123180,10.0,C[15C]1([15N]2[18O][14C@H]2c2ccccc2)[17O][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(N2O[C@H]2c2ccccc2)O[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.0907620402781805,0.9802388575975276
24160,46253,10.0,C[15C]1([15N])[17O][17C]1[16C@H]([18O][14CH]c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(N)OC1[C@H](OCc1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.22741799181584332,0.8424803435840392
24180,121219,10.0,C[15C]([17O])=[17C][16C@H]([15N][14C@@H]([18O])c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)=C[C@H](N[C@@H](O)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.1510087205015833,0.9540494963734865
24200,211661,10.0,C[15C]1([17O])[15N][17C]([14C@H]([18O])c2ccccc2)[16C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC1(O)NC([C@H](O)c2ccccc2)[C@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.24384218727001222,0.8734114438342452
24220,212301,10.0,C[15C]([16C@H]([17O][15N])c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1[18O][14C@@H]1c1ccccc1,CC([C@H](ON)c1ccc(N2Cc3ccccc3C2=O)cc1)C1O[C@@H]1c1ccccc1,0.09196017742071469,0.9919573845894791
24240,121478,10.0,C[15C](=[17C]=[16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)[15N][14C@@H]([18O])c1ccccc1,CC(=C=Cc1ccc(N2Cc3ccccc3C2=O)cc1)N[C@@H](O)c1ccccc1,0.11674397418591433,0.9204893020600908
24260,212345,10.0,C[15C]([16C@H]([15N][17O])c1ccc(N2Cc3ccccc3C2=O)cc1)[17C]1[18O][14C@@H]1c1ccccc1,CC([C@H](NO)c1ccc(N2Cc3ccccc3C2=O)cc1)C1O[C@@H]1c1ccccc1,0.24914005616633259,0.842291406836846
24280,244224,10.0,C[15C][17O][15N]([18O])[14C@@H]([17C])c1ccccc1,CCON(O)[C@@H](C)c1ccccc1,0.187792800449221,0.9298071354527792
24300,210077,10.0,[15N]=[17C][14C@H]([18O])c1ccccc1,N=C[C@H](O)c1ccccc1,0.2957201903924109,0.8749657556173663
24320,17224,10.0,C[15C]([17O])=[17C]1[18O][15N][16C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,CC(O)=C1ON[C@@H]1c1ccc(N2Cc3ccccc3C2=O)cc1,0.1109212720712739,0.964196762139638
24340,210187,10.0,C[15C][16C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)[15N]([17O])[17C]1[18O][14C@@H]1c1ccccc1,CC[C@@H](c1ccc(N2Cc3ccccc3C2=O)cc1)N(O)C1O[C@@H]1c1ccccc1,0.08542493826439317,0.9695140018952271
24360,195367,10.0,C[15C]([16CH]c1ccc(N2Cc3ccccc3C2=O)cc1)([17C][14CH]c1ccccc1)[18O][15N],CC(Cc1ccc(N2Cc3ccccc3C2=O)cc1)(CCc1ccccc1)ON,0.1063573729057171,0.9777352316519258
24380,210133,10.0,C[15C][16C@H]([17O][17C](=[15N])[14C@H]([18O])c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC[C@H](OC(=N)[C@H](O)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.09226433346101888,0.9657293335894029
24400,210181,10.0,C[15C][16C@H]([15N][17C][14C@H]([18O])c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,CC[C@H](NC[C@H](O)c1ccccc1)c1ccc(N2Cc3ccccc3C2=O)cc1,0.11330842459736373,0.9412448482655708
24420,195471,10.0,C[15C]1([16C@H]([15N])c2ccc(N3Cc4ccccc4C3=O)cc2)[18O][17O][17C]1[14CH]c1ccccc1,CC1([C@H](N)c2ccc(N3Cc4ccccc4C3=O)cc2)OOC1Cc1ccccc1,0.1241747469113902,0.923395059652271
24440,45802,10.0,C[15C]1[17C]([16CH]c2ccc(N3Cc4ccccc4C3=O)cc2)[17O][15N]1[18O][14CH]c1ccccc1,CC1C(Cc2ccc(N3Cc4ccccc4C3=O)cc2)ON1OCc1ccccc1,0.07502809217870705,0.9481726584343835
24460,96562,10.0,C[15C]([17O][17C]=[15N][14CH]c1ccccc1)[18O][16CH]c1ccc(N2Cc3ccccc3C2=O)cc1,CC(OC=NCc1ccccc1)OCc1ccc(N2Cc3ccccc3C2=O)cc1,0.1127650518560369,0.9580091104457257
