rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned
1010747,[13C].[14C][15N]1[16C][15C]1[17C](=[17O])[18O],[14C][15N]1[16C][15C]1[17C](=[17O])[18O],CN1CC1C(=O)O
1010775,[13C].[14C][15N][15C]1[16C][17C]1.[17O].[18O],[14C][15N][15C]1[16C][17C]1,CNC1CC1
1010782,[13C].[14C][15N][15C]1[16C][17C]1[18O].[17O],[14C][15N][15C]1[16C][17C]1[18O],CNC1CC1O
1010790,[13C].[14C][15N][15C]1[16C][17C]1[17O][18O],[14C][15N][15C]1[16C][17C]1[17O][18O],CNC1CC1OO
1010791,[13C].[14C][15N]([18O])[15C]1[16C][17C]1[17O],[14C][15N]([18O])[15C]1[16C][17C]1[17O],CN(O)C1CC1O
1010793,[13C].[14C][15N]1[17O][17C]2[16C][15C]21.[18O],[14C][15N]1[17O][17C]2[16C][15C]21,CN1OC2CC21
1010794,[13C].[14C][15N][15C]1[16C][17C]1([17O])[18O],[14C][15N][15C]1[16C][17C]1([17O])[18O],CNC1CC1(O)O
1010795,[13C].[14C][15N][15C]1[16C][17C]12[17O][18O]2,[14C][15N][15C]1[16C][17C]12[17O][18O]2,CNC1CC12OO2
1010796,[13C].[14C][15N]1[18O][17C]2([17O])[16C][15C]12,[14C][15N]1[18O][17C]2([17O])[16C][15C]12,CN1OC2(O)CC12
1010798,[13C].[14C][15N][15C]1[16C][17C]1=[17O].[18O],[14C][15N][15C]1[16C][17C]1=[17O],CNC1CC1=O
1010799,[13C].[14C][15N]([18O])[15C]1[16C][17C]1=[17O],[14C][15N]([18O])[15C]1[16C][17C]1=[17O],CN(O)C1CC1=O
1010805,[13C].[14C][15N]1[15C]2[16C][17C]21[17O].[18O],[14C][15N]1[15C]2[16C][17C]21[17O],CN1C2CC21O
1011450,[13C].[14C][15N][17O][17C]([18O])=[15C][16C],[14C][15N][17O][17C]([18O])=[15C][16C],CNOC(O)=CC
1011614,[13C].[14C][15N][16C][15C]=[17C]([17O])[18O],[14C][15N][16C][15C]=[17C]([17O])[18O],CNCC=C(O)O
1011618,[13C].[14C][15N][16C][15C]=[17C]=[17O].[18O],[14C][15N][16C][15C]=[17C]=[17O],CNCC=C=O
1013485,[13C].[14C][15N][18O][15C]=[16C].[17C]=[17O],[14C][15N][18O][15C]=[16C],CNOC=C
1013502,[13C].[14C][15N][17C](=[17O])[18O][15C]=[16C],[14C][15N][17C](=[17O])[18O][15C]=[16C],CNC(=O)OC=C
1013848,[13C].[14C][15N][18O][17C][17O][15C]=[16C],[14C][15N][18O][17C][17O][15C]=[16C],CNOCOC=C
1013863,[13C].[14C][15N][17C]([18O])[17O][15C]=[16C],[14C][15N][17C]([18O])[17O][15C]=[16C],CNC(O)OC=C
1014360,[13C].[14C][15N]([15C]=[16C])[17O][17C][18O],[14C][15N]([15C]=[16C])[17O][17C][18O],CN(C=C)OCO
1014364,[13C].[14C][15N]([18O])[15C]=[16C].[17C]=[17O],[14C][15N]([18O])[15C]=[16C],CN(O)C=C
1014365,[13C].[14C][15N][15C]=[16C].[17O]=[17C][18O],[14C][15N][15C]=[16C],CNC=C
1014366,[13C].[14C][15N]([15C]=[16C])[18O][17C]=[17O],[14C][15N]([15C]=[16C])[18O][17C]=[17O],CN(C=C)OC=O
1014376,[13C].[14C][15N]([15C]=[16C])[17C]([17O])[18O],[14C][15N]([15C]=[16C])[17C]([17O])[18O],CN(C=C)C(O)O
1014379,[13C].[14C][15N]([15C]=[16C])[17C]=[17O].[18O],[14C][15N]([15C]=[16C])[17C]=[17O],CN(C=C)C=O
1014380,[13C].[14C][15N]([15C]=[16C])[17C](=[17O])[18O],[14C][15N]([15C]=[16C])[17C](=[17O])[18O],CN(C=C)C(=O)O
1015021,[13C].[14C][15N][18O][17C]([17O])[15C]=[16C],[14C][15N][18O][17C]([17O])[15C]=[16C],CNOC(O)C=C
1015030,[13C].[14C][15N][18O][17C](=[17O])[15C]=[16C],[14C][15N][18O][17C](=[17O])[15C]=[16C],CNOC(=O)C=C
1015050,[13C].[14C][15N][17C]([17O])([18O])[15C]=[16C],[14C][15N][17C]([17O])([18O])[15C]=[16C],CNC(O)(O)C=C
1015054,[13C].[14C][15N][17C](=[17O])[15C]=[16C].[18O],[14C][15N][17C](=[17O])[15C]=[16C],CNC(=O)C=C
1017580,[13C].[15C].[16C][18O][14C][15N].[17C]=[17O],[16C][18O][14C][15N],COCN
1017598,[13C].[15C].[16C][17O][17C][18O][14C][15N],[16C][17O][17C][18O][14C][15N],COCOCN
1017643,[13C].[15C].[16C][15N][14C][18O][17C][17O],[16C][15N][14C][18O][17C][17O],CNCOCO
1017645,[13C].[15C].[16C][15N][14C][18O].[17C]=[17O],[16C][15N][14C][18O],CNCO
1017647,[13C].[15C].[16C][15N][14C][18O][17C]=[17O],[16C][15N][14C][18O][17C]=[17O],CNCOC=O
1017655,[13C].[15C].[16C][15N]1[14C][18O][17C]1=[17O],[16C][15N]1[14C][18O][17C]1=[17O],CN1COC1=O
1017697,[13C].[15C].[16C]=[15N][14C][18O][17C]=[17O],[16C]=[15N][14C][18O][17C]=[17O],C=NCOC=O
1017717,[13C].[15C].[16C][17C][18O][14C][15N].[17O],[16C][17C][18O][14C][15N],CCOCN
1017718,[13C].[15C].[16C][17C][18O][14C][15N][17O],[16C][17C][18O][14C][15N][17O],CCOCNO
1017721,[13C].[15C].[16C][17C][17O][18O][14C][15N],[16C][17C][17O][18O][14C][15N],CCOOCN
1017723,[13C].[15C].[16C][17C][17O][15N][14C][18O],[16C][17C][17O][15N][14C][18O],CCONCO
1017725,[13C].[15C].[16C][17C]([17O])[18O][14C][15N],[16C][17C]([17O])[18O][14C][15N],CC(O)OCN
1017726,[13C].[15C].[16C][17C]1[17O][15N][14C][18O]1,[16C][17C]1[17O][15N][14C][18O]1,CC1ONCO1
1017729,[13C].[15C].[16C][17C](=[17O])[18O][14C][15N],[16C][17C](=[17O])[18O][14C][15N],CC(=O)OCN
1017735,[13C].[15C].[16C][17C]1[15N][14C][18O]1.[17O],[16C][17C]1[15N][14C][18O]1,CC1NCO1
1017737,[13C].[15C].[16C][17C]([17O])[15N][14C][18O],[16C][17C]([17O])[15N][14C][18O],CC(O)NCO
1017741,[13C].[15C].[16C][17C]1([17O])[15N][14C][18O]1,[16C][17C]1([17O])[15N][14C][18O]1,CC1(O)NCO1
1017742,[13C].[15C].[16C][17C]12[17O][15N]1[14C][18O]2,[16C][17C]12[17O][15N]1[14C][18O]2,CC12ON1CO2
1017743,[13C].[15C].[16C][17C](=[17O])[15N][14C][18O],[16C][17C](=[17O])[15N][14C][18O],CC(=O)NCO
1017744,[13C].[15C].[16C][17C](=[17O])[15N]1[14C][18O]1,[16C][17C](=[17O])[15N]1[14C][18O]1,CC(=O)N1CO1
1017753,[13C].[15C].[15N][14C][18O][16C][17C][17O],[15N][14C][18O][16C][17C][17O],NCOCCO
1017755,[13C].[15C].[15N][14C][18O][16C][17C]=[17O],[15N][14C][18O][16C][17C]=[17O],NCOCC=O
1017760,[13C].[15C].[17O]=[17C]1[16C][18O][14C][15N]1,[17O]=[17C]1[16C][18O][14C][15N]1,O=C1COCN1
1017768,[13C].[15C].[15N][14C][18O][17C][16C][17O],[15N][14C][18O][17C][16C][17O],NCOCCO
1017772,[13C].[15C].[15N][14C][18O][17C]1[16C][17O]1,[15N][14C][18O][17C]1[16C][17O]1,NCOC1CO1
1017781,[13C].[14C]1[15N][17C]2([16C][17O]2)[18O]1.[15C],[14C]1[15N][17C]2([16C][17O]2)[18O]1,C1NC2(CO2)O1
1017810,[13C].[14C]1[15N][16C][17C][18O]1.[15C].[17O],[14C]1[15N][16C][17C][18O]1,C1NCCO1
1017812,[13C].[15C].[17O][17C][16C][15N][14C][18O],[17O][17C][16C][15N][14C][18O],OCCNCO
1017816,[13C].[15C].[17O][17C]1[16C][15N][14C][18O]1,[17O][17C]1[16C][15N][14C][18O]1,OC1CNCO1
1017817,[13C].[14C]1[18O][17C]2[16C][15N]1[17O]2.[15C],[14C]1[18O][17C]2[16C][15N]1[17O]2,C1OC2CN1O2
1017818,[13C].[15C].[17O]=[17C][16C][15N][14C][18O],[17O]=[17C][16C][15N][14C][18O],O=CCNCO
1017819,[13C].[15C].[17O]=[17C][16C][15N]1[14C][18O]1,[17O]=[17C][16C][15N]1[14C][18O]1,O=CCN1CO1
1017820,[13C].[15C].[17O]=[17C]1[16C][15N][14C][18O]1,[17O]=[17C]1[16C][15N][14C][18O]1,O=C1CNCO1
1017826,[13C].[15C].[17O][17C]12[16C][15N]1[14C][18O]2,[17O][17C]12[16C][15N]1[14C][18O]2,OC12CN1CO2
1017827,[13C].[15C].[17O]=[17C]1[16C][15N]1[14C][18O],[17O]=[17C]1[16C][15N]1[14C][18O],O=C1CN1CO
1017883,[13C].[15C].[16C]=[17C][18O][14C][15N].[17O],[16C]=[17C][18O][14C][15N],C=COCN
1017891,[13C].[15C].[16C]=[17C]([17O])[18O][14C][15N],[16C]=[17C]([17O])[18O][14C][15N],C=C(O)OCN
1017892,[13C].[15C].[16C]=[17C]1[17O][15N][14C][18O]1,[16C]=[17C]1[17O][15N][14C][18O]1,C=C1ONCO1
1018109,[13C].[15C][18O][14C][15N][17C]([16C])=[17O],[15C][18O][14C][15N][17C]([16C])=[17O],COCNC(C)=O
1018127,[13C].[15C][18O][14C][15N][16C][17C]=[17O],[15C][18O][14C][15N][16C][17C]=[17O],COCNCC=O
1018284,[13C].[15C][17O][17C]([16C])[18O][14C][15N],[15C][17O][17C]([16C])[18O][14C][15N],COC(C)OCN
1018293,[13C].[15C][17O][17C]1([16C])[15N][14C][18O]1,[15C][17O][17C]1([16C])[15N][14C][18O]1,COC1(C)NCO1
1018325,[13C].[15C][17O][17C]1[16C][15N][14C][18O]1,[15C][17O][17C]1[16C][15N][14C][18O]1,COC1CNCO1
1018361,[13C].[15C][17O][17C](=[16C])[18O][14C][15N],[15C][17O][17C](=[16C])[18O][14C][15N],COC(=C)OCN
1018681,[13C].[15C][15N]([16C])[14C][18O][17C]=[17O],[15C][15N]([16C])[14C][18O][17C]=[17O],CN(C)COC=O
1018700,[13C].[15C][15N][14C][18O][17C][16C].[17O],[15C][15N][14C][18O][17C][16C],CNCOCC
1018706,[13C].[15C][15N][14C][18O][17C]([16C])[17O],[15C][15N][14C][18O][17C]([16C])[17O],CNCOC(C)O
1018707,[13C].[15C][15N]1[14C][18O][17C]([16C])[17O]1,[15C][15N]1[14C][18O][17C]([16C])[17O]1,CN1COC(C)O1
1018710,[13C].[15C][15N][14C][18O][17C]([16C])=[17O],[15C][15N][14C][18O][17C]([16C])=[17O],CNCOC(C)=O
1018716,[13C].[15C][15N]1[14C][18O][17C]1([16C])[17O],[15C][15N]1[14C][18O][17C]1([16C])[17O],CN1COC1(C)O
1018717,[13C].[15C][15N]([14C][18O])[17C]([16C])=[17O],[15C][15N]([14C][18O])[17C]([16C])=[17O],CN(CO)C(C)=O
1018722,[13C].[15C][15N][14C][18O][16C][17C]=[17O],[15C][15N][14C][18O][16C][17C]=[17O],CNCOCC=O
1018734,[13C].[15C][15N][14C][18O][17C]1[16C][17O]1,[15C][15N][14C][18O][17C]1[16C][17O]1,CNCOC1CO1
1018757,[13C].[15C][15N]1[14C][18O][17C]([17O])[16C]1,[15C][15N]1[14C][18O][17C]([17O])[16C]1,CN1COC(O)C1
1018758,[13C].[15C][15N]([14C][18O])[16C][17C]=[17O],[15C][15N]([14C][18O])[16C][17C]=[17O],CN(CO)CC=O
1018759,[13C].[15C][15N]1[14C][18O][17C](=[17O])[16C]1,[15C][15N]1[14C][18O][17C](=[17O])[16C]1,CN1COC(=O)C1
1018783,[13C].[15C][15N][14C][18O][17C](=[16C])[17O],[15C][15N][14C][18O][17C](=[16C])[17O],CNCOC(=C)O
1018986,[13C].[16C][17C]1[17O][15C][15N][14C][18O]1,[16C][17C]1[17O][15C][15N][14C][18O]1,CC1OCNCO1
1019184,[13C].[15C]=[15N][14C][18O][17C]([16C])[17O],[15C]=[15N][14C][18O][17C]([16C])[17O],C=NCOC(C)O
1019186,[13C].[15C]=[15N][14C][18O][17C]([16C])=[17O],[15C]=[15N][14C][18O][17C]([16C])=[17O],C=NCOC(C)=O
1019424,[13C].[15C][17C](=[17O])[18O][14C][15N][16C],[15C][17C](=[17O])[18O][14C][15N][16C],CC(=O)OCNC
1019493,[13C].[15C][17C]([16C])[18O][14C][15N].[17O],[15C][17C]([16C])[18O][14C][15N],CC(C)OCN
1019501,[13C].[15C][17C]([16C])([17O])[18O][14C][15N],[15C][17C]([16C])([17O])[18O][14C][15N],CC(C)(O)OCN
1019502,[13C].[15C][17C]1([16C])[17O][15N][14C][18O]1,[15C][17C]1([16C])[17O][15N][14C][18O]1,CC1(C)ONCO1
1019523,[13C].[15C][17C](=[17O])[16C][18O][14C][15N],[15C][17C](=[17O])[16C][18O][14C][15N],CC(=O)COCN
1019538,[13C].[15C][17C]1([18O][14C][15N])[16C][17O]1,[15C][17C]1([18O][14C][15N])[16C][17O]1,CC1(OCN)CO1
1019577,[13C].[15C][17C]1([17O])[16C][15N][14C][18O]1,[15C][17C]1([17O])[16C][15N][14C][18O]1,CC1(O)CNCO1
1019579,[13C].[15C][17C](=[17O])[16C][15N][14C][18O],[15C][17C](=[17O])[16C][15N][14C][18O],CC(=O)CNCO
1019784,[13C].[16C][17C](=[17O])[15C][18O][14C][15N],[16C][17C](=[17O])[15C][18O][14C][15N],CC(=O)COCN
1019938,[13C].[16C][17C]1([18O][14C][15N])[15C][17O]1,[16C][17C]1([18O][14C][15N])[15C][17O]1,CC1(OCN)CO1
1020290,[13C].[16C][17C]1([17O])[15C][15N][14C][18O]1,[16C][17C]1([17O])[15C][15N][14C][18O]1,CC1(O)CNCO1
1020292,[13C].[16C][17C](=[17O])[15C][15N][14C][18O],[16C][17C](=[17O])[15C][15N][14C][18O],CC(=O)CNCO
1022051,[13C].[15C][16C][18O][14C][15N].[17C]=[17O],[15C][16C][18O][14C][15N],CCOCN
1022056,[13C].[15C][16C][18O][14C][15N][17C]=[17O],[15C][16C][18O][14C][15N][17C]=[17O],CCOCNC=O
1022069,[13C].[15C][16C][17O][17C][18O][14C][15N],[15C][16C][17O][17C][18O][14C][15N],CCOCOCN
1022078,[13C].[15C][16C][17O][17C]1[15N][14C][18O]1,[15C][16C][17O][17C]1[15N][14C][18O]1,CCOC1NCO1
1022108,[13C].[15C][16C][15N][14C][18O][17C].[17O],[15C][16C][15N][14C][18O][17C],CCNCOC
1022114,[13C].[15C][16C][15N][14C][18O][17C][17O],[15C][16C][15N][14C][18O][17C][17O],CCNCOCO
1022115,[13C].[15C][16C][15N]1[14C][18O][17C][17O]1,[15C][16C][15N]1[14C][18O][17C][17O]1,CCN1COCO1
1022116,[13C].[15C][16C][15N][14C][18O].[17C]=[17O],[15C][16C][15N][14C][18O],CCNCO
1022117,[13C].[15C][16C][15N]1[14C][18O]1.[17C]=[17O],[15C][16C][15N]1[14C][18O]1,CCN1CO1
1022118,[13C].[15C][16C][15N][14C][18O][17C]=[17O],[15C][16C][15N][14C][18O][17C]=[17O],CCNCOC=O
1022124,[13C].[15C][16C][15N]1[14C][18O][17C]1[17O],[15C][16C][15N]1[14C][18O][17C]1[17O],CCN1COC1O
1022125,[13C].[15C][16C][15N]([14C][18O])[17C]=[17O],[15C][16C][15N]([14C][18O])[17C]=[17O],CCN(CO)C=O
1022126,[13C].[15C][16C][15N]1[14C][18O][17C]1=[17O],[15C][16C][15N]1[14C][18O][17C]1=[17O],CCN1COC1=O
1022183,[13C].[15C][16C][17C][18O][14C][15N][17O],[15C][16C][17C][18O][14C][15N][17O],CCCOCNO
1022184,[13C].[15C][16C][17C][18O][14C][15N]=[17O],[15C][16C][17C][18O][14C][15N]=[17O],CCCOCN=O
1022186,[13C].[15C][16C][17C][17O][18O][14C][15N],[15C][16C][17C][17O][18O][14C][15N],CCCOOCN
1022188,[13C].[15C][16C][17C][17O][15N][14C][18O],[15C][16C][17C][17O][15N][14C][18O],CCCONCO
1022189,[13C].[15C][16C][17C][17O][15N]1[14C][18O]1,[15C][16C][17C][17O][15N]1[14C][18O]1,CCCON1CO1
1022190,[13C].[15C][16C][17C]([17O])[18O][14C][15N],[15C][16C][17C]([17O])[18O][14C][15N],CCC(O)OCN
1022191,[13C].[15C][16C][17C]1[17O][15N][14C][18O]1,[15C][16C][17C]1[17O][15N][14C][18O]1,CCC1ONCO1
1022194,[13C].[15C][16C][17C](=[17O])[18O][14C][15N],[15C][16C][17C](=[17O])[18O][14C][15N],CCC(=O)OCN
1022195,[13C].[15C][16C][17C][15N][14C][18O].[17O],[15C][16C][17C][15N][14C][18O],CCCNCO
1022200,[13C].[15C][16C][17C]1[15N][14C][18O]1.[17O],[15C][16C][17C]1[15N][14C][18O]1,CCC1NCO1
1022201,[13C].[15C][16C][17C]1[18O][14C][15N]1[17O],[15C][16C][17C]1[18O][14C][15N]1[17O],CCC1OCN1O
1022202,[13C].[15C][16C][17C]([17O])[15N][14C][18O],[15C][16C][17C]([17O])[15N][14C][18O],CCC(O)NCO
1022203,[13C].[15C][16C][17C]1[15N][14C][18O][17O]1,[15C][16C][17C]1[15N][14C][18O][17O]1,CCC1NCOO1
1022204,[13C].[15C][16C][17C]([17O])[15N]1[14C][18O]1,[15C][16C][17C]([17O])[15N]1[14C][18O]1,CCC(O)N1CO1
1022205,[13C].[15C][16C][17C]1[17O][15N]1[14C][18O],[15C][16C][17C]1[17O][15N]1[14C][18O],CCC1ON1CO
1022207,[13C].[15C][16C][17C]12[17O][15N]1[14C][18O]2,[15C][16C][17C]12[17O][15N]1[14C][18O]2,CCC12ON1CO2
1022208,[13C].[15C][16C][17C](=[17O])[15N][14C][18O],[15C][16C][17C](=[17O])[15N][14C][18O],CCC(=O)NCO
1022209,[13C].[15C][16C][17C](=[17O])[15N]1[14C][18O]1,[15C][16C][17C](=[17O])[15N]1[14C][18O]1,CCC(=O)N1CO1
1022212,[13C].[15C][16C][17C]1=[15N][14C][18O]1.[17O],[15C][16C][17C]1=[15N][14C][18O]1,CCC1=NCO1
1022213,[13C].[15C][16C][17C]([17O])=[15N][14C][18O],[15C][16C][17C]([17O])=[15N][14C][18O],CCC(O)=NCO
1022428,[13C].[16C][15C][18O][14C][15N].[17C]=[17O],[16C][15C][18O][14C][15N],CCOCN
1022433,[13C].[16C][15C][18O][14C][15N][17C]=[17O],[16C][15C][18O][14C][15N][17C]=[17O],CCOCNC=O
1022452,[13C].[14C]1[15N][16C][15C][18O]1.[17C]=[17O],[14C]1[15N][16C][15C][18O]1,C1NCCO1
1022468,[13C].[17C][16C][15C][18O][14C][15N].[17O],[17C][16C][15C][18O][14C][15N],CCCOCN
1022471,[13C].[15N][14C][18O][15C][16C][17C][17O],[15N][14C][18O][15C][16C][17C][17O],NCOCCCO
1022472,[13C].[14C]1[15N][17O][17C][16C][15C][18O]1,[14C]1[15N][17O][17C][16C][15C][18O]1,C1NOCCCO1
1022473,[13C].[15N][14C][18O][15C][16C][17C]=[17O],[15N][14C][18O][15C][16C][17C]=[17O],NCOCCC=O
1022476,[13C].[17O][17C]1[16C][15C][18O][14C][15N]1,[17O][17C]1[16C][15C][18O][14C][15N]1,OC1CCOCN1
1022478,[13C].[17O]=[17C]1[16C][15C][18O][14C][15N]1,[17O]=[17C]1[16C][15C][18O][14C][15N]1,O=C1CCOCN1
1022549,[13C].[16C][15C][17O][17C][18O][14C][15N],[16C][15C][17O][17C][18O][14C][15N],CCOCOCN
1022558,[13C].[16C][15C][17O][17C]1[15N][14C][18O]1,[16C][15C][17O][17C]1[15N][14C][18O]1,CCOC1NCO1
1022591,[13C].[14C]1[15N][16C][15C][17O][17C][18O]1,[14C]1[15N][16C][15C][17O][17C][18O]1,C1NCCOCO1
1022623,[13C].[15N][14C][18O][17C][16C][15C][17O],[15N][14C][18O][17C][16C][15C][17O],NCOCCCO
1022624,[13C].[14C]1[15N][17O][15C][16C][17C][18O]1,[14C]1[15N][17O][15C][16C][17C][18O]1,C1NOCCCO1
1022632,[13C].[17O][15C][16C][17C]1[15N][14C][18O]1,[17O][15C][16C][17C]1[15N][14C][18O]1,OCCC1NCO1
1022634,[13C].[18O][14C][15N][17C]1[16C][15C][17O]1,[18O][14C][15N][17C]1[16C][15C][17O]1,OCNC1CCO1
1022636,[13C].[14C]1[15N][17C]2([16C][15C][17O]2)[18O]1,[14C]1[15N][17C]2([16C][15C][17O]2)[18O]1,C1NC2(CCO2)O1
1022772,[13C].[15N][14C][18O][15C]1[16C][17C][17O]1,[15N][14C][18O][15C]1[16C][17C][17O]1,NCOC1CCO1
1022833,[13C].[15N][14C][18O][17C][16C][15C]=[17O],[15N][14C][18O][17C][16C][15C]=[17O],NCOCCC=O
1022895,[13C].[16C][15C][15N][14C][18O][17C].[17O],[16C][15C][15N][14C][18O][17C],CCNCOC
1022901,[13C].[16C][15C][15N][14C][18O][17C][17O],[16C][15C][15N][14C][18O][17C][17O],CCNCOCO
1022902,[13C].[16C][15C][15N]1[14C][18O][17C][17O]1,[16C][15C][15N]1[14C][18O][17C][17O]1,CCN1COCO1
1022903,[13C].[16C][15C][15N][14C][18O].[17C]=[17O],[16C][15C][15N][14C][18O],CCNCO
1022904,[13C].[16C][15C][15N]1[14C][18O]1.[17C]=[17O],[16C][15C][15N]1[14C][18O]1,CCN1CO1
1022905,[13C].[16C][15C][15N][14C][18O][17C]=[17O],[16C][15C][15N][14C][18O][17C]=[17O],CCNCOC=O
1022911,[13C].[16C][15C][15N]1[14C][18O][17C]1[17O],[16C][15C][15N]1[14C][18O][17C]1[17O],CCN1COC1O
1022912,[13C].[16C][15C][15N]([14C][18O])[17C]=[17O],[16C][15C][15N]([14C][18O])[17C]=[17O],CCN(CO)C=O
1022913,[13C].[16C][15C][15N]1[14C][18O][17C]1=[17O],[16C][15C][15N]1[14C][18O][17C]1=[17O],CCN1COC1=O
1022918,[13C].[14C]1[15N][15C][16C][18O]1.[17C]=[17O],[14C]1[15N][15C][16C][18O]1,C1NCCO1
1022930,[13C].[14C]1[15N][15C][16C][17O][17C][18O]1,[14C]1[15N][15C][16C][17O][17C][18O]1,C1NCCOCO1
1022954,[13C].[17C]=[17O].[18O][14C][15N]1[15C][16C]1,[18O][14C][15N]1[15C][16C]1,OCN1CC1
1022955,[13C].[17O]=[17C][18O][14C][15N]1[15C][16C]1,[17O]=[17C][18O][14C][15N]1[15C][16C]1,O=COCN1CC1
1022968,[13C].[17C][16C][15C][15N][14C][18O].[17O],[17C][16C][15C][15N][14C][18O],CCCNCO
1022973,[13C].[14C]1[15N][15C][16C][17C][18O]1.[17O],[14C]1[15N][15C][16C][17C][18O]1,C1NCCCO1
1022975,[13C].[17O][17C][16C][15C][15N][14C][18O],[17O][17C][16C][15C][15N][14C][18O],OCCCNCO
1022980,[13C].[14C]1[18O][17C]2[16C][15C][15N]1[17O]2,[14C]1[18O][17C]2[16C][15C][15N]1[17O]2,C1OC2CCN1O2
1022981,[13C].[17O]=[17C][16C][15C][15N][14C][18O],[17O]=[17C][16C][15C][15N][14C][18O],O=CCCNCO
1022982,[13C].[17O]=[17C][16C][15C][15N]1[14C][18O]1,[17O]=[17C][16C][15C][15N]1[14C][18O]1,O=CCCN1CO1
1022983,[13C].[17O]=[17C]1[16C][15C][15N][14C][18O]1,[17O]=[17C]1[16C][15C][15N][14C][18O]1,O=C1CCNCO1
1022989,[13C].[17O][17C]12[16C][15C][15N]1[14C][18O]2,[17O][17C]12[16C][15C][15N]1[14C][18O]2,OC12CCN1CO2
1022990,[13C].[17O]=[17C]1[16C][15C][15N]1[14C][18O],[17O]=[17C]1[16C][15C][15N]1[14C][18O],O=C1CCN1CO
1023103,[13C].[16C][15C]1[15N][14C][18O]1.[17C]=[17O],[16C][15C]1[15N][14C][18O]1,CC1NCO1
1023124,[13C].[17O]=[17C][16C][15C]1[15N][14C][18O]1,[17O]=[17C][16C][15C]1[15N][14C][18O]1,O=CCC1NCO1
1023127,[13C].[17O]=[17C]1[16C][15C]2[18O][14C][15N]21,[17O]=[17C]1[16C][15C]2[18O][14C][15N]21,O=C1CC2OCN21
1023204,[13C].[14C]1[15N][15C]2[16C][17C]([17O]2)[18O]1,[14C]1[15N][15C]2[16C][17C]([17O]2)[18O]1,C1NC2CC(O2)O1
1023341,[13C].[16C][15C]=[15N][14C][18O].[17C]=[17O],[16C][15C]=[15N][14C][18O],CC=NCO
1023342,[13C].[16C][15C]=[15N][14C][18O][17C]=[17O],[16C][15C]=[15N][14C][18O][17C]=[17O],CC=NCOC=O
1023361,[13C].[17O][17C]1[16C][15C]=[15N][14C][18O]1,[17O][17C]1[16C][15C]=[15N][14C][18O]1,OC1CC=NCO1
1023362,[13C].[17O]=[17C][16C][15C]=[15N][14C][18O],[17O]=[17C][16C][15C]=[15N][14C][18O],O=CCC=NCO
1023363,[13C].[17O]=[17C]1[16C][15C]=[15N][14C][18O]1,[17O]=[17C]1[16C][15C]=[15N][14C][18O]1,O=C1CC=NCO1
1023463,[13C].[16C][15C][17C]([17O])[18O][14C][15N],[16C][15C][17C]([17O])[18O][14C][15N],CCC(O)OCN
1023467,[13C].[16C][15C][17C](=[17O])[18O][14C][15N],[16C][15C][17C](=[17O])[18O][14C][15N],CCC(=O)OCN
1023481,[13C].[16C][15C][17C](=[17O])[15N][14C][18O],[16C][15C][17C](=[17O])[15N][14C][18O],CCC(=O)NCO
1023493,[13C].[15N][14C][18O][16C][15C][17C]=[17O],[15N][14C][18O][16C][15C][17C]=[17O],NCOCCC=O
1023556,[13C].[17O]=[17C][15C][16C][15N][14C][18O],[17O]=[17C][15C][16C][15N][14C][18O],O=CCCNCO
1023558,[13C].[17O]=[17C]1[15C][16C][15N][14C][18O]1,[17O]=[17C]1[15C][16C][15N][14C][18O]1,O=C1CCNCO1
1023621,[13C].[15N][14C][18O][17C]1[15C][16C]1.[17O],[15N][14C][18O][17C]1[15C][16C]1,NCOC1CC1
1023629,[13C].[15N][14C][18O][17C]1([17O])[15C][16C]1,[15N][14C][18O][17C]1([17O])[15C][16C]1,NCOC1(O)CC1
1023630,[13C].[14C]1[15N][17O][17C]2([15C][16C]2)[18O]1,[14C]1[15N][17O][17C]2([15C][16C]2)[18O]1,C1NOC2(CC2)O1
1023803,[13C].[16C][15C]([17C]=[17O])[18O][14C][15N],[16C][15C]([17C]=[17O])[18O][14C][15N],CC(C=O)OCN
1023847,[13C].[15N][14C][18O][15C]1[16C][17C]1=[17O],[15N][14C][18O][15C]1[16C][17C]1=[17O],NCOC1CC1=O
1023984,[13C].[15N][14C][18O][17C]12[16C][15C]1[17O]2,[15N][14C][18O][17C]12[16C][15C]1[17O]2,NCOC12CC1O2
1024197,[13C].[16C][15C]([17C]=[17O])[15N][14C][18O],[16C][15C]([17C]=[17O])[15N][14C][18O],CC(C=O)NCO
1024199,[13C].[16C][15C]1[15N][14C][18O][17C]1=[17O],[16C][15C]1[15N][14C][18O][17C]1=[17O],CC1NCOC1=O
1024248,[13C].[17O]=[17C]1[18O][14C][15N]2[16C][15C]12,[17O]=[17C]1[18O][14C][15N]2[16C][15C]12,O=C1OCN2CC12
1024272,[13C].[17O][17C]12[16C][15C]1[15N][14C][18O]2,[17O][17C]12[16C][15C]1[15N][14C][18O]2,OC12CC1NCO2
1024274,[13C].[17O]=[17C]1[16C][15C]1[15N][14C][18O],[17O]=[17C]1[16C][15C]1[15N][14C][18O],O=C1CC1NCO
1024275,[13C].[17O]=[17C]1[16C][15C]1[15N]1[14C][18O]1,[17O]=[17C]1[16C][15C]1[15N]1[14C][18O]1,O=C1CC1N1CO1
1025566,[13C].[16C]=[15C][18O][14C][15N].[17C]=[17O],[16C]=[15C][18O][14C][15N],C=COCN
