rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
1053812,[13C].[14C]=[15N][17C]1[16C][15C][17O]1.[18O],[14C]=[15N][17C]1[16C][15C][17O]1,C=NC1CCO1,0.3098868663112209,0.9262526654667812
1053971,[13C].[14C]=[15N][17C]12[16C][15C]([17O]1)[18O]2,[14C]=[15N][17C]12[16C][15C]([17O]1)[18O]2,C=NC12CC(O1)O2,0.32081302882546514,0.9624302199982838
1054170,[13C].[14C]=[15N][15C][16C].[17O]=[17C][18O],[14C]=[15N][15C][16C],C=NCC,0.2362571759236691,0.8973538923836942
1054178,[13C].[14C]=[15N][15C][16C][18O].[17C]=[17O],[14C]=[15N][15C][16C][18O],C=NCCO,0.21035672030906155,0.8845585564435287
1054179,[13C].[14C]=[15N][15C][16C][18O][17C]=[17O],[14C]=[15N][15C][16C][18O][17C]=[17O],C=NCCOC=O,0.1565696998353138,0.8969057611700472
1054189,[13C].[14C]=[15N][15C][16C][17O][17C][18O],[14C]=[15N][15C][16C][17O][17C][18O],C=NCCOCO,0.15240506391720177,0.8983437540224168
1054203,[13C].[14C]=[15N][15C][16C][17C].[17O].[18O],[14C]=[15N][15C][16C][17C],C=NCCC,0.21995546441357014,0.8758871491492953
1054206,[13C].[14C]=[15N][15C][16C][17C][18O].[17O],[14C]=[15N][15C][16C][17C][18O],C=NCCCO,0.18274898079494414,0.963811442363227
1054207,[13C].[14C]=[15N][15C][16C][17C][18O][17O],[14C]=[15N][15C][16C][17C][18O][17O],C=NCCCOO,0.06181422208677065,0.9894441013292432
1054211,[13C].[14C]=[15N][15C][16C][17C]([17O])[18O],[14C]=[15N][15C][16C][17C]([17O])[18O],C=NCCC(O)O,0.3238969021712685,0.907227112603172
1054212,[13C].[14C]=[15N][15C][16C][17C]1[17O][18O]1,[14C]=[15N][15C][16C][17C]1[17O][18O]1,C=NCCC1OO1,0.21520241859963657,0.8997070789734893
1054214,[13C].[14C]=[15N][15C][16C][17C]=[17O].[18O],[14C]=[15N][15C][16C][17C]=[17O],C=NCCC=O,0.13149238517371395,0.8892513404155445
1054215,[13C].[14C]=[15N][15C][16C][17C](=[17O])[18O],[14C]=[15N][15C][16C][17C](=[17O])[18O],C=NCCC(=O)O,0.20511504475541664,0.9180150683768741
1054280,[13C].[14C]=[15N][15C]([16C])[18O][17C][17O],[14C]=[15N][15C]([16C])[18O][17C][17O],C=NC(C)OCO,0.2259169240109707,0.8598818923166685
1054281,[13C].[14C]=[15N][15C]([16C])[18O].[17C]=[17O],[14C]=[15N][15C]([16C])[18O],C=NC(C)O,0.34993567720885954,0.7376731635717848
1054282,[13C].[14C]=[15N][15C]([16C])[18O][17C]=[17O],[14C]=[15N][15C]([16C])[18O][17C]=[17O],C=NC(C)OC=O,0.31304816617360387,0.891067319961618
1054301,[13C].[14C]=[15N][15C]1[16C][17C]([17O])[18O]1,[14C]=[15N][15C]1[16C][17C]([17O])[18O]1,C=NC1CC(O)O1,0.2557590740197978,0.9325115643160169
1054302,[13C].[14C]=[15N][15C]([18O])[16C][17C]=[17O],[14C]=[15N][15C]([18O])[16C][17C]=[17O],C=NC(O)CC=O,0.22146788851811208,0.8181856860418999
1054303,[13C].[14C]=[15N][15C]1[16C][17C](=[17O])[18O]1,[14C]=[15N][15C]1[16C][17C](=[17O])[18O]1,C=NC1CC(=O)O1,0.18820103234895788,0.9275005251778969
1054378,[13C].[14C]=[15N][15C]([17O])[16C][17C][18O],[14C]=[15N][15C]([17O])[16C][17C][18O],C=NC(O)CCO,0.4332169758265251,0.720480302261282
1054381,[13C].[14C]=[15N][15C]1[16C][17C][17O]1.[18O],[14C]=[15N][15C]1[16C][17C][17O]1,C=NC1CCO1,0.24362739605353195,0.8676110956454511
1054490,[13C].[14C]=[15N][17O][17C]([18O])[15C][16C],[14C]=[15N][17O][17C]([18O])[15C][16C],C=NOC(O)CC,0.20200853552786224,0.868472185878175
1054496,[13C].[14C]=[15N][18O][17C](=[17O])[15C][16C],[14C]=[15N][18O][17C](=[17O])[15C][16C],C=NOC(=O)CC,0.15039043140368435,0.9125344943683443
1054505,[13C].[14C]=[15N][17C]([17O])([18O])[15C][16C],[14C]=[15N][17C]([17O])([18O])[15C][16C],C=NC(O)(O)CC,0.6174718972187807,0.7855038342931333
1054507,[13C].[14C]=[15N][17C](=[17O])[15C][16C].[18O],[14C]=[15N][17C](=[17O])[15C][16C],C=NC(=O)CC,0.2539372787462921,0.8265686400046187
1054602,[13C].[14C]=[15N][16C][15C][17C]([17O])[18O],[14C]=[15N][16C][15C][17C]([17O])[18O],C=NCCC(O)O,0.16861896722330194,0.881175366198394
1054605,[13C].[14C]=[15N][16C][15C][17C]=[17O].[18O],[14C]=[15N][16C][15C][17C]=[17O],C=NCCC=O,0.26130728836989603,0.8034908909410668
1054606,[13C].[14C]=[15N][16C][15C][17C](=[17O])[18O],[14C]=[15N][16C][15C][17C](=[17O])[18O],C=NCCC(=O)O,0.1185113170554352,0.9104589769949012
1054652,[13C].[14C]=[15N][17O][17C]1[15C][16C]1.[18O],[14C]=[15N][17O][17C]1[15C][16C]1,C=NOC1CC1,0.17436926008629836,0.937657201066473
1054655,[13C].[14C]=[15N][18O][17C]1([17O])[15C][16C]1,[14C]=[15N][18O][17C]1([17O])[15C][16C]1,C=NOC1(O)CC1,0.3052569444653121,0.8646358014742827
1054664,[13C].[14C]=[15N][17C]1([17O])[15C][16C]1.[18O],[14C]=[15N][17C]1([17O])[15C][16C]1,C=NC1(O)CC1,0.46530020348155676,0.7836971024310789
1054882,[13C].[14C]=[15N][16C][15C]1[18O][17C]1=[17O],[14C]=[15N][16C][15C]1[18O][17C]1=[17O],C=NCC1OC1=O,0.1674530800720457,0.8988614636767852
1054909,[13C].[14C]=[15N][18O][15C]1[16C][17C]1=[17O],[14C]=[15N][18O][15C]1[16C][17C]1=[17O],C=NOC1CC1=O,0.17686274748670452,0.9010285397978275
1055142,[13C].[14C]=[15N][18O][17C]12[16C][15C]1[17O]2,[14C]=[15N][18O][17C]12[16C][15C]1[17O]2,C=NOC12CC1O2,0.24158871085047057,0.9042407796216085
1055388,[13C].[14C]=[15N][15C]([16C])[17C]([17O])[18O],[14C]=[15N][15C]([16C])[17C]([17O])[18O],C=NC(C)C(O)O,0.33091187974137787,0.7404039543867768
1055391,[13C].[14C]=[15N][15C]([16C])[17C]=[17O].[18O],[14C]=[15N][15C]([16C])[17C]=[17O],C=NC(C)C=O,0.37616748419199014,0.6780218947282033
1055392,[13C].[14C]=[15N][15C]([16C])[17C](=[17O])[18O],[14C]=[15N][15C]([16C])[17C](=[17O])[18O],C=NC(C)C(=O)O,0.35139754763443287,0.7548713957142219
1055400,[13C].[14C]=[15N][15C]1[16C][18O][17C]1=[17O],[14C]=[15N][15C]1[16C][18O][17C]1=[17O],C=NC1COC1=O,0.4743421574990579,0.7174378150094385
1055427,[13C].[14C]=[15N][15C]1[16C][17C]1[18O].[17O],[14C]=[15N][15C]1[16C][17C]1[18O],C=NC1CC1O,0.19541207085160842,0.907578214180107
1055432,[13C].[14C]=[15N][15C]1[16C][17C]1([17O])[18O],[14C]=[15N][15C]1[16C][17C]1([17O])[18O],C=NC1CC1(O)O,0.48437303637926316,0.8828890344020219
1055433,[13C].[14C]=[15N][15C]1[16C][17C]12[17O][18O]2,[14C]=[15N][15C]1[16C][17C]12[17O][18O]2,C=NC1CC12OO2,0.21390053194384645,0.9311769138390834
1055434,[13C].[14C]=[15N][15C]1[16C][17C]1=[17O].[18O],[14C]=[15N][15C]1[16C][17C]1=[17O],C=NC1CC1=O,0.34444182735440193,0.7349177312691038
1056604,[13C].[14C]=[15N][17C](=[17O])[18O][15C]=[16C],[14C]=[15N][17C](=[17O])[18O][15C]=[16C],C=NC(=O)OC=C,0.23468348756912222,0.946096783031571
1057046,[13C].[14C]=[15N][15C]=[16C].[17O]=[17C][18O],[14C]=[15N][15C]=[16C],C=NC=C,0.14960383881394285,0.9626759074464332
1057229,[13C].[14C]=[15N][18O][17C](=[17O])[15C]=[16C],[14C]=[15N][18O][17C](=[17O])[15C]=[16C],C=NOC(=O)C=C,0.15343935172998238,0.9001490249234225
1076378,[13C].[14C][17C]([16C])([18O])[17O][15N].[15C],[14C][17C]([16C])([18O])[17O][15N],CC(C)(O)ON,0.5932592196829208,0.9824628569249862
1076588,[13C].[14C][17C]([17O])([18O])[16C][15N].[15C],[14C][17C]([17O])([18O])[16C][15N],CC(O)(O)CN,0.5683543637574464,0.9651626498543059
1076593,[13C].[14C][17C](=[17O])[16C][15N].[15C].[18O],[14C][17C](=[17O])[16C][15N],CC(=O)CN,0.27688856445587606,0.7768455004695518
1089586,[13C].[14C][17C](=[17O])[18O][15N][16C][15C],[14C][17C](=[17O])[18O][15N][16C][15C],CC(=O)ONCC,0.19566881877932132,0.8767929592359495
1089876,[13C].[14C][17C]([16C][15C])[17O][15N].[18O],[14C][17C]([16C][15C])[17O][15N],CC(CC)ON,0.30820304541168486,0.8152661376864062
1089881,[13C].[14C][17C]([17O])([16C][15C])[18O][15N],[14C][17C]([17O])([16C][15C])[18O][15N],CC(O)(CC)ON,0.5284355033821625,0.8597811646509295
1089883,[13C].[14C][17C]1([16C][15C])[17O][15N][18O]1,[14C][17C]1([16C][15C])[17O][15N][18O]1,CC1(CC)ONO1,0.40936396213187126,0.8968617312845393
1089905,[13C].[14C][17C]([15N])([17O])[16C][15C].[18O],[14C][17C]([15N])([17O])[16C][15C],CC(N)(O)CC,0.57060736051273,0.9750825675088076
1090474,[13C].[14C][17C](=[17O])[18O][15C][16C][15N],[14C][17C](=[17O])[18O][15C][16C][15N],CC(=O)OCCN,0.1210640382728965,0.900845202654066
1090619,[13C].[14C][17C](=[17O])[16C][15C][18O][15N],[14C][17C](=[17O])[16C][15C][18O][15N],CC(=O)CCON,0.14064425463338306,0.9189116892064274
1091279,[13C].[14C][17C]1([18O][15N])[16C][15C][17O]1,[14C][17C]1([18O][15N])[16C][15C][17O]1,CC1(ON)CCO1,0.4078100708768923,0.9294482822087515
1092094,[13C].[14C][17C](=[17O])[18O][15N][15C][16C],[14C][17C](=[17O])[18O][15N][15C][16C],CC(=O)ONCC,0.16032956458495548,0.9274524652882827
1092146,[13C].[14C][17C](=[17O])[18O][16C][15C][15N],[14C][17C](=[17O])[18O][16C][15C][15N],CC(=O)OCCN,0.12174805577517085,0.9031535357697478
1092438,[13C].[14C][17C]([17O])[16C][15C][15N].[18O],[14C][17C]([17O])[16C][15C][15N],CC(O)CCN,0.3274610334074115,0.9255029044153926
1092445,[13C].[14C][17C]([17O])([18O])[16C][15C][15N],[14C][17C]([17O])([18O])[16C][15C][15N],CC(O)(O)CCN,0.3424565617558626,0.9719668071193599
1092446,[13C].[14C][17C]1([16C][15C][15N])[17O][18O]1,[14C][17C]1([16C][15C][15N])[17O][18O]1,CC1(CCN)OO1,0.36178036000530495,0.824212607830887
1092448,[13C].[14C][17C]1([18O])[16C][15C][15N][17O]1,[14C][17C]1([18O])[16C][15C][15N][17O]1,CC1(O)CCNO1,0.5092915664303529,0.9355274240862008
1092450,[13C].[14C][17C](=[17O])[16C][15C][15N].[18O],[14C][17C](=[17O])[16C][15C][15N],CC(=O)CCN,0.3071997377428534,0.8406786557794806
1092451,[13C].[14C][17C](=[17O])[16C][15C][15N][18O],[14C][17C](=[17O])[16C][15C][15N][18O],CC(=O)CCNO,0.23292317278632466,0.9576541708043215
1092784,[13C].[14C][17C](=[17O])[18O][15C]([16C])[15N],[14C][17C](=[17O])[18O][15C]([16C])[15N],CC(=O)OC(C)N,0.29895915459558386,0.9788746577907799
1092948,[13C].[14C][17C](=[17O])[16C][15C]([15N])[18O],[14C][17C](=[17O])[16C][15C]([15N])[18O],CC(=O)CC(N)O,0.2578103762004139,0.8455409014433355
1093398,[13C].[14C][17C]1([18O])[16C][15C]([15N])[17O]1,[14C][17C]1([18O])[16C][15C]([15N])[17O]1,CC1(O)CC(N)O1,0.34525860562748933,0.9312474348821206
1094030,[13C].[14C][17C]([17O])([18O])[16C][15C]=[15N],[14C][17C]([17O])([18O])[16C][15C]=[15N],CC(O)(O)CC=N,0.3942660314224593,0.9920132717476501
1094034,[13C].[14C][17C](=[17O])[16C][15C]=[15N].[18O],[14C][17C](=[17O])[16C][15C]=[15N],CC(=O)CC=N,0.23534284106421327,0.884214829534256
2010325,[13C].[15C][16C][17C](=[17O])[14C][18O][15N],[15C][16C][17C](=[17O])[14C][18O][15N],CCC(=O)CON,0.24002451331258357,0.7845988462343438
2011307,[13C].[15N][15C][16C][17C](=[17O])[14C][18O],[15N][15C][16C][17C](=[17O])[14C][18O],NCCC(=O)CO,0.18908769852815507,0.8427260863147092
2025485,[13C].[15C][16C][17C]1([18O][15N])[14C][17O]1,[15C][16C][17C]1([18O][15N])[14C][17O]1,CCC1(ON)CO1,0.5886246013445879,0.6505234477805562
2026467,[13C].[15N][15C][16C][17C]1([18O])[14C][17O]1,[15N][15C][16C][17C]1([18O])[14C][17O]1,NCCC1(O)CO1,0.26431054912034313,0.8556502794528416
2042902,[13C].[15C].[16C][18O][17C](=[17O])[14C][15N],[16C][18O][17C](=[17O])[14C][15N],COC(=O)CN,0.17672637307187816,0.849508528024839
2042953,[13C].[15C].[16C][17O][17C]([18O])[14C][15N],[16C][17O][17C]([18O])[14C][15N],COC(O)CN,0.2831000729103392,0.8352208524155418
2043050,[13C].[15C].[16C][15N][14C][17C]([17O])[18O],[16C][15N][14C][17C]([17O])[18O],CNCC(O)O,0.2714341974642169,0.8036119468767969
2043056,[13C].[15C].[16C][15N][14C][17C]=[17O].[18O],[16C][15N][14C][17C]=[17O],CNCC=O,0.09100110150878463,0.9612400284176575
2043058,[13C].[15C].[16C][15N][14C][17C](=[17O])[18O],[16C][15N][14C][17C](=[17O])[18O],CNCC(=O)O,0.17722593105032747,0.8691021639449379
2043059,[13C].[15C].[16C][15N]1[14C][17C](=[17O])[18O]1,[16C][15N]1[14C][17C](=[17O])[18O]1,CN1CC(=O)O1,0.189735901688396,0.8757656433072666
2043086,[13C].[15C].[17O]=[17C]1[14C][15N][16C][18O]1,[17O]=[17C]1[14C][15N][16C][18O]1,O=C1CNCO1,0.3484174966460032,0.7497715332027322
2043169,[13C].[15C].[16C]=[15N][14C][17C](=[17O])[18O],[16C]=[15N][14C][17C](=[17O])[18O],C=NCC(=O)O,0.1660952709917907,0.8535806829456521
2043197,[13C].[15C].[16C][17C][14C][15N].[17O].[18O],[16C][17C][14C][15N],CCCN,0.2729703536613433,0.856104539222657
2043208,[13C].[15C].[16C][17C]([18O])[14C][15N].[17O],[16C][17C]([18O])[14C][15N],CC(O)CN,0.36268725043490546,0.741434379681464
2043210,[13C].[15C].[16C][17C]1[14C][15N][18O]1.[17O],[16C][17C]1[14C][15N][18O]1,CC1CNO1,0.34585492066534734,0.8291292148127244
2043219,[13C].[15C].[16C][17C]([14C][15N])[17O][18O],[16C][17C]([14C][15N])[17O][18O],CC(CN)OO,0.29711846487193155,0.8204459784214978
2043220,[13C].[15C].[16C][17C]([17O])[14C][15N][18O],[16C][17C]([17O])[14C][15N][18O],CC(O)CNO,0.21546225747126496,0.8514646072816332
2043225,[13C].[15C].[16C][17C]([17O])([18O])[14C][15N],[16C][17C]([17O])([18O])[14C][15N],CC(O)(O)CN,0.5648338155743214,0.9919771771521155
2043226,[13C].[15C].[16C][17C]1([14C][15N])[17O][18O]1,[16C][17C]1([14C][15N])[17O][18O]1,CC1(CN)OO1,0.4434128583019833,0.7544319149726504
2043227,[13C].[15C].[16C][17C]1([17O])[14C][15N][18O]1,[16C][17C]1([17O])[14C][15N][18O]1,CC1(O)CNO1,0.574438408297842,0.8718319676541034
2043229,[13C].[15C].[16C][17C]12[14C][15N]([17O]1)[18O]2,[16C][17C]12[14C][15N]([17O]1)[18O]2,CC12CN(O1)O2,0.5068853720961658,0.9828806295816892
2043230,[13C].[15C].[16C][17C](=[17O])[14C][15N].[18O],[16C][17C](=[17O])[14C][15N],CC(=O)CN,0.2846531073183267,0.7704615227167428
2043231,[13C].[15C].[16C][17C](=[17O])[14C][15N][18O],[16C][17C](=[17O])[14C][15N][18O],CC(=O)CNO,0.1732182178110984,0.8542627687657565
2043232,[13C].[15C].[16C][17C](=[17O])[14C][15N]=[18O],[16C][17C](=[17O])[14C][15N]=[18O],CC(=O)CN=O,0.20260904882241598,0.8683576575979577
2043240,[13C].[15C].[16C][17C]1([18O])[14C][15N]1.[17O],[16C][17C]1([18O])[14C][15N]1,CC1(O)CN1,0.5972069642738066,0.7330785639150283
2043268,[13C].[15C].[15N][14C][17C]1([17O])[16C][18O]1,[15N][14C][17C]1([17O])[16C][18O]1,NCC1(O)CO1,0.4364862181668353,0.7750424420732833
2043270,[13C].[15C].[15N][14C][17C](=[17O])[16C][18O],[15N][14C][17C](=[17O])[16C][18O],NCC(=O)CO,0.1825518281756742,0.8540949520343599
2043271,[13C].[15C].[17O]=[17C]1[14C][15N][18O][16C]1,[17O]=[17C]1[14C][15N][18O][16C]1,O=C1CNOC1,0.3483785562387879,0.730094554268273
2043303,[13C].[15C].[15N][14C][17C]([18O])[16C][17O],[15N][14C][17C]([18O])[16C][17O],NCC(O)CO,0.4726556305600315,0.7549668400659271
2043310,[13C].[15C].[15N][14C][17C]1[16C][17O]1.[18O],[15N][14C][17C]1[16C][17O]1,NCC1CO1,0.35114661625190147,0.8872679528567939
2043314,[13C].[14C]1[15N][18O][17C]12[16C][17O]2.[15C],[14C]1[15N][18O][17C]12[16C][17O]2,C1NOC12CO2,0.3724026595560422,0.9297146231085134
2043387,[13C].[15C].[17O][17C]1[14C][15N][16C]1.[18O],[17O][17C]1[14C][15N][16C]1,OC1CNC1,0.4349754236934893,0.8463503593216561
2043392,[13C].[15C].[17O][17C]1([18O])[14C][15N][16C]1,[17O][17C]1([18O])[14C][15N][16C]1,OC1(O)CNC1,0.557424238639565,0.8826001700110103
2043393,[13C].[14C]1[15N][16C][17C]12[17O][18O]2.[15C],[14C]1[15N][16C][17C]12[17O][18O]2,C1NCC12OO2,0.3673450951352734,0.9308675584665946
2043395,[13C].[15C].[18O][17C]12[14C][15N]([16C]1)[17O]2,[18O][17C]12[14C][15N]([16C]1)[17O]2,OC12CN(C1)O2,0.543051486167949,0.9875113482433014
2043396,[13C].[15C].[17O]=[17C]1[14C][15N][16C]1.[18O],[17O]=[17C]1[14C][15N][16C]1,O=C1CNC1,0.33760585009774474,0.7941591382592494
2043397,[13C].[15C].[17O]=[17C]1[14C][15N]([18O])[16C]1,[17O]=[17C]1[14C][15N]([18O])[16C]1,O=C1CN(O)C1,0.46948187534884805,0.9591595763362929
2043515,[13C].[15C].[16C]=[17C]([17O])[14C][15N].[18O],[16C]=[17C]([17O])[14C][15N],C=C(O)CN,0.39335226645926497,0.7461121402842729
2043791,[13C].[15C][18O][17C](=[17O])[14C][15N][16C],[15C][18O][17C](=[17O])[14C][15N][16C],COC(=O)CNC,0.17885620883958758,0.8972086157001956
2043868,[13C].[15C][18O][17C]([16C])([17O])[14C][15N],[15C][18O][17C]([16C])([17O])[14C][15N],COC(C)(O)CN,0.6283889767434396,0.7538897671897867
2043871,[13C].[15C][18O][15N][14C][17C]([16C])=[17O],[15C][18O][15N][14C][17C]([16C])=[17O],CONCC(C)=O,0.12433920779489278,0.9064220228789881
2043890,[13C].[15C][18O][16C][17C](=[17O])[14C][15N],[15C][18O][16C][17C](=[17O])[14C][15N],COCC(=O)CN,0.1988953526175414,0.8267738336608224
2044404,[13C].[15C][17O][17C]([16C])[14C][15N].[18O],[15C][17O][17C]([16C])[14C][15N],COC(C)CN,0.2994539994645877,0.8251451024882868
2044408,[13C].[15C][17O][17C]1([16C])[14C][15N][18O]1,[15C][17O][17C]1([16C])[14C][15N][18O]1,COC1(C)CNO1,0.47939447983081357,0.8658705482164829
2044431,[13C].[15C][17O][17C]1([14C][15N])[16C][18O]1,[15C][17O][17C]1([14C][15N])[16C][18O]1,COC1(CN)CO1,0.4013324471841588,0.8069117279026049
2044483,[13C].[15C][17O][17C]1([18O])[14C][15N][16C]1,[15C][17O][17C]1([18O])[14C][15N][16C]1,COC1(O)CNC1,0.40504508928003063,0.9344195930725097
2044725,[13C].[16C][17C]1([14C][15N])[17O][15C][18O]1,[16C][17C]1([14C][15N])[17O][15C][18O]1,CC1(CN)OCO1,0.4592410809916483,0.8111297733902519
2045160,[13C].[15C][15N][14C][17C](=[17O])[18O][16C],[15C][15N][14C][17C](=[17O])[18O][16C],CNCC(=O)OC,0.1181364301769279,0.905258388212235
2045245,[13C].[15C][15N]([16C])[14C][17C](=[17O])[18O],[15C][15N]([16C])[14C][17C](=[17O])[18O],CN(C)CC(=O)O,0.29131054503316567,0.8117954712280424
2045291,[13C].[15C][15N][14C][17C]([16C])[17O].[18O],[15C][15N][14C][17C]([16C])[17O],CNCC(C)O,0.451965973998189,0.848932477514257
2045296,[13C].[15C][15N][14C][17C]([16C])([17O])[18O],[15C][15N][14C][17C]([16C])([17O])[18O],CNCC(C)(O)O,0.32540652932943753,0.9794823048173406
2045297,[13C].[15C][15N][14C][17C]1([16C])[17O][18O]1,[15C][15N][14C][17C]1([16C])[17O][18O]1,CNCC1(C)OO1,0.25819735539874855,0.8649849568451005
2045298,[13C].[15C][15N]1[14C][17C]([16C])([17O])[18O]1,[15C][15N]1[14C][17C]([16C])([17O])[18O]1,CN1CC(C)(O)O1,0.38116329676307464,0.9237040177336887
2045300,[13C].[15C][15N][14C][17C]([16C])=[17O].[18O],[15C][15N][14C][17C]([16C])=[17O],CNCC(C)=O,0.25328457748056854,0.8144433291584298
2045301,[13C].[15C][15N]([18O])[14C][17C]([16C])=[17O],[15C][15N]([18O])[14C][17C]([16C])=[17O],CN(O)CC(C)=O,0.3617446374190533,0.9978547983240251
2045322,[13C].[15C][15N][14C][17C](=[17O])[16C][18O],[15C][15N][14C][17C](=[17O])[16C][18O],CNCC(=O)CO,0.22572744875436596,0.8003672487621473
2045349,[13C].[15C][15N][14C][17C]1([18O])[16C][17O]1,[15C][15N][14C][17C]1([18O])[16C][17O]1,CNCC1(O)CO1,0.2754217295201105,0.852240842468873
2045394,[13C].[15C][15N]1[14C][17C]([17O])([18O])[16C]1,[15C][15N]1[14C][17C]([17O])([18O])[16C]1,CN1CC(O)(O)C1,0.4226996970719645,0.8964147199377441
2045396,[13C].[15C][15N]1[14C][17C](=[17O])[16C]1.[18O],[15C][15N]1[14C][17C](=[17O])[16C]1,CN1CC(=O)C1,0.19933418789576587,0.8817408160351082
2045616,[13C].[16C][17C](=[17O])[14C][15N][15C][18O],[16C][17C](=[17O])[14C][15N][15C][18O],CC(=O)CNCO,0.1571358152853201,0.9062600865627736
2045886,[13C].[16C][17C]1([18O])[14C][15N][15C][17O]1,[16C][17C]1([18O])[14C][15N][15C][17O]1,CC1(O)CNCO1,0.5299894196560188,0.9228995402828257
2046293,[13C].[15C]=[15N][14C][17C]([16C])([17O])[18O],[15C]=[15N][14C][17C]([16C])([17O])[18O],C=NCC(C)(O)O,0.3522875476226468,0.9954545752782702
2046295,[13C].[15C]=[15N][14C][17C]([16C])=[17O].[18O],[15C]=[15N][14C][17C]([16C])=[17O],C=NCC(C)=O,0.21888854764996604,0.815751468377643
2046892,[13C].[15C][17C]([16C])([17O])[14C][15N].[18O],[15C][17C]([16C])([17O])[14C][15N],CC(C)(O)CN,0.5834937817042448,0.9706439739434245
2050347,[13C].[15C][16C][18O][17C][14C][15N].[17O],[15C][16C][18O][17C][14C][15N],CCOCCN,0.15674063126004534,0.9089836416171273
2050356,[13C].[15C][16C][18O][17C]1[14C][15N][17O]1,[15C][16C][18O][17C]1[14C][15N][17O]1,CCOC1CNO1,0.22819644706552808,0.8968783961630097
2050358,[13C].[15C][16C][18O][15N][14C][17C]=[17O],[15C][16C][18O][15N][14C][17C]=[17O],CCONCC=O,0.2200687621659794,0.8292020194770141
2050359,[13C].[15C][16C][18O][17C](=[17O])[14C][15N],[15C][16C][18O][17C](=[17O])[14C][15N],CCOC(=O)CN,0.2635685122814083,0.8436178277237995
2050410,[13C].[15C][16C][17O][17C]([18O])[14C][15N],[15C][16C][17O][17C]([18O])[14C][15N],CCOC(O)CN,0.1836247614184997,0.9096221391027344
2050426,[13C].[15C][16C][17O][17C]1([18O])[14C][15N]1,[15C][16C][17O][17C]1([18O])[14C][15N]1,CCOC1(O)CN1,0.261214933727809,0.9007568248401654
2050499,[13C].[15C][16C][15N][14C][17C][17O].[18O],[15C][16C][15N][14C][17C][17O],CCNCCO,0.22138757753726848,0.921880329519987
2050504,[13C].[15C][16C][15N][14C][17C]([17O])[18O],[15C][16C][15N][14C][17C]([17O])[18O],CCNCC(O)O,0.20649815598215773,0.9169681972462196
2050505,[13C].[15C][16C][15N][14C][17C]1[17O][18O]1,[15C][16C][15N][14C][17C]1[17O][18O]1,CCNCC1OO1,0.12756249016506566,0.949242803800252
2050507,[13C].[15C][16C][15N]1[14C][17C]([18O])[17O]1,[15C][16C][15N]1[14C][17C]([18O])[17O]1,CCN1CC(O)O1,0.18041932786163986,0.932982055019872
2050510,[13C].[15C][16C][15N][14C][17C]=[17O].[18O],[15C][16C][15N][14C][17C]=[17O],CCNCC=O,0.3276128840826173,0.9240646095623388
2050511,[13C].[15C][16C][15N]([18O])[14C][17C]=[17O],[15C][16C][15N]([18O])[14C][17C]=[17O],CCN(O)CC=O,0.26180745079028667,0.8551176399843666
2050512,[13C].[15C][16C][15N][14C][17C](=[17O])[18O],[15C][16C][15N][14C][17C](=[17O])[18O],CCNCC(=O)O,0.17671511801093992,0.8955032492618255
2050513,[13C].[15C][16C][15N]1[14C][17C](=[17O])[18O]1,[15C][16C][15N]1[14C][17C](=[17O])[18O]1,CCN1CC(=O)O1,0.2001520770928706,0.9310641548412713
2050522,[13C].[15C][16C][15N]1[14C][17C]1([17O])[18O],[15C][16C][15N]1[14C][17C]1([17O])[18O],CCN1CC1(O)O,0.44531883171864983,0.9776930291686532
2050524,[13C].[15C][16C][15N]1[14C][17C]1=[17O].[18O],[15C][16C][15N]1[14C][17C]1=[17O],CCN1CC1=O,0.2557613827733514,0.8884194896618111
2050630,[13C].[15C][16C][17C][14C][15N].[17O].[18O],[15C][16C][17C][14C][15N],CCCCN,0.1916168991175097,0.9038457410582103
2050633,[13C].[15C][16C][17C][14C][15N][18O].[17O],[15C][16C][17C][14C][15N][18O],CCCCNO,0.16735204595798223,0.9845360739727388
2050642,[13C].[15C][16C][17C]([14C][15N])[18O][17O],[15C][16C][17C]([14C][15N])[18O][17O],CCC(CN)OO,0.3882743252331668,0.691434012563742
2050643,[13C].[15C][16C][17C]1[14C][15N][18O]1.[17O],[15C][16C][17C]1[14C][15N][18O]1,CCC1CNO1,0.29154811337213726,0.9127039875875712
2050651,[13C].[15C][16C][17C]([17O])[14C][15N].[18O],[15C][16C][17C]([17O])[14C][15N],CCC(O)CN,0.5196823998934027,0.7029892965598606
2050653,[13C].[15C][16C][17C]([17O])[14C][15N][18O],[15C][16C][17C]([17O])[14C][15N][18O],CCC(O)CNO,0.14809220658037078,0.9108590153806738
2050654,[13C].[15C][16C][17C]1[14C][15N][18O][17O]1,[15C][16C][17C]1[14C][15N][18O][17O]1,CCC1CNOO1,0.39965328425201124,0.9310492139981873
2050655,[13C].[15C][16C][17C]([17O])[14C][15N]=[18O],[15C][16C][17C]([17O])[14C][15N]=[18O],CCC(O)CN=O,0.20066328142527975,0.9314507794631867
2050657,[13C].[15C][16C][17C]1[14C][15N]([18O])[17O]1,[15C][16C][17C]1[14C][15N]([18O])[17O]1,CCC1CN(O)O1,0.1930861621149724,0.9441613881570339
