,rmat_tag,distance,largest_frag,largest_cleaned,pmi_x,pmi_y
14100,296952,11.0,[13C]C(Cl)=CC(Cl)=C[14C]=[17C]([15N])[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC=C(N)CC=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.4258543081912948,0.7487424043810071
14200,95350,11.0,[13C]C(Cl)=CC(Cl)=C[14C][15N][17O][18O][15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C],CC(Cl)=CC(Cl)=CCNOOCC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC,0.23527606835468762,0.9545926765157442
14300,273490,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15N][15C]3(C=c4c(C5CCCCC5)c(-c5ccccc5)n(CC(=O)N5CCOCC5)c4=C[16C]3[18O])[17C]1[17O]2,CC(Cl)=CC(Cl)=CC12NC3(C=c4c(C5CCCCC5)c(-c5ccccc5)n(CC(=O)N5CCOCC5)c4=CC3O)C1O2,0.24651733188224703,0.8403162095237213
14400,1204232,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15C]2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]2([17O])[17C]1[18O][15N],CC(Cl)=CC(Cl)=CC1=C2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC2(O)C1ON,0.3366806364295583,0.7416893156913983
14500,274962,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1([17O])[15N][17C]1[15c]1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2c[16c]1[18O],CC(Cl)=CC(Cl)=CC1(O)NC1c1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2cc1O,0.23446510155735767,0.831782409823932
14600,1528890,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1[17C](=[18O])[14C]13C=C(Cl)C=C(Cl)[13C]3[15N][15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1C(=O)C13C=C(Cl)C=C(Cl)C3NCC=2)N1CCOCC1,0.3572355037081861,0.7925919150553064
14700,732575,11.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C]=[15N][18O],CC(Cl)=CC(Cl)=CCCC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC=NO,0.3043808824205163,0.7866229239666637
14800,734208,11.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]([17C][17O])[15N][18O]1,CC(Cl)=CC(Cl)=CCC1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC(CO)NO1,0.3953863685716858,0.7343444735216712
14900,1659694,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]13[18O][17C]14[15N][13C]1C(Cl)=CC(Cl)=C[14C]14[15C]3([17O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC13OC14NC1C(Cl)=CC(Cl)=CC14C3(O)C=2)N1CCOCC1,0.39965839513924134,0.7490708511382327
15000,455453,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][17C]2[18O][17O][15C]23C=c2c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c2=C[16C]13,CC(Cl)=CC(Cl)=CC1NC2OOC23C=c2c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c2=CC13,0.37482237259423723,0.7361178668513161
15100,11889,11.0,[15N][17C]12[16C]C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]1([18O])[17O]2,NC12CC=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC1(O)O2,0.4325452022440417,0.6962673747349777
15200,1610928,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1=[15N][13C]3C(Cl)=CC(Cl)=C[14C]3[15C]1([17C][18O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1=NC3C(Cl)=CC(Cl)=CC3C1(CO)C=2)N1CCOCC1,0.44930581379956214,0.7095489331269996
15300,779265,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[17O][17C](=[18O])[15C]1C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C],CC(Cl)=CC(Cl)=CC1OC(=O)C1C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC,0.3772049187799631,0.7650994468663735
15400,46574,11.0,[13C]C(Cl)=CC(Cl)=C[14C][18O][17C]12[16C]C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]1=[15N][17O]2,CC(Cl)=CC(Cl)=CCOC12CC=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC1=NO2,0.35138748027150385,0.7856346286284973
15500,819793,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[18O][17C][15N]1[17O][16C]1C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]12,CC(Cl)=CC(Cl)=CC12OCN1OC1C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC12,0.4266211974017902,0.8539743914657202
15600,837278,11.0,[13C]C(Cl)=CC(Cl)=C[14C]([15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C][17O][17C])=[15N][18O],CC(Cl)=CC(Cl)=CC(CC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CCOC)=NO,0.353141157715065,0.7811427728931588
15700,426886,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[17O][15N]=[17C]([18O])[16C]12C=c1c(c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)=C[15C]2,CC(Cl)=CC(Cl)=CC1ON=C(O)C12C=c1c(c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)=CC2,0.3960461788187564,0.7673022288014024
15800,387656,11.0,[13C]C(Cl)=CC(Cl)=C[14C][16C]1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]([17C](=[17O])[18O])=[15N]1,CC(Cl)=CC(Cl)=CCC1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC(C(=O)O)=N1,0.34506719728408836,0.7380760996052652
15900,53663,11.0,[13C]C(Cl)=CC(Cl)=C[14C][18O][17C]([17O])=[15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1=[15N],CC(Cl)=CC(Cl)=CCOC(O)=C1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1=N,0.23625101837111967,0.828804922705757
16000,805935,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][15C]12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=C[16C]1([18O])[17O][17C]21,CC(Cl)=CC(Cl)=CC1NC12C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=CC1(O)OC21,0.2503111057474676,0.8021783567079135
16100,1628893,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1([17C][18O]1)[15C]1(C=2)[15N]2[17O][14C]13C=C(Cl)C=C(Cl)[13C]23)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1(CO1)C1(C=2)N2OC13C=C(Cl)C=C(Cl)C23)N1CCOCC1,,
16200,419880,11.0,[13C]C(Cl)=CC(Cl)=C[14C]([16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)[17O][17C]1[15N][18O]1,CC(Cl)=CC(Cl)=CC(CC=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)OC1NO1,0.3119994243306477,0.8084745653758447
16300,1618963,11.0,[17C][18O][14C]1([15C]2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]2=[17O])C=C(Cl)C=C(Cl)[13C]1[15N],COC1(C2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC2=O)C=C(Cl)C=C(Cl)C1N,0.3331459928867905,0.7424936225458169
16400,405116,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[18O][17C]2[15N][16C]12C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC1OC2NC12C=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.4790236445044316,0.6996616958743709
16500,808501,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15C]2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]2[17O][15N]1[17C]=[18O],CC(Cl)=CC(Cl)=CC1C2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC2ON1C=O,0.27595964580637045,0.8040916341398964
16600,900507,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15C]C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]=[17C]1[18O][17O][15N]2,CC(Cl)=CC(Cl)=CC12CC=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC=C1OON2,0.42492057775714587,0.7660290196138122
16700,902312,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[17C][16C]([17O])C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]1[15N]2,CC(Cl)=CC(Cl)=CC12CC(O)C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC1N2,0.2671088901064235,0.825606287912289
16800,1638221,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][15N]1[13C]3C(Cl)=CC(Cl)=C[14C]31[15C]([17C]=[18O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCN1C3C(Cl)=CC(Cl)=CC31C(C=O)C=2)N1CCOCC1,0.507885447595625,0.648487851144328
16900,750025,11.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]13[15N][17C]([17O]3)[18O]2,CC(Cl)=CC(Cl)=CCC12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC13NC(O3)O2,0.3705317906833809,0.7654691293122542
17000,907497,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15N][17C]1[18O][16C]1C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]12[17O],CC(Cl)=CC(Cl)=CC12NC1OC1C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC12O,0.2995303827024917,0.8190312583922837
17100,909297,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15N]3[18O][17O][17C]14[15C]21C=c2c(C5CCCCC5)c(-c5ccccc5)n(CC(=O)N5CCOCC5)c2=C[16C]314,CC(Cl)=CC(Cl)=CC12N3OOC14C21C=c2c(C5CCCCC5)c(-c5ccccc5)n(CC(=O)N5CCOCC5)c2=CC314,0.2993191463976786,0.7668630825575284
17200,443231,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[16C](C=c2c(=C[15C])c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)[15N]1[17C]=[18O],CC(Cl)=CC(Cl)=CC1C(C=c2c(=CC)c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)N1C=O,0.2641304555646229,0.9380722444655604
17300,855197,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15C]2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C][17C]1([15N])[17O]2,CC(Cl)=CC(Cl)=CC1C2C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CCC1(N)O2,0.38013896342524317,0.7835663657481923
17400,23731,11.0,[17C][15N]([17O])[15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1,CN(O)C1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1,0.5379121280803032,0.7136573980790234
17500,839323,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15N][16C]2=[17C]([18O])[15C]1C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=C2,CC(Cl)=CC(Cl)=CC1=NC2=C(O)C1C=c1c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c1=C2,0.3171817063786629,0.7607849372292607
17600,1603805,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1[15N][13C]3C(Cl)=CC(Cl)=C[14C]3[15C]([18O])(C=2)[17C]1[17O])N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1NC3C(Cl)=CC(Cl)=CC3C(O)(C=2)C1O)N1CCOCC1,0.4285494831224568,0.7755071858853401
17700,1637875,11.0,[17C][18O][15C]1(C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17O])[15N]2[13C]3C(Cl)=CC(Cl)=C[14C]321,COC1(C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCO)N2C3C(Cl)=CC(Cl)=CC321,0.40038078763010865,0.7476428428898119
17800,1601694,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][17C][18O][15C]1(C=2)[14C]2C=C(Cl)C=C(Cl)[13C]2[15N]1[17O])N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCCOC1(C=2)C2C=C(Cl)C=C(Cl)C2N1O)N1CCOCC1,0.3481623883022909,0.7154837568071091
17900,867219,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1[17C]2[17O][16C]23C=c2c(c(C4CCCCC4)c(-c4ccccc4)n2CC(=O)N2CCOCC2)=C[15C]13[15N][18O],CC(Cl)=CC(Cl)=CC1C2OC23C=c2c(c(C4CCCCC4)c(-c4ccccc4)n2CC(=O)N2CCOCC2)=CC13NO,0.31933552671553544,0.7351243250450805
18000,1475722,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1([17C][17O])[18O][15N]([15C]C=2)[13C]2C(Cl)=CC(Cl)=C[14C]21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1(CO)ON(CC=2)C2C(Cl)=CC(Cl)=CC21)N1CCOCC1,0.4213748846321191,0.6681731634951666
18100,1474418,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1=[17C]([15N][13C]3C(Cl)=CC(Cl)=C[14C]31)[18O][15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1=C(NC3C(Cl)=CC(Cl)=CC31)OCC=2)N1CCOCC1,0.3746478360647087,0.7008008081568664
18200,551480,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1([17C])[16C]2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]2[15N]1[18O],CC(Cl)=CC(Cl)=CC1(C)C2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC2N1O,0.36469075982656773,0.6933707930949645
18300,1367184,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C](=[17O])[17C]1([15N]3[13C]4C(Cl)=CC(Cl)=C[14C]43)[18O][15C]1C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC(=O)C1(N3C4C(Cl)=CC(Cl)=CC43)OC1C=2)N1CCOCC1,0.32345222537123935,0.8125447684292196
18400,210401,11.0,[13C]C(Cl)=CC(Cl)=C[14C]([18O])[17C][16C]1([15N][17O])C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]1,CC(Cl)=CC(Cl)=CC(O)CC1(NO)C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC1,0.3469762143568466,0.7879495312782966
18500,1380814,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c(=C[15C]2[17O][14C]34C=C(Cl)C=C(Cl)[13C]3[15N]24)c1=C[16C]#[17C][18O])N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c(=CC2OC34C=C(Cl)C=C(Cl)C3N24)c1=CC#CO)N1CCOCC1,0.42795946018891756,0.8445655193665177
18600,3072,11.0,[17C][17O][15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C]=[15N],COCC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC=N,0.4057706070965702,0.6792374327173636
18700,1348869,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][17C]([18O])[15C]([15N]1[17O][14C]3C=C(Cl)C=C(Cl)[13C]31)C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC(O)C(N1OC3C=C(Cl)C=C(Cl)C31)C=2)N1CCOCC1,0.2880673444571112,0.8135651194235132
18800,1351503,11.0,[17C][17O][14C]1C=C(Cl)C=C(Cl)[13C]1[15N]1[18O][16C]2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]21,COC1C=C(Cl)C=C(Cl)C1N1OC2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC21,0.31527628275644515,0.742855773121902
18900,1484337,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]13[17C][15N]([13C]4C(Cl)=CC(Cl)=C[14C]41)[15C]3([18O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC13CN(C4C(Cl)=CC(Cl)=CC41)C3(O)C=2)N1CCOCC1,,
19000,1347495,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][17C][17O][14C]1C=C(Cl)C=C(Cl)[13C]1[15N]1[18O][15C]1C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCCOC1C=C(Cl)C=C(Cl)C1N1OC1C=2)N1CCOCC1,0.35331659562252793,0.7260285767605196
19100,1359440,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c[15c]([18O][14C]34C=C(Cl)C=C(Cl)[13C]3[15N][17O]4)[16c]cc21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc(OC34C=C(Cl)C=C(Cl)C3NO4)ccc21)N1CCOCC1,0.3245416672343456,0.7690864030394263
19200,1478736,11.0,[15N][13C]1C(Cl)=CC(Cl)=C[14C]1[16C]1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C](=[17O])[17C]1[18O],NC1C(Cl)=CC(Cl)=CC1C1C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC(=O)C1O,0.4490961604339268,0.721381849226115
19300,1482549,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]([18O])([14C]1C=C(Cl)C=C(Cl)[13C]1[15N]1[17C][17O]1)[15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC(O)(C1C=C(Cl)C=C(Cl)C1N1CO1)CC=2)N1CCOCC1,0.43269163974108726,0.6774852449616893
19400,1354481,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c[15c]3[16c](cc21)[18O][15N]3[13C]1C(Cl)=CC(Cl)=C[14C]1[17O])N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc3c(cc21)ON3C1C(Cl)=CC(Cl)=CC1O)N1CCOCC1,0.33504225837525253,0.7551972878961287
19500,522298,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1([18O][15N])[17C][16C]12C=c1c(c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)=C[15C]2,CC(Cl)=CC(Cl)=CC1(ON)CC12C=c1c(c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)=CC2,0.29397036123683656,0.7707806469095314
19600,1412611,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]([17O])[15C]([15N][13C]1C(Cl)=CC(Cl)=C[14C]13[17C][18O]3)C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC(O)C(NC1C(Cl)=CC(Cl)=CC13CO3)C=2)N1CCOCC1,0.3827987885534081,0.7260247814342169
19700,190721,11.0,[13C]C(Cl)=CC(Cl)=C[14C][17C]12[17O][15N]1[16C]21C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]1[18O],CC(Cl)=CC(Cl)=CCC12ON1C21C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC1O,0.4065411191112164,0.781809318787268
19800,385,11.0,[15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C][15N][17C][18O][17O],CC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CCNCOO,0.5176120698961252,0.5606226731514046
19900,180247,11.0,[13C]C(Cl)=CC(Cl)=C[14C][17C]1[16C]C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]([15N][17O])[18O]1,CC(Cl)=CC(Cl)=CCC1CC=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC(NO)O1,0.24878702539139766,0.8121925894812375
20000,183381,11.0,[13C]C(Cl)=CC(Cl)=C[14C][17C]1([18O][15N])[15C]C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1[17O],CC(Cl)=CC(Cl)=CCC1(ON)CC=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1O,0.3047588439331084,0.7901858990082562
20100,1421518,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]13[17C][14C]4(C=C(Cl)C=C(Cl)[13C]4[15N]1)[17O][15C]3C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC13CC4(C=C(Cl)C=C(Cl)C4N1)OC3C=2)N1CCOCC1,0.39463989114323533,0.6948464345821033
20200,1394319,11.0,[16C]C=c1c(=C[15C][15N]2[13C]3C(Cl)=CC(Cl)=C[14C]3[17C]2[17O])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC=c1c(=CCN2C3C(Cl)=CC(Cl)=CC3C2O)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.29101540148243904,0.7800781665910056
20300,159118,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15N][15C]2(C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C][17C][17O]2)[18O]1,CC(Cl)=CC(Cl)=CC1=NC2(C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CCCO2)O1,0.3614780854389116,0.777384127622146
20400,1382504,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][15C]1(C=2)[18O][17O][14C]23C=C(Cl)C=C(Cl)[13C]2[15N]31)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC1(C=2)OOC23C=C(Cl)C=C(Cl)C2N31)N1CCOCC1,0.3080179824931101,0.7461061575781984
20500,163999,11.0,[13C]C(Cl)=CC(Cl)=C[14C]([17O])=[15N][17C]=[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC(O)=NC=CC=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.27619504047041865,0.8393782489730348
20600,191683,11.0,[13C]C(Cl)=CC(Cl)=C[14C][17C]1[17O][15C]23C=c4c(C5CCCCC5)c(-c5ccccc5)n(CC(=O)N5CCOCC5)c4=C[16C]12[15N][18O]3,CC(Cl)=CC(Cl)=CCC1OC23C=c4c(C5CCCCC5)c(-c5ccccc5)n(CC(=O)N5CCOCC5)c4=CC12NO3,,
20700,536890,11.0,[13C]C(Cl)=CC(Cl)=C[14C]1([17O])[17C][15c]2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3c[16c]21,CC(Cl)=CC(Cl)=CC1(O)Cc2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3cc21,0.30949952004752446,0.7691568963170459
20800,1400646,11.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][15C]([17O][17C]1=[15N][13C]3C(Cl)=CC(Cl)=C[14C]31)C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC(OC1=NC3C(Cl)=CC(Cl)=CC31)C=2)N1CCOCC1,0.44597841668141147,0.7660405809813461
20900,121082,11.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N])[18O][15C]1=[17C][16C]C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C1,CC(Cl)=CC(Cl)=CC(N)OC1=CCC=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C1,0.2318921726699313,0.8616434064382372
21000,463755,11.0,[13C]C(Cl)=CC(Cl)=C[14C]12[18O][17O][15N]1[17C][16C]21C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C]1,CC(Cl)=CC(Cl)=CC12OON1CC21C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CC1,,
