,rmat_tag,distance,largest_frag,largest_cleaned,pmi_x,pmi_y
2400,1423441,8.0,[15N][13C]1C(Cl)=CC(Cl)=C[14C]1([17O])[17C](=[18O])[16c]1cc2c(c[15c]1)c(C1CCCCC1)c(-c1ccccc1)n2CC(=O)N1CCOCC1,NC1C(Cl)=CC(Cl)=CC1(O)C(=O)c1cc2c(cc1)c(C1CCCCC1)c(-c1ccccc1)n2CC(=O)N1CCOCC1,0.32019618099959024,0.8107960491998812
2500,122203,8.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][17C]([16C]2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]2)[17O][18O]1,CC(Cl)=CC(Cl)=CC1NC(C2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC2)OO1,0.26501454450150086,0.782299395370719
2600,1370966,8.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1[15C](C=2)[17C]1([18O][17O])[15N]1[13C]2C(Cl)=CC(Cl)=C[14C]21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1C(C=2)C1(OO)N1C2C(Cl)=CC(Cl)=CC21)N1CCOCC1,0.31505994665588655,0.8614295493743097
2700,257102,8.0,[13C]C(Cl)=CC(Cl)=C[14C]([17C][17O][18O])[15N][15c]1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2c[16c]1,CC(Cl)=CC(Cl)=CC(COO)Nc1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2cc1,0.26582419921598116,0.7821406283126353
2800,1341657,8.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c[15c][16c]([17O][17C]3[15N][13C]4C(Cl)=CC(Cl)=C[14C]4[18O]3)cc21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(OC3NC4C(Cl)=CC(Cl)=CC4O3)cc21)N1CCOCC1,0.2876180650182463,0.7945961949866425
2900,190474,8.0,[13C]C(Cl)=CC(Cl)=C[14C][17C](=[17O])[18O][15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1[15N],CC(Cl)=CC(Cl)=CCC(=O)OC1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1N,0.18105369304570726,0.8907172822622084
3000,1436007,8.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c[15c]([17O][17C][14C]34C=C(Cl)C=C(Cl)[13C]3[15N]4)[16c]([18O])cc21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc(OCC34C=C(Cl)C=C(Cl)C3N4)c(O)cc21)N1CCOCC1,0.27071329854724485,0.7862957071207628
3100,139976,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1([15N])[17O][17C][16C]C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C][18O]1,CC(Cl)=CC(Cl)=CC1(N)OCCC=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CCO1,0.2775896646839598,0.7725303593532841
3200,1364951,9.0,[15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C][17O][17C][15N]1[13C]2C(Cl)=CC(Cl)=C[14C]21,CC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CCOCN1C2C(Cl)=CC(Cl)=CC21,0.2849252147077158,0.8288970072450902
3300,1012953,9.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15N][16C]1C=c1c(c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)=C[15C]2[18O][17C]=[17O],CC(Cl)=CC(Cl)=CC12NC1C=c1c(c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)=CC2OC=O,0.3762935881485044,0.7405437912073791
3400,1564662,9.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]=[14C]1C=C(Cl)C=C(Cl)[13C]1[15N][15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC=C1C=C(Cl)C=C(Cl)C1NCC=2)N1CCOCC1,0.3831068993803234,0.7660824979941272
3500,118779,9.0,[13C]C(Cl)=CC(Cl)=C[14C]([18O])[15N][15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C]=[17C][17O],CC(Cl)=CC(Cl)=CC(O)NCC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC=CO,0.2846830490840972,0.817305213952768
3600,118982,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][15C]([17O])C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17C][18O]1,CC(Cl)=CC(Cl)=CC1NC(O)C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCCO1,0.27564995274423143,0.8118577212385107
3700,115060,9.0,[13C]C(Cl)=CC(Cl)=C[14C][15N]=[17C]([18O][17O])[15c]1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2c[16c]1,CC(Cl)=CC(Cl)=CCN=C(OO)c1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2cc1,0.23569668963974122,0.8138294266340317
3800,243743,9.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N])[17C]1[17O][16C]C=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=C[15C][18O]1,CC(Cl)=CC(Cl)=CC(N)C1OCC=c2c(c(C3CCCCC3)c(-c3ccccc3)n2CC(=O)N2CCOCC2)=CCO1,0.254770535692924,0.8066969778892911
3900,245538,9.0,[13C]C(Cl)=CC(Cl)=C[14C]([17C]=[17O])[15N][15C]([18O])C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C],CC(Cl)=CC(Cl)=CC(C=O)NC(O)C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC,0.25271322440089594,0.794248260673915
4000,243391,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1[17C]2[17O][15N]1[16C]2C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC1C2ON1C2C=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.275014475441378,0.8012169304599718
4100,97973,9.0,[13C]C(Cl)=CC(Cl)=C[14C][15N][15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][18O][17C][17O]1,CC(Cl)=CC(Cl)=CCNC1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCOCO1,0.28367771624839117,0.9020051688098744
4200,1354033,9.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c[15c][16c]([17C][15N][13C]3C(Cl)=CC(Cl)=C[14C]3[17O][18O])cc21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2ccc(CNC3C(Cl)=CC(Cl)=CC3OO)cc21)N1CCOCC1,0.328405708452978,0.7710888026990411
4300,97574,9.0,[13C]C(Cl)=CC(Cl)=C[14C][15N][15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C]#[17C][17O],CC(Cl)=CC(Cl)=CCNCC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC#CO,0.3727481052700141,0.8430819105266611
4400,1511361,9.0,[15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C]([18O])[14C]12C=C(Cl)C=C(Cl)[13C]1[15N]2[17C]=[17O],CC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CC(O)C12C=C(Cl)C=C(Cl)C1N2C=O,0.4249896538850366,0.6920641827671374
4500,268805,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1([15N])[17O][18O][17C]1[16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC1(N)OOC1CC=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.2799203776143277,0.7945547705587271
4600,264493,9.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15N][15C]34C=c5c(C6CCCCC6)c(-c6ccccc6)n(CC(=O)N6CCOCC6)c5=C[16C]3[17C]14[18O]2,CC(Cl)=CC(Cl)=CC12NC34C=c5c(C6CCCCC6)c(-c6ccccc6)n(CC(=O)N6CCOCC6)c5=CC3C14O2,0.26722411226065745,0.7771053539725704
4700,752199,9.0,[13C]C(Cl)=CC(Cl)=C[14C][15C]12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]1[17C]1([17O])[18O][15N]21,CC(Cl)=CC(Cl)=CCC12C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC1C1(O)ON21,0.5510704220310384,0.7960306098891876
4800,447075,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1[15N][18O][17C]2[15C]C=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=C[16C]12,CC(Cl)=CC(Cl)=CC1NOC2CC=c3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3=CC12,0.36893327865070397,0.7639301023654584
4900,162183,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15N][16c]2cc3c(c[15c]2[17C][18O]1)c(C1CCCCC1)c(-c1ccccc1)n3CC(=O)N1CCOCC1,CC(Cl)=CC(Cl)=CC1=Nc2cc3c(cc2CO1)c(C1CCCCC1)c(-c1ccccc1)n3CC(=O)N1CCOCC1,0.27755357331394725,0.7744686347372461
5000,205251,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1[18O][15C]C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17C]1=[17O],CC(Cl)=CC(Cl)=CC1OCC=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCC1=O,0.34639863526859105,0.8259606202033838
5100,801068,9.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N][18O])[15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C][17C][17O]1,CC(Cl)=CC(Cl)=CC(NO)C1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CCCO1,0.3266180237512156,0.855453662590337
5200,200870,9.0,[13C]C(Cl)=CC(Cl)=C[14C][17C]1([17O][18O])[15N][15c]2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3c[16c]21,CC(Cl)=CC(Cl)=CCC1(OO)Nc2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3cc21,0.30334618876203495,0.784531180846651
5300,1414269,9.0,ClC1=C[14C]23[18O][17C]24[17O][15N]4[13C]3C(Cl)=C1,ClC1=CC23OC24ON4C3C(Cl)=C1,0.5133718883764055,0.5962482956069904
5400,4997,9.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]([17C]=[17O])[18O][15N][15C]C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC(C=O)ONCC=2)N1CCOCC1,0.47246094332372124,0.7045860951480695
5500,779,9.0,[15C]C=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=C[16C][17C]1[15N][18O]1,CC=c1c(C2CCCCC2)c(-c2ccccc2)n(CC(=O)N2CCOCC2)c1=CCC1NO1,0.391142612467766,0.709024653158576
5600,544213,9.0,[13C]C(Cl)=CC(Cl)=C[14C]12[17C](=[17O])[16C]1(C=c1c(=C[15C])c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)[15N]2[18O],CC(Cl)=CC(Cl)=CC12C(=O)C1(C=c1c(=CC)c(C3CCCCC3)c(-c3ccccc3)n1CC(=O)N1CCOCC1)N2O,0.31806724053639834,0.7498810188609841
5700,1435059,9.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][15C]1(C=2)[15N]2[13C]3C(Cl)=CC(Cl)=C[14C]32[17C]12[17O][18O]2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC1(C=2)N2C3C(Cl)=CC(Cl)=CC32C12OO2)N1CCOCC1,0.386336423453582,0.7224168243797143
5800,631220,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[16C]2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]2[17C](=[17O])[18O]1,CC(Cl)=CC(Cl)=CC1=C2C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC2C(=O)O1,0.34476714293837846,0.705636666172398
5900,1434260,9.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C]1=[17C]([17O])[14C]34C=C(Cl)C=C(Cl)[13C]3[15N]4[15C]1([18O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CC1=C(O)C34C=C(Cl)C=C(Cl)C3N4C1(O)C=2)N1CCOCC1,0.3963398561791312,0.739659288889431
6000,822101,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1([15c]2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3c[16c]2)[18O][15N]1[17O][17C],CC(Cl)=CC(Cl)=CC1(c2cc3c(C4CCCCC4)c(-c4ccccc4)n(CC(=O)N4CCOCC4)c3cc2)ON1OC,0.41780804938845173,0.7802378293658451
6100,1380855,9.0,[16C]C=c1c(=C[15C][17C]2([18O])[17O][14C]34C=C(Cl)C=C(Cl)[13C]3[15N]42)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,CC=c1c(=CCC2(O)OC34C=C(Cl)C=C(Cl)C3N42)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1,0.3010811996405919,0.7596043447732957
6200,819952,9.0,[13C]C(Cl)=CC(Cl)=C[14C]12[15N][17O][16C]3(C=c4c(c(C5CCCCC5)c(-c5ccccc5)n4CC(=O)N4CCOCC4)=C[15C]13)[17C][18O]2,CC(Cl)=CC(Cl)=CC12NOC3(C=c4c(c(C5CCCCC5)c(-c5ccccc5)n4CC(=O)N4CCOCC4)=CC13)CO2,0.24370976914002213,0.834779899787985
6300,1601451,9.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c(=C[15C]2[15N][13C]3C(Cl)=CC(Cl)=C[14C]32)c1=C[16C]=[17C]([17O])[18O])N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c(=CC2NC3C(Cl)=CC(Cl)=CC32)c1=CC=C(O)O)N1CCOCC1,0.3752174539851012,0.8055119580473454
6400,837513,9.0,[13C]C(Cl)=CC(Cl)=C[14C]1=[15N][16C]2(C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=C[15C]1)[18O][17C]2[17O],CC(Cl)=CC(Cl)=CC1=NC2(C=c3c(c(C4CCCCC4)c(-c4ccccc4)n3CC(=O)N3CCOCC3)=CC1)OC2O,0.4051175983354462,0.7280273381810566
6500,1383587,9.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c[15c]([18O])[16c]([17O][14C]34C=C(Cl)C=C(Cl)[13C]3[15N]4)cc21)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2cc(O)c(OC34C=C(Cl)C=C(Cl)C3N4)cc21)N1CCOCC1,0.33821548643968974,0.7171685539856887
6600,808467,9.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N][17C]=[17O])[15C]1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=C[16C]1=[18O],CC(Cl)=CC(Cl)=CC(NC=O)C1C=c2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2=CC1=O,0.40756931659039564,0.7274641462138289
6700,404721,9.0,[13C]C(Cl)=CC(Cl)=C[14C]([16C]C=c1c(=C[15C])c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)[18O][17C]([15N])=[17O],CC(Cl)=CC(Cl)=CC(CC=c1c(=CC)c(C2CCCCC2)c(-c2ccccc2)n1CC(=O)N1CCOCC1)OC(N)=O,0.3199436068073044,0.7634003126637242
6800,813692,9.0,[13C]C(Cl)=CC(Cl)=C[14C]([15N][17O][18O])[15c]1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2c[16c]1,CC(Cl)=CC(Cl)=CC(NOO)c1cc2c(C3CCCCC3)c(-c3ccccc3)n(CC(=O)N3CCOCC3)c2cc1,0.29070893090633093,0.7672213018277622
6900,1366098,10.0,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=C[16C][17C]([15N]1[13C]3C(Cl)=CC(Cl)=C[14C]31)[17O][15C](=[18O])C=2)N1CCOCC1,O=C(Cn1c(-c2ccccc2)c(C2CCCCC2)c2c1=CCC(N1C3C(Cl)=CC(Cl)=CC31)OC(=O)C=2)N1CCOCC1,0.39494476266886225,0.7793591868494063
