,smiles,min_dist_all,natoms,drugbank_matches
36234,NCC1OOC2=CC21,9.0,8,0
36235,OC1=CC1C1CNO1,9.0,8,0
36236,OC1CNOC2=CC21,9.0,8,0
36237,C1=C2ON3CC(O3)C12,10.0,8,0
36238,NCC1OC12C=C2O,8.0,8,0
36239,C1=C2ONCC3OC123,9.0,8,0
36240,NCC(O)C12C=C1O2,8.0,8,0
36241,C1=C2OC12C1CNO1,9.0,8,0
36242,OC1=CC12NCC2O,9.0,8,0
36243,C1=C2OOC3CNC123,10.0,8,0
36244,OC1=CC12C1CN2O1,10.0,8,0
36245,OC1CN2OC3=CC312,10.0,8,0
36246,OC1CNC2=CC21,9.0,7,0
36247,OOC1CNC2=CC21,10.0,8,0
36248,C1=C2C1C1CN2O1,10.0,7,0
36249,OC1CN(O)C2=CC21,10.0,8,0
36250,C1=C2C1C1CN2OO1,11.0,8,0
36251,C1=C2NCC3OC123,8.0,7,0
36252,ON1CC2OC23C=C13,9.0,8,0
36253,OC1CNC2=CC21O,8.0,8,0
36254,C1=C2NCC3OOC123,9.0,8,0
36255,OC12C=C1N1CC2O1,9.0,8,0
36256,OC1CN2OC13C=C23,9.0,8,0
36257,OC1CN2C3=CC312,10.0,7,0
36258,OOC1CN2C3=CC312,11.0,8,0
36259,NCC(O)C1=C=C1,9.0,7,0
36260,NCC(OO)C1=C=C1,10.0,8,0
36261,C1=CC=1C1CNO1,10.0,7,0
36262,ONCC(O)C1=C=C1,10.0,8,0
36263,C1=CC=1C1CNOO1,11.0,8,0
36264,ON1CC(C2=C=C2)O1,11.0,8,0
36265,O=NCC(O)C1=C=C1,11.0,8,0
36266,NCC1OC2=C(O)C21,9.0,8,0
36267,C1NOC2=C3OC1C23,10.0,8,0
36268,NCC1OC2=C3OC231,9.0,8,0
36269,OC1=C2OC3CNC123,10.0,8,0
36270,C1C2OC3=C4ON1C342,11.0,8,0
36271,C1NC2=C3OC1C23,9.0,7,0
36272,ON1CC2OC3=C1C32,10.0,8,0
36273,OC12C3=C1OC2CN3,9.0,8,0
36274,C1C2OC3=C4N1OC342,10.0,8,0
36275,C1C2OC3=C4N1C342,10.0,7,0
36276,NCC1OC2=C=C21,8.0,7,0
36277,ONCC1OC2=C=C21,9.0,8,0
36278,O=NCC1OC2=C=C21,10.0,8,0
36279,NCC(O)C1C2=C1O2,9.0,8,0
36280,C1NOC1C1C2=C1O2,10.0,8,0
36281,NCC1OC12C1=C2O1,9.0,8,0
36282,OC1CNC12C1=C2O1,10.0,8,0
36283,C1C2ON1C21C2=C1O2,11.0,8,0
36284,OC1=C2NCC(O)C12,9.0,8,0
36285,C1NC2=C3OOC1C23,10.0,8,0
36286,OC1=C2C1C1CN2O1,10.0,8,0
36287,OC1Cn2oc3c2C31,10.0,8,0
36288,OC1=C2NCC3OC123,9.0,8,0
36289,C1C2OC23c2on1c23,10.0,8,0
36290,OC1CNC2=C3OC231,9.0,8,0
36291,C1C2ON1C1=C3OC312,10.0,8,0
36292,OC1=C2N3CC(O)C123,10.0,8,0
36293,C1C2OOC3=C4N1C342,11.0,8,0
36294,NCC(O)C1=C=C1O,8.0,8,0
36295,NCC1OOC2=C=C21,9.0,8,0
36296,OC1=C=C1C1CNO1,9.0,8,0
36297,OC1CNOC2=C=C21,9.0,8,0
36298,C1=C2ON3CC(O3)C=12,10.0,8,0
36299,OC1CN2C3=C2C31,10.0,7,0
36300,OOC1CN2C3=C2C31,11.0,8,0
36301,C1C2OC23C2=C3N12,9.0,7,0
36302,OC1CN2C3=C2C31O,9.0,8,0
36303,C1C2OOC23C2=C3N12,10.0,8,0
36304,OC1CNC2=C=C21,10.0,7,0
36305,OOC1CNC2=C=C21,11.0,8,0
36306,C1=C2C=1N1CC2O1,11.0,7,0
36307,OC1CN(O)C2=C=C21,11.0,8,0
36308,C1=C2C=1N1CC2OO1,12.0,8,0
36309,C#COC(C)CN,9.0,7,0
36310,C#COC(C)CNO,10.0,8,0
36311,C#COC(C)CN=O,11.0,8,0
36312,C#COC(CN)CO,9.0,8,0
36313,C#COC1CNOC1,10.0,8,0
36314,C#COC(C=O)CN,8.0,8,0
36315,C#COC1CNC1,10.0,7,0
36316,C#COC1CN(O)C1,11.0,8,0
36317,C#COC1CNC1O,10.0,8,0
36318,C#COC1CN2OC12,11.0,8,0
36319,C#COC1CNC1=O,9.0,8,0
36320,C#COC1C=NC1,11.0,7,0
36321,C#COC1CN=C1O,11.0,8,0
36322,C#COOC(C)CN,10.0,8,0
36323,C#CONCC(C)O,10.0,8,0
36324,C#CON1CC(C)O1,11.0,8,0
36325,C#CONCC1CO1,10.0,8,0
36326,C#COCC(O)CN,9.0,8,0
36327,C#COCC1CNO1,10.0,8,0
36328,C#COC1OC1CN,8.0,8,0
36329,C#COOC1CNC1,11.0,8,0
36330,C#CON1CC(O)C1,11.0,8,0
36331,C#CON1CC2OC21,11.0,8,0
36332,C#COC1NCC1O,10.0,8,0
36333,C#COC1C2CN1O2,11.0,8,0
36334,C#COC12NCC1O2,9.0,8,0
36335,C#COOC1C=NC1,12.0,8,0
36336,C#COC1=NCC1O,11.0,8,0
36337,C#CNCC(C)O,10.0,7,0
36338,C#CNCC(C)OO,11.0,8,0
36339,C#CN1CC(C)O1,11.0,7,0
36340,C#CN(O)CC(C)O,11.0,8,0
36341,C#CN1CC(C)OO1,12.0,8,0
36342,C#CNCC1CO1,9.0,7,0
36343,C#CN(O)CC1CO1,10.0,8,0
36344,C#CNCC(O)CO,9.0,8,0
36345,C#CNCC1COO1,10.0,8,0
36346,C#CN1CC(CO)O1,10.0,8,0
36347,C#CN1CC(O)CO1,10.0,8,0
36348,C#CNCC1OC1O,8.0,8,0
36349,C#CN1CC2OC2O1,9.0,8,0
36350,C#CNCC(O)C=O,8.0,8,0
36351,C#CN1CC(C=O)O1,9.0,8,0
36352,C#CNCC1OC1=O,7.0,8,0
36353,C#CN1CC(O)C1,11.0,7,0
36354,C#CN1CC(OO)C1,12.0,8,0
36355,C#CN1CC2OC21,10.0,7,0
36356,C#CN1CC(O)C1O,10.0,8,0
36357,C#CN1CC2OOC21,11.0,8,0
36358,C#CN1CC2OC21O,9.0,8,0
36359,C#CN1CC(O)C1=O,9.0,8,0
36360,C#CCC(O)CN,8.0,7,1
36361,C#CCC(CN)OO,9.0,8,0
36362,C#CCC1CNO1,9.0,7,0
36363,C#CCC(O)CNO,9.0,8,0
36364,C#CCC1CNOO1,10.0,8,0
36365,C#CCC1CN(O)O1,10.0,8,0
36366,C#CCC(O)CN=O,10.0,8,0
36367,C#CC1OC1CN,7.0,7,0
36368,C#CC1OC1CNO,8.0,8,0
36369,C#CC1OC1CN=O,9.0,8,0
36370,C#CC(O)C(O)CN,7.0,8,1
36371,C#CC1OOC1CN,8.0,8,0
36372,C#CC(O)C1CNO1,8.0,8,0
36373,C#CC1ONCC1O,8.0,8,0
36374,C#CC1ON2CC1O2,9.0,8,0
36375,C#CC1(O)OC1CN,6.0,8,0
36376,C#CC12ONCC1O2,7.0,8,0
36377,C#CC(=O)C(O)CN,6.0,8,0
36378,C#CC(=O)C1CNO1,7.0,8,0
36379,C#CC1NCC1O,9.0,7,0
36380,C#CC1NCC1OO,10.0,8,0
36381,C#CC1C2CN1O2,10.0,7,0
36382,C#CC1C(O)CN1O,10.0,8,0
36383,C#CC1C2CN1OO2,11.0,8,0
36384,C#CC12NCC1O2,8.0,7,0
36385,C#CC12OC1CN2O,9.0,8,0
36386,C#CC1(O)NCC1O,8.0,8,0
36387,C#CC12NCC1OO2,9.0,8,0
36388,C#CC1(O)C2CN1O2,9.0,8,0
36389,C#CC12ON1CC2O,9.0,8,0
36390,C#CC1=NCC1O,10.0,7,0
36391,C#CC1=NCC1OO,11.0,8,0
36392,CC(CN)OC#CO,10.0,8,0
36393,CC1CNOC#CO1,11.0,8,0
36394,NCC1COC#CO1,10.0,8,0
36395,OC#COC1CNC1,11.0,8,0
36396,C1#CON2CC(C2)O1,12.0,8,0
36397,C1#COC2NCC2O1,11.0,8,0
36398,OC#COC1C=NC1,12.0,8,0
36399,C1#COC2CN=C2O1,12.0,8,0
36400,CC1CNC#CO1,10.0,7,0
36401,CC1CN(O)C#CO1,11.0,8,0
36402,OCC1CNC#CO1,10.0,8,0
36403,C1#CN2CC(CO2)O1,11.0,8,0
36404,O=CC1CNC#CO1,9.0,8,0
36405,C1#CN2CC(C2)O1,11.0,7,0
36406,OC1C2CN1C#CO2,11.0,8,0
36407,O=C1C2CN1C#CO2,10.0,8,0
36408,NCC1CC#CO1,8.0,7,0
36409,ONCC1CC#CO1,9.0,8,0
36410,O=NCC1CC#CO1,10.0,8,0
36411,NCC1OC#CC1O,8.0,8,0
36412,C1#CC2ONCC2O1,9.0,8,0
36413,NCC1OC#CC1=O,7.0,8,0
36414,C1#CC2NCC2O1,9.0,7,0
36415,ON1CC2OC#CC21,10.0,8,0
36416,OC12C#COC1CN2,9.0,8,0
36417,C1#CC23ON2CC3O1,10.0,8,0
36418,C1#CC2=NCC2O1,10.0,7,0
36419,CC(O)CNC#CO,10.0,8,0
36420,CC1CNC#COO1,11.0,8,0
36421,CC1CN(C#CO)O1,11.0,8,0
36422,CC(O)Cn1c#co1,11.0,8,0
36423,OC#CNCC1CO1,10.0,8,0
36424,c1on(CC2CO2)c#1,11.0,8,0
36425,OC1CNC#COC1,10.0,8,0
36426,C1#CN2CC(CO1)O2,11.0,8,0
36427,C1#COC2OC2CN1,9.0,8,0
36428,OC#CN1CC(O)C1,11.0,8,0
36429,C1#CN2CC(C2)OO1,12.0,8,0
36430,OC#CN1CC2OC21,11.0,8,0
36431,OC1CN2C#COC12,11.0,8,0
36432,C1#CN2CC3OC32O1,10.0,8,0
36433,NCC(O)CC#CO,8.0,8,0
36434,NCC1CC#COO1,9.0,8,0
36435,OC#CCC1CNO1,9.0,8,0
36436,OC1CC#CONC1,9.0,8,0
36437,C1#CON2CC(C1)O2,10.0,8,0
36438,NCC1OC1C#CO,8.0,8,0
36439,C1#CC2OC2CNO1,9.0,8,0
36440,NCC(O)C1C#CO1,8.0,8,0
36441,C1#CC(C2CNO2)O1,9.0,8,0
36442,NCC1OC12C#CO2,7.0,8,0
36443,OC#CC1NCC1O,9.0,8,0
36444,C1#CC2NCC2OO1,10.0,8,0
36445,OC#CC1C2CN1O2,10.0,8,0
36446,OC1CN2OC#CC12,10.0,8,0
36447,OC#CC12NCC1O2,9.0,8,0
36448,C1#CC23OC2CN3O1,10.0,8,0
36449,OC1CNC12C#CO2,9.0,8,0
36450,C1#CC2(O1)C1CN2O1,10.0,8,0
36451,OC#CC1=NCC1O,10.0,8,0
36452,C1#CC2=NCC2OO1,11.0,8,0
36453,CC(O)CN1C#C1,11.0,7,0
36454,CC(CN1C#C1)OO,12.0,8,0
36455,C1#CN1CC1CO1,10.0,7,0
36456,OCC(O)CN1C#C1,10.0,8,0
36457,C1#CN1CC1COO1,11.0,8,0
36458,OC1OC1CN1C#C1,9.0,8,0
36459,O=CC(O)CN1C#C1,9.0,8,0
36460,O=C1OC1CN1C#C1,8.0,8,0
36461,OC1CC#CNC1,9.0,7,0
36462,OOC1CC#CNC1,10.0,8,0
36463,C1#CN2CC(C1)O2,10.0,7,0
36464,OC1CC#CN(O)C1,10.0,8,0
36465,C1#CN2CC(C1)OO2,11.0,8,0
36466,C1#CC2OC2CN1,8.0,7,0
36467,ON1C#CC2OC2C1,9.0,8,0
36468,OC1C#CNCC1O,8.0,8,0
36469,C1#CC2OOC2CN1,9.0,8,0
36470,OC1C#CN2CC1O2,9.0,8,0
36471,OC1CN2C#CC1O2,9.0,8,0
36472,OC12C#CNCC1O2,7.0,8,0
36473,C1#CC23OC2CN1O3,8.0,8,0
36474,O=C1C#CNCC1O,7.0,8,0
36475,O=C1C#CN2CC1O2,8.0,8,0
36476,OC1CN2C#CC12,10.0,7,0
36477,OOC1CN2C#CC12,11.0,8,0
36478,C1#CC23OC2CN13,9.0,7,0
36479,OC1CN2C#CC12O,9.0,8,0
36480,C1#CC23OOC2CN13,10.0,8,0
36481,NCC(O)C1C#C1,9.0,7,0
36482,NCC(OO)C1C#C1,10.0,8,0
36483,C1#CC1C1CNO1,10.0,7,0
36484,ONCC(O)C1C#C1,10.0,8,0
36485,C1#CC1C1CNOO1,11.0,8,0
36486,ON1CC(C2C#C2)O1,11.0,8,0
36487,O=NCC(O)C1C#C1,11.0,8,0
36488,NCC1OC12C#C2,8.0,7,0
36489,ONCC1OC12C#C2,9.0,8,0
36490,O=NCC1OC12C#C2,10.0,8,0
36491,NCC(O)C1(O)C#C1,8.0,8,0
36492,NCC1OOC12C#C2,9.0,8,0
36493,OC1(C2CNO2)C#C1,9.0,8,0
36494,OC1CNOC12C#C2,9.0,8,0
36495,C1#CC12ON1CC2O1,10.0,8,0
36496,OC1CNC12C#C2,10.0,7,0
36497,OOC1CNC12C#C2,11.0,8,0
36498,C1#CC12C1CN2O1,11.0,7,0
36499,OC1CN(O)C12C#C2,11.0,8,0
36500,C1#CC12C1CN2OO1,12.0,8,0
36501,CON(C)CC(C)=O,11.0,8,0
36502,CNCC(=O)COC,11.0,8,13
36503,COC1C(=O)CN1C,12.0,8,0
36504,COCNCC(C)=O,11.0,8,9
36505,COCN1CC(=O)C1,12.0,8,0
36506,C=NCC(=O)COC,12.0,8,1
36507,COC=NCC(C)=O,12.0,8,2
36508,CCC(=O)CNOC,9.0,8,0
36509,COC(C)C(=O)CN,9.0,8,13
36510,CON1CC(=O)C1C,10.0,8,0
36511,COC1(C)NCC1=O,10.0,8,0
36512,COCCC(=O)CN,9.0,8,2
36513,COCC1NCC1=O,10.0,8,0
36514,COCC1=NCC1=O,11.0,8,0
36515,COC12CN1CC2=O,7.0,8,0
36516,COC1CC(=O)CN1,10.0,8,0
36517,COC1C2C(=O)CN12,11.0,8,0
36518,COC1C=NCC1=O,11.0,8,0
36519,COC1=NCC(=O)C1,11.0,8,0
36520,C=CC(=O)CNOC,9.0,8,0
36521,C=C(OC)C(=O)CN,9.0,8,0
36522,C=C1C(=O)CN1OC,10.0,8,0
36523,COC=CC(=O)CN,9.0,8,1
36524,COC=C1NCC1=O,10.0,8,0
36525,CON1C=CC(=O)C1,10.0,8,0
36526,COC1=CNCC1=O,10.0,8,0
36527,COC1=CC(=O)CN1,10.0,8,0
36528,COC1=C2C(=O)CN12,11.0,8,0
36529,COC1=C=NCC1=O,11.0,8,0
36530,C#CC(=O)CNOC,10.0,8,0
36531,COC#CC(=O)CN,10.0,8,0
36532,CON1C#CC(=O)C1,11.0,8,0
36533,CC(=O)CN(C)C,12.0,7,49
36534,CN(C)CC(=O)CO,11.0,8,9
36535,CN(C)CC(=O)C=O,10.0,8,0
36536,CC(=O)CN(C)CO,11.0,8,5
36537,CN1COCC(=O)C1,12.0,8,0
36538,CC(=O)CN(C)C=O,10.0,8,5
36539,CCC(=O)CNC,10.0,7,58
36540,CCC(=O)CN(C)O,11.0,8,0
36541,CNCC(=O)C(C)O,9.0,8,12
36542,CC1ON(C)CC1=O,10.0,8,0
36543,CNCC(=O)C(C)=O,8.0,8,0
36544,CC1C(=O)CN1C,11.0,7,0
36545,CN1CC(=O)C1(C)O,10.0,8,0
36546,CNCC(=O)CCO,9.0,8,8
36547,CN1CC(=O)CCO1,10.0,8,0
36548,CNCC(=O)C1CO1,10.0,8,3
36549,CN1CC(=O)C1CO,10.0,8,0
36550,CN1CC(=O)C12CO2,11.0,8,0
36551,CNCC(=O)CC=O,8.0,8,3
36552,CN1CC(=O)C1C=O,9.0,8,0
36553,CN1CC(=O)C(=O)C1,9.0,8,0
36554,CN1CC(=O)CC1O,10.0,8,0
36555,CN1CC(=O)C2OC21,11.0,8,0
36556,CN1CC(=O)CC1=O,9.0,8,1
36557,C=CC(=O)CNC,10.0,7,12
36558,C=CC(=O)CN(C)O,11.0,8,0
36559,C=C(O)C(=O)CNC,10.0,8,0
36560,C=C1ON(C)CC1=O,11.0,8,0
36561,C=C1C(=O)CN1C,11.0,7,0
36562,CNCC(=O)C=CO,10.0,8,3
36563,CN1CC(=O)C=CO1,11.0,8,0
36564,CNCC(=O)C1=CO1,11.0,8,0
36565,CN1CC(=O)C1=CO,11.0,8,0
36566,CNCC(=O)C=C=O,9.0,8,0
36567,CN1CC(=O)C1=C=O,10.0,8,0
36568,CN1C=CC(=O)C1,11.0,7,1
36569,CN1C=C(O)C(=O)C1,11.0,8,0
36570,CN1CC(=O)C=C1O,11.0,8,1
36571,CN1CC(=O)C2=C1O2,12.0,8,0
36572,C#CC(=O)CNC,11.0,7,0
36573,C#CC(=O)CN(C)O,12.0,8,0
36574,CNCC(=O)C#CO,11.0,8,0
36575,CN1CC(=O)C#CO1,12.0,8,0
36576,CN1C#CC(=O)C1,12.0,7,0
36577,CC(=O)CN1COC1,12.0,8,0
36578,CCC(=O)CNCO,9.0,8,6
36579,CCC(=O)CN1CO1,10.0,8,0
36580,CC1OCNCC1=O,10.0,8,0
36581,CC1C(=O)CN1CO,10.0,8,0
36582,CC12OCN1CC2=O,11.0,8,0
36583,O=C1CCOCNC1,10.0,8,0
36584,O=C1CN2COCC12,11.0,8,0
36585,O=C1CC2OCN2C1,11.0,8,0
36586,C=CC(=O)CNCO,9.0,8,4
36587,C=CC(=O)CN1CO1,10.0,8,0
36588,C=C1OCNCC1=O,10.0,8,0
36589,C=C1C(=O)CN1CO,10.0,8,0
36590,O=C1C=COCNC1,10.0,8,0
36591,O=C1CN2COC=C12,11.0,8,0
36592,O=C1C=CN(CO)C1,10.0,8,0
36593,O=C1CN2C=C1OC2,11.0,8,0
36594,O=C1C=C2OCN2C1,11.0,8,0
36595,C#CC(=O)CNCO,10.0,8,0
36596,C#CC(=O)CN1CO1,11.0,8,0
36597,O=C1C#COCNC1,11.0,8,0
36598,O=C1C#CN(CO)C1,11.0,8,0
36599,CCC(=O)CNC=O,8.0,8,18
36600,CC1C(=O)CN1C=O,9.0,8,0
36601,C=CC(=O)CNC=O,8.0,8,4
36602,C=C1C(=O)CN1C=O,9.0,8,0
36603,O=CN1C=CC(=O)C1,9.0,8,0
36604,C#CC(=O)CNC=O,9.0,8,0
36605,O=CN1C#CC(=O)C1,10.0,8,0
36606,C=NCC(=O)CC,11.0,7,2
36607,C=NCC(=O)C(C)O,10.0,8,0
36608,C=NCC(=O)C(C)=O,9.0,8,0
36609,C=NCC(=O)CCO,10.0,8,0
36610,C=NCC(=O)C1CO1,11.0,8,0
36611,C=NCC(=O)CC=O,9.0,8,0
36612,C=CC(=O)CN=C,11.0,7,1
36613,C=NCC(=O)C(=C)O,11.0,8,0
36614,C=NCC(=O)C=CO,11.0,8,0
36615,C=NCC(=O)C1=CO1,12.0,8,0
36616,C=NCC(=O)C=C=O,10.0,8,0
36617,C#CC(=O)CN=C,12.0,7,0
36618,C=NCC(=O)C#CO,12.0,8,0
36619,CCC(=O)CN=CO,10.0,8,1
36620,CC1OC=NCC1=O,11.0,8,0
36621,O=C1CCOC=NC1,11.0,8,0
36622,C=CC(=O)CN=CO,10.0,8,1
36623,C=C1OC=NCC1=O,11.0,8,0
36624,O=C1C=COC=NC1,11.0,8,0
36625,C#CC(=O)CN=CO,11.0,8,0
36626,O=C1C#COC=NC1,12.0,8,0
36627,CCC(=O)CN=C=O,9.0,8,0
36628,C=CC(=O)CN=C=O,9.0,8,0
36629,C#CC(=O)CN=C=O,10.0,8,0
36630,CC(C)C(=O)CN,8.0,7,18
36631,CC(C)C(=O)CNO,9.0,8,0
36632,CC(C)C(=O)CN=O,10.0,8,0
36633,CC(C)(O)C(=O)CN,9.0,8,3
36634,CC1(C)ONCC1=O,10.0,8,0
36635,CC1(C)NCC1=O,9.0,7,0
36636,CC1(C)C(=O)CN1O,10.0,8,0
36637,CC(CO)C(=O)CN,7.0,8,5
36638,CC1CONCC1=O,8.0,8,0
36639,CC1(C(=O)CN)CO1,8.0,8,3
36640,CC1(CO)NCC1=O,8.0,8,0
36641,CC12CON1CC2=O,9.0,8,0
36642,CC(C=O)C(=O)CN,6.0,8,0
36643,CC1(C=O)NCC1=O,7.0,8,0
36644,CC1CNCC1=O,7.0,7,2
36645,CC1CN(O)CC1=O,8.0,8,0
36646,CC1(O)CNCC1=O,8.0,8,0
36647,CC12CN(CC1=O)O2,9.0,8,0
36648,CC12CN1CC2=O,6.0,7,0
36649,CC1C(=O)CNC1O,8.0,8,0
36650,CC1C(=O)CN2OC12,9.0,8,0
36651,CC12OC1NCC2=O,9.0,8,0
36652,CC12C(=O)CN1C2O,9.0,8,0
36653,CC1C(=O)CNC1=O,7.0,8,0
36654,CC12C(=O)CN1C2=O,8.0,8,0
36655,CC1C=NCC1=O,10.0,7,0
36656,CC1(O)C=NCC1=O,11.0,8,0
36657,CC1C(=O)CN=C1O,9.0,8,0
36658,CC12OC1=NCC2=O,10.0,8,0
36659,C=C(C)C(=O)CN,8.0,7,13
36660,C=C(C)C(=O)CNO,9.0,8,0
36661,C=C(C)C(=O)CN=O,10.0,8,0
36662,CC(=CO)C(=O)CN,8.0,8,3
36663,CC1=CONCC1=O,9.0,8,0
36664,CC(=C=O)C(=O)CN,7.0,8,0
36665,CC1=CNCC1=O,9.0,7,3
36666,CC1=CN(O)CC1=O,10.0,8,0
36667,CC1=C(O)NCC1=O,9.0,8,1
36668,CC1=C2ON2CC1=O,10.0,8,0
36669,CC1=C=NCC1=O,10.0,7,0
36670,NCC(=O)C1COC1,8.0,8,0
36671,O=C1CNC12COC2,9.0,8,0
36672,O=C1CNCC1CO,8.0,8,0
36673,O=C1CN2CC1CO2,9.0,8,0
36674,O=C1CNCC12CO2,9.0,8,0
36675,O=C1CN2CC12CO,7.0,8,0
36676,O=C1CNC2OCC12,9.0,8,0
36677,O=C1CN2C3OCC132,10.0,8,0
36678,O=C1CN=CC1CO,9.0,8,0
36679,O=C1CN=CC12CO2,10.0,8,0
36680,O=C1CN=C2OCC12,10.0,8,0
36681,C=C(CO)C(=O)CN,7.0,8,2
36682,C=C1CONCC1=O,8.0,8,0
36683,NCC(=O)C1=COC1,8.0,8,0
36684,O=C1CNC=C1CO,8.0,8,0
36685,O=C1CN2C=C1CO2,9.0,8,0
36686,O=C1CNC2=C1CO2,9.0,8,0
36687,O=C1CN=C=C1CO,9.0,8,0
36688,O=CC1CNCC1=O,7.0,8,0
36689,O=CC12CN1CC2=O,8.0,8,0
36690,O=CC1C=NCC1=O,8.0,8,0
36691,C=C(C=O)C(=O)CN,6.0,8,2
36692,O=CC1=CNCC1=O,7.0,8,1
36693,O=CC1=C=NCC1=O,8.0,8,0
36694,O=C1CN2CC1C2,8.0,7,0
36695,O=C1CN2CC1(O)C2,9.0,8,0
36696,O=C1CN2CC1C2O,9.0,8,0
36697,O=C1CN2CC13OC23,10.0,8,0
36698,O=C1CN2CC1C2=O,8.0,8,0
36699,C=C1CNCC1=O,8.0,7,1
36700,C=C1CN(O)CC1=O,9.0,8,0
36701,O=C1CNCC1=CO,9.0,8,1
36702,O=C1CN2CC1=CO2,10.0,8,0
36703,O=C=C1CNCC1=O,8.0,8,0
36704,O=C1CN2C=C1C2,9.0,7,0
36705,O=C1CN2CC1=C2O,10.0,8,0
36706,O=C1CN2C3OC2C13,10.0,8,0
36707,C=C1C(=O)CNC1O,8.0,8,0
36708,C=C1C(=O)CN2OC12,9.0,8,0
36709,O=C1CNC2OC=C12,9.0,8,0
36710,O=C1CN2C=C1C2O,9.0,8,0
36711,O=C1CN2C3=C1C2O3,10.0,8,0
36712,C=C1C(=O)CNC1=O,7.0,8,1
36713,O=C1CN2C=C1C2=O,8.0,8,0
36714,C=C1C=NCC1=O,10.0,7,0
36715,O=C1CN=CC1=CO,10.0,8,0
36716,O=C=C1C=NCC1=O,9.0,8,0
36717,C=C1C(=O)CN=C1O,9.0,8,0
36718,O=C1CN=C2OC=C12,10.0,8,0
36719,CCONCC(C)=O,9.0,8,0
36720,CCOCC(=O)CN,9.0,8,11
36721,CCON1CC(=O)C1,10.0,8,0
36722,CCOC1NCC1=O,10.0,8,0
36723,CCOC1=NCC1=O,11.0,8,0
36724,CC(=O)CNC(C)O,9.0,8,4
36725,CC(=O)CN1OC1C,10.0,8,0
36726,CC1NCC(=O)CO1,10.0,8,0
36727,CC(O)N1CC(=O)C1,10.0,8,0
36728,CC1OC2C(=O)CN12,11.0,8,0
36729,CC(=O)CNC(C)=O,8.0,8,45
36730,CC(=O)N1CC(=O)C1,9.0,8,0
36731,CC=NCC(C)=O,11.0,7,3
36732,CC=NCC(=O)CO,10.0,8,1
36733,CC=NCC(=O)C=O,9.0,8,0
36734,CC(=O)CN=C(C)O,10.0,8,2
36735,CC1=NCC(=O)CO1,11.0,8,0
36736,CCCC(=O)CN,8.0,7,55
36737,CCCC(=O)CNO,9.0,8,0
36738,CCCC(=O)CN=O,10.0,8,0
36739,CCC(O)C(=O)CN,7.0,8,9
36740,CCC1ONCC1=O,8.0,8,0
36741,CCC(=O)C(=O)CN,6.0,8,0
36742,CCC1NCC1=O,9.0,7,0
36743,CCC1C(=O)CN1O,10.0,8,0
36744,CCC1(O)NCC1=O,8.0,8,0
36745,CCC12ON1CC2=O,9.0,8,0
36746,CCC1=NCC1=O,10.0,7,0
36747,CC(O)CC(=O)CN,9.0,8,1
36748,CC1CC(=O)CNO1,10.0,8,0
36749,CC1OC1C(=O)CN,8.0,8,0
36750,CC(O)C1NCC1=O,10.0,8,0
36751,CC1ON2CC(=O)C12,11.0,8,0
36752,CC1OC12NCC2=O,9.0,8,0
36753,CC(O)C1=NCC1=O,11.0,8,0
36754,CC(=O)CC(=O)CN,8.0,8,1
36755,CC(=O)C1NCC1=O,9.0,8,0
36756,CC(=O)C1=NCC1=O,10.0,8,0
36757,CC1CC(=O)CN1,9.0,7,0
36758,CC1CC(=O)CN1O,10.0,8,0
36759,CC1NCC(=O)C1O,8.0,8,0
36760,CC1C2ON1CC2=O,9.0,8,0
36761,CC1NCC(=O)C1=O,7.0,8,0
36762,CC1C2C(=O)CN12,10.0,7,0
36763,CC1N2CC(=O)C12O,9.0,8,0
36764,CC1(O)CC(=O)CN1,10.0,8,0
36765,CC12CC(=O)CN1O2,11.0,8,0
36766,CC12NCC(=O)C1O2,9.0,8,0
36767,CC1(O)C2C(=O)CN21,11.0,8,0
36768,CC12OC13C(=O)CN23,10.0,8,0
36769,CC1=NCC(=O)C1,10.0,7,0
36770,CC1=NCC(=O)C1O,9.0,8,0
36771,CC1=NCC(=O)C1=O,8.0,8,0
36772,CC=CC(=O)CN,8.0,7,11
36773,CC=CC(=O)CNO,9.0,8,0
36774,CC=CC(=O)CN=O,10.0,8,0
36775,CC=C(O)C(=O)CN,8.0,8,0
36776,CC=C1ONCC1=O,9.0,8,0
36777,CC=C1NCC1=O,9.0,7,0
36778,CC=C1C(=O)CN1O,10.0,8,0
36779,CC(O)=CC(=O)CN,9.0,8,2
36780,CC1=CC(=O)CNO1,10.0,8,0
36781,CC1=C(C(=O)CN)O1,9.0,8,0
36782,CC(O)=C1NCC1=O,10.0,8,0
36783,Cc1on2c1C(=O)C2,11.0,8,0
36784,CC1=CC(=O)CN1,9.0,7,0
36785,CC1=CC(=O)CN1O,10.0,8,0
36786,CC1=C(O)C(=O)CN1,9.0,8,0
36787,Cc1c2on1CC2=O,10.0,8,0
36788,CC1=C2C(=O)CN12,10.0,7,0
36789,CC#CC(=O)CN,9.0,7,0
36790,CC#CC(=O)CNO,10.0,8,0
36791,CC#CC(=O)CN=O,11.0,8,0
36792,CC(=O)CNC1CO1,10.0,8,0
36793,O=C1CN(C2CO2)C1,11.0,8,0
36794,CC(=O)CN=CCO,10.0,8,0
36795,O=C1CN=CCOC1,11.0,8,0
36796,CC(=O)CN=C1CO1,11.0,8,0
36797,NCC(=O)CCCO,7.0,8,12
