,smiles,min_dist_all,natoms,drugbank_matches
48771,ONCC1C=CC1,8.0,7,0
48772,OONCC1C=CC1,9.0,8,0
48773,O=NCC1C=CC1,9.0,7,0
48774,ON(O)CC1C=CC1,9.0,8,0
48775,C1=CC(Cn2oo2)C1,10.0,8,0
48776,NCC1CC=C1O,7.0,7,0
48777,NCC1CC=C1OO,8.0,8,0
48778,C1=C2ONCC2C1,8.0,7,0
48779,ONCC1CC=C1O,8.0,8,0
48780,C1=C2OONCC2C1,9.0,8,0
48781,ON1CC2CC=C2O1,9.0,8,0
48782,O=NCC1CC=C1O,9.0,8,0
48783,C1=C2NCC2C1,8.0,6,0
48784,ON1CC2CC=C21,9.0,7,0
48785,OON1CC2CC=C21,10.0,8,0
48786,NCC1C=CC1O,6.0,7,0
48787,NCC1C=CC1OO,7.0,8,0
48788,C1=CC2ONCC12,7.0,7,0
48789,ONCC1C=CC1O,7.0,8,0
48790,C1=CC2OONCC12,8.0,8,0
48791,ON1CC2C=CC2O1,8.0,8,0
48792,O=NCC1C=CC1O,8.0,8,0
48793,NCC1C2=CC1O2,7.0,7,0
48794,ONCC1C2=CC1O2,8.0,8,0
48795,O=NCC1C2=CC1O2,9.0,8,0
48796,NCC1C(O)=CC1O,7.0,8,0
48797,NCC1C2=CC1OO2,8.0,8,0
48798,OC1=CC2ONCC12,8.0,8,0
48799,OC1C=C2ONCC21,8.0,8,0
48800,C1=C2ON3CC2C1O3,9.0,8,0
48801,OC1C=C2NCC21,7.0,7,0
48802,OOC1C=C2NCC21,8.0,8,0
48803,C1=C2C3CN2OC13,8.0,7,0
48804,OC1C=C2C1CN2O,8.0,8,0
48805,C1=C2C3CN2OOC13,9.0,8,0
48806,NCC1C=CC1=O,5.0,7,0
48807,O=C1C=CC1CNO,6.0,8,0
48808,O=NCC1C=CC1=O,7.0,8,0
48809,NCC1C(=O)C=C1O,6.0,8,0
48810,O=C1C=C2ONCC12,7.0,8,0
48811,O=C1C=C2NCC12,6.0,7,0
48812,O=C1C=C2C1CN2O,7.0,8,0
48813,NCC1C=CC1(O)O,5.0,8,0
48814,NCC1C=CC12OO2,6.0,8,0
48815,OC12C=CC1CNO2,6.0,8,0
48816,C1=CC23ON(CC12)O3,7.0,8,0
48817,NCC1C2=CC1(O)O2,6.0,8,0
48818,C1=C2OC13ONCC23,7.0,8,0
48819,OC1(O)C=C2NCC21,6.0,8,0
48820,C1=C2NCC2C12OO2,7.0,8,0
48821,OC12C=C3C1CN3O2,7.0,8,0
48822,C1=CC2NCC12,8.0,6,0
48823,ON1CC2C=CC21,9.0,7,0
48824,OON1CC2C=CC21,10.0,8,0
48825,OC1=CC2NCC12,8.0,7,0
48826,OOC1=CC2NCC12,9.0,8,0
48827,C1=C2ON3CC2C13,9.0,7,0
48828,OC1=CC2C1CN2O,9.0,8,0
48829,C1=C2OON3CC2C13,10.0,8,0
48830,C1=C2C3CN2C13,9.0,6,0
48831,OC12C=CC1CN2,7.0,7,0
48832,OOC12C=CC1CN2,8.0,8,0
48833,C1=CC23ON2CC13,8.0,7,0
48834,ON1CC2C=CC21O,8.0,8,0
48835,C1=CC23OON2CC13,9.0,8,0
48836,C1=C2OC13NCC23,8.0,7,0
48837,ON1CC2C3=CC21O3,9.0,8,0
48838,OC1=CC2(O)NCC12,8.0,8,0
48839,C1=C2OOC13NCC23,9.0,8,0
48840,OC1=CC23ON2CC13,9.0,8,0
48841,OC12C=C3ON1CC32,9.0,8,0
48842,OC12C=C3C1CN32,8.0,7,0
48843,OOC12C=C3C1CN32,9.0,8,0
48844,C1=CC2CN=C12,9.0,6,0
48845,OC1=CC2=NCC12,9.0,7,0
48846,OOC1=CC2=NCC12,10.0,8,0
48847,NCC1C2=CC21,8.0,6,0
48848,ONCC1C2=CC21,9.0,7,0
48849,OONCC1C2=CC21,10.0,8,0
48850,O=NCC1C2=CC21,10.0,7,0
48851,ON(O)CC1C2=CC21,10.0,8,0
48852,C1=C2C1C2Cn1oo1,11.0,8,0
48853,NCC1C2=CC21O,7.0,7,0
48854,NCC1C2=CC21OO,8.0,8,0
48855,C1=C2C3CNOC123,8.0,7,0
48856,ONCC1C2=CC21O,8.0,8,0
48857,C1=C2C3CNOOC123,9.0,8,0
48858,ON1CC2C3=CC32O1,9.0,8,0
48859,O=NCC1C2=CC21O,9.0,8,0
48860,C1=C2C3CNC123,9.0,6,0
48861,ON1CC2C3=CC321,10.0,7,0
48862,OON1CC2C3=CC321,11.0,8,0
48863,NCC1C=C(O)C1,8.0,7,0
48864,NCC1C=C(OO)C1,9.0,8,0
48865,C1=C2CC1CNO2,9.0,7,0
48866,ONCC1C=C(O)C1,9.0,8,0
48867,C1=C2CC1CNOO2,10.0,8,0
48868,ON1CC2C=C(C2)O1,10.0,8,0
48869,O=NCC1C=C(O)C1,10.0,8,0
48870,NCC1CC2=C1O2,8.0,7,0
48871,ONCC1CC2=C1O2,9.0,8,0
48872,O=NCC1CC2=C1O2,10.0,8,0
48873,NCC1CC(O)=C1O,8.0,8,0
48874,NCC1Cc2ooc21,9.0,8,0
48875,OC1=C2CC1CNO2,9.0,8,0
48876,OC1=C2ONCC2C1,9.0,8,0
48877,C1C2=C3ON(CC13)O2,10.0,8,0
48878,OC1=C2NCC2C1,9.0,7,0
48879,OOC1=C2NCC2C1,10.0,8,0
48880,C1c2on3c2C1C3,10.0,7,0
48881,OC1=C2C(C1)CN2O,10.0,8,0
48882,C1C2=C3C1CN3OO2,11.0,8,0
48883,NCC1C=C2OC21,7.0,7,0
48884,ONCC1C=C2OC21,8.0,8,0
48885,O=NCC1C=C2OC21,9.0,8,0
48886,NCC1C(O)=C2OC21,8.0,8,0
48887,C1NOC2=C3OC3C12,9.0,8,0
48888,C1NC2=C3OC3C12,8.0,7,0
48889,ON1CC2C1=C1OC12,9.0,8,0
48890,NCC1C=C(O)C1O,7.0,8,0
48891,NCC1C=C2OOC21,8.0,8,0
48892,OC1C2=CC1CNO2,8.0,8,0
48893,OC1=CC2CNOC12,8.0,8,0
48894,C1=C2ON3CC1C2O3,9.0,8,0
48895,NCC1C2=C(O2)C1O,8.0,8,0
48896,C1NOC2C3=C(O3)C12,9.0,8,0
48897,NCC1C2=C(O)C1O2,8.0,8,0
48898,C1NOC2=C3OC2C13,9.0,8,0
48899,OC1=C2NCC2C1O,8.0,8,0
48900,C1NC2=C3OOC3C12,9.0,8,0
48901,OC1c2on3c2C1C3,9.0,8,0
48902,OC1=C2C3CN2OC13,9.0,8,0
48903,NCC1C=C2OC21O,6.0,8,0
48904,C1=C2OC23ONCC13,7.0,8,0
48905,NCC1C2=C3OC31O2,7.0,8,0
48906,OC12OC1=C1NCC12,7.0,8,0
48907,C1C2C3=C4OC42ON13,8.0,8,0
48908,NCC1C=C(O)C1=O,6.0,8,0
48909,O=C1C2=CC1CNO2,7.0,8,0
48910,NCC1C(=O)C2=C1O2,7.0,8,0
48911,O=C1C(O)=C2NCC12,7.0,8,0
48912,O=C1c2on3c2C1C3,8.0,8,0
48913,OC1=CC2CNC12,9.0,7,0
48914,OOC1=CC2CNC12,10.0,8,0
48915,C1=C2ON3CC1C23,10.0,7,0
48916,OC1=CC2CN(O)C12,10.0,8,0
48917,C1=C2OON3CC1C23,11.0,8,0
48918,C1NC2C3=C(O3)C12,9.0,7,0
48919,ON1CC2C3=C(O3)C21,10.0,8,0
48920,OC1=C(O)C2NCC12,9.0,8,0
48921,C1NC2c3ooc3C12,10.0,8,0
48922,OC1=C2ON3CC1C23,10.0,8,0
48923,OC1=C2ON3CC2C13,10.0,8,0
48924,OC1=C2C3CN2C13,10.0,7,0
48925,OOC1=C2C3CN2C13,11.0,8,0
48926,C1=C2OC23NCC13,8.0,7,0
48927,ON1CC2C=C3OC321,9.0,8,0
48928,OC1=C2OC23NCC13,9.0,8,0
48929,C1C2C3=C4OC42N1O3,10.0,8,0
48930,C1C2C3=C4OC42N13,9.0,7,0
48931,OC1=CC2CNC12O,8.0,8,0
48932,C1=C2OOC23NCC13,9.0,8,0
48933,OC12C3=CC1CN2O3,9.0,8,0
48934,OC1=CC2CN3OC123,9.0,8,0
48935,OC12NCC1C1=C2O1,9.0,8,0
48936,C1C2C3=C(O3)C23ON13,10.0,8,0
48937,OC1=C2OC13NCC23,9.0,8,0
48938,C1C2C3=C4ON1C42O3,10.0,8,0
48939,OC1=C2C3CN2C13O,9.0,8,0
48940,C1C2C3=C4OOC42N13,10.0,8,0
48941,OC1=CC2CN=C12,10.0,7,0
48942,OOC1=CC2CN=C12,11.0,8,0
48943,C1N=C2C3=C(O3)C12,10.0,7,0
48944,OC1=C(O)C2CN=C12,10.0,8,0
48945,C1N=C2c3ooc3C12,11.0,8,0
48946,NCC1C2=C(O)C21,8.0,7,0
48947,NCC1C2=C(OO)C21,9.0,8,0
48948,C1NOC2=C3C1C23,9.0,7,0
48949,ONCC1C2=C(O)C21,9.0,8,0
48950,C1NOOC2=C3C1C23,10.0,8,0
48951,ON1CC2C3=C(O1)C32,10.0,8,0
48952,O=NCC1C2=C(O)C21,10.0,8,0
48953,NCC1C2=C3OC321,8.0,7,0
48954,ONCC1C2=C3OC321,9.0,8,0
48955,O=NCC1C2=C3OC321,10.0,8,0
48956,NCC1C2=C(O)C21O,8.0,8,0
48957,NCC1C2=C3OOC321,9.0,8,0
48958,OC12C3=C1C2CNO3,9.0,8,0
48959,OC1=C2C3CNOC123,9.0,8,0
48960,C1C2C3=C4ON1OC432,10.0,8,0
48961,OC1=C2C3CNC123,9.0,7,0
48962,OOC1=C2C3CNC123,10.0,8,0
48963,C1C2C3=C4ON1C432,10.0,7,0
48964,OC1=C2C3CN(O)C123,10.0,8,0
48965,C1C2C3=C4OON1C432,11.0,8,0
48966,C1=C2CC1CN2,8.0,6,0
48967,ON1CC2C=C1C2,9.0,7,0
48968,OON1CC2C=C1C2,10.0,8,0
48969,OC1=C2CC1CN2,8.0,7,0
48970,OOC1=C2CC1CN2,9.0,8,0
48971,C1c2c3on2CC13,9.0,7,0
48972,OC1=C2CC1CN2O,9.0,8,0
48973,C1C2=C3OON2CC13,10.0,8,0
48974,C1C2=C3C1CN23,9.0,6,0
48975,OC1C2=CC1CN2,7.0,7,0
48976,OOC1C2=CC1CN2,8.0,8,0
48977,C1=C2C3ON2CC13,8.0,7,0
48978,OC1C2=CC1CN2O,8.0,8,0
48979,C1=C2C3OON2CC13,9.0,8,0
48980,C1NC2=C3OC2C13,8.0,7,0
48981,ON1CC2C3=C1C2O3,9.0,8,0
48982,OC1=C2NCC1C2O,8.0,8,0
48983,C1NC2=C3OOC2C13,9.0,8,0
48984,OC1=C2C3ON2CC13,9.0,8,0
48985,OC1c2c3on2CC31,9.0,8,0
48986,OC1C2=C3C1CN23,8.0,7,0
48987,OOC1C2=C3C1CN32,9.0,8,0
48988,O=C1C2=CC1CN2,6.0,7,0
48989,O=C1C2=CC1CN2O,7.0,8,0
48990,O=C1C2=C(O)C1CN2,7.0,8,0
48991,O=C1c2c3on2CC13,8.0,8,0
48992,O=C1C2=C3C1CN23,7.0,7,0
48993,OC1(O)C2=CC1CN2,6.0,8,0
48994,C1=C2NCC1C21OO1,7.0,8,0
48995,OC12ON3CC1C=C32,7.0,8,0
48996,OC12OC3=C1NCC32,7.0,8,0
48997,C1C2C3=C4N1OC42O3,8.0,8,0
48998,OC1(O)C2=C3C1CN32,7.0,8,0
48999,C1C2C3=C(N13)C21OO1,8.0,8,0
49000,C1=C2C3C1CN23,9.0,6,0
49001,OC1=C2C3C1CN23,9.0,7,0
49002,OOC1=C2C3C1CN23,10.0,8,0
49003,OC12C3=CC1CN32,8.0,7,0
49004,OOC12C3=CC1CN32,9.0,8,0
49005,C1C2C3=C4N1C42O3,9.0,7,0
49006,OC1=C2N3CC1C23O,9.0,8,0
49007,C1C2C3=C4N1C42OO3,10.0,8,0
49008,C1NC2=C3C1C23,9.0,6,0
49009,ON1CC2C3=C1C32,10.0,7,0
49010,OON1CC2C3=C1C32,11.0,8,0
49011,OC12C3=C1C2CN3,8.0,7,0
49012,OOC12C3=C1C2CN3,9.0,8,0
49013,C1C2C3=C4N1OC342,9.0,7,0
49014,ON1CC2C3=C1C32O,9.0,8,0
49015,C1C2C3=C4N1OOC342,10.0,8,0
49016,C1C2C3=C4N1C342,10.0,6,0
49017,NCC1C#CC1,8.0,6,0
49018,ONCC1C#CC1,9.0,7,0
49019,OONCC1C#CC1,10.0,8,0
49020,O=NCC1C#CC1,10.0,7,0
49021,ON(O)CC1C#CC1,10.0,8,0
49022,C1#CC(Cn2oo2)C1,11.0,8,0
49023,NCC1C#CC1O,7.0,7,0
49024,NCC1C#CC1OO,8.0,8,0
49025,C1#CC2ONCC12,8.0,7,0
49026,ONCC1C#CC1O,8.0,8,0
49027,C1#CC2OONCC12,9.0,8,0
49028,ON1CC2C#CC2O1,9.0,8,0
49029,O=NCC1C#CC1O,9.0,8,0
49030,NCC1C#CC1=O,6.0,7,0
49031,O=C1C#CC1CNO,7.0,8,0
49032,O=NCC1C#CC1=O,8.0,8,0
49033,NCC1C#CC1(O)O,6.0,8,0
49034,NCC1C#CC12OO2,7.0,8,0
49035,OC12C#CC1CNO2,7.0,8,0
49036,C1#CC23ON(CC12)O3,8.0,8,0
49037,C1#CC2NCC12,9.0,6,0
49038,ON1CC2C#CC21,10.0,7,0
49039,OON1CC2C#CC21,11.0,8,0
49040,OC12C#CC1CN2,8.0,7,0
49041,OOC12C#CC1CN2,9.0,8,0
49042,C1#CC23ON2CC13,9.0,7,0
49043,ON1CC2C#CC21O,9.0,8,0
49044,C1#CC23OON2CC13,10.0,8,0
49045,C1#CC2CN=C12,10.0,6,0
49046,NCC1C=C=C1,8.0,6,0
49047,ONCC1C=C=C1,9.0,7,0
49048,OONCC1C=C=C1,10.0,8,0
49049,O=NCC1C=C=C1,10.0,7,0
49050,ON(O)CC1C=C=C1,10.0,8,0
49051,C1=CC(Cn2oo2)C=1,11.0,8,0
49052,NCC1C=C=C1O,7.0,7,0
49053,NCC1C=C=C1OO,8.0,8,0
49054,C1=CC2CNOC=12,8.0,7,0
49055,ONCC1C=C=C1O,8.0,8,0
49056,C1=CC2CNOOC=12,9.0,8,0
49057,ON1CC2C=C=C2O1,9.0,8,0
49058,O=NCC1C=C=C1O,9.0,8,0
49059,C1=CC2CNC=12,9.0,6,0
49060,ON1CC2C=C=C21,10.0,7,0
49061,OON1CC2C=C=C21,11.0,8,0
49062,NCC1C2=C=C1O2,8.0,7,0
49063,ONCC1C2=C=C1O2,9.0,8,0
49064,O=NCC1C2=C=C1O2,10.0,8,0
49065,NCC1C(O)=C=C1O,8.0,8,0
49066,NCC1C2=C=C1OO2,9.0,8,0
49067,OC1=C=C2ONCC12,9.0,8,0
49068,C1=C2ON3CC2C=1O3,10.0,8,0
49069,OC1=C=C2NCC12,8.0,7,0
49070,OOC1=C=C2NCC21,9.0,8,0
49071,C1=C2ON3CC2C=13,9.0,7,0
49072,OC1=C=C2C1CN2O,9.0,8,0
49073,C1=C2OON3CC2C=13,10.0,8,0
49074,C1=C2C3CN2C=13,10.0,6,0
49075,NCC1C2=C=C21,9.0,6,0
49076,ONCC1C2=C=C21,10.0,7,0
49077,OONCC1C2=C=C21,11.0,8,0
49078,O=NCC1C2=C=C21,11.0,7,0
49079,ON(O)CC1C2=C=C21,11.0,8,0
49080,C1=C2C=1C2Cn1oo1,12.0,8,0
49081,COC(C)(C)CN,9.0,7,43
49082,COC(C)(C)CNO,10.0,8,0
49083,COC(C)(C)CN=O,11.0,8,0
49084,COC(C)(CN)CO,10.0,8,5
49085,COC1(C)CNOC1,11.0,8,0
49086,COC(C)(C=O)CN,9.0,8,2
49087,COC1(C)CNC1,10.0,7,0
49088,COC1(C)CN(O)C1,11.0,8,0
49089,COC1(C)CNC1O,11.0,8,0
49090,COC1(C)CN2OC21,12.0,8,0
49091,COC1(C)CNC1=O,10.0,8,0
49092,COC1(C)C=NC1,11.0,7,0
49093,COC1(C)CN=C1O,12.0,8,0
49094,COC1(CN)COC1,11.0,8,0
49095,COC1(CO)CNC1,11.0,8,0
49096,COC12CON(C1)C2,12.0,8,0
49097,COC12CNC1OC2,12.0,8,0
49098,COC1(CO)C=NC1,12.0,8,0
49099,COC12CN=C1OC2,13.0,8,0
49100,COC1(C=O)CNC1,10.0,8,0
49101,COC1(C=O)C=NC1,11.0,8,0
49102,COC12CN(C1)C2,11.0,7,0
49103,COC12CN(C1)C2O,12.0,8,0
49104,COC12CN(C1)C2=O,11.0,8,0
49105,COC12CN3C1OC32,13.0,8,0
49106,COC1(CN)CC1,8.0,7,2
49107,COC1(CNO)CC1,9.0,8,0
49108,COC1(CN=O)CC1,10.0,8,0
49109,COC1(CN)CC1O,9.0,8,0
49110,COC12CNOC1C2,10.0,8,0
49111,COC1(CN)CC1=O,8.0,8,0
49112,COC12CNC1C2,9.0,7,0
49113,COC12CC1N(O)C2,10.0,8,0
49114,COC12CNC1(O)C2,10.0,8,0
49115,COC12CN3OC31C2,11.0,8,0
49116,COC12CN=C1C2,10.0,7,0
49117,COC1(CN)C2OC21,10.0,8,0
49118,COC12CNC1C2O,10.0,8,0
49119,COC12CN3OC1C32,11.0,8,0
49120,COC12CNC13OC23,11.0,8,0
49121,COC12CN=C1C2O,11.0,8,0
49122,COC12CNC1C2=O,9.0,8,0
49123,COC12CN=C1C2=O,10.0,8,0
49124,COC12CN3C1C32,10.0,7,0
49125,COC12CN3C1C32O,11.0,8,0
49126,COC12CN3C14OC324,12.0,8,0
49127,COC1(CN)C=C1,8.0,7,0
49128,COC1(CNO)C=C1,9.0,8,0
49129,COC1(CN=O)C=C1,10.0,8,0
49130,COC1(CN)C=C1O,9.0,8,0
49131,COC12C=C1ONC2,10.0,8,0
49132,COC12C=C1NC2,9.0,7,0
49133,COC12C=C1N(O)C2,10.0,8,0
49134,COC1(CN)C2=C1O2,10.0,8,0
49135,COC12CNC1=C2O,10.0,8,0
49136,COC12Cn3oc1c32,11.0,8,0
49137,COC12CN3C1=C32,10.0,7,0
49138,COC1(CN)C#C1,9.0,7,0
49139,COC1(CNO)C#C1,10.0,8,0
49140,COC1(CN=O)C#C1,11.0,8,0
49141,COOC(C)(C)CN,10.0,8,0
49142,CONCC(C)(C)O,10.0,8,0
49143,CON1CC(C)(C)O1,11.0,8,0
49144,CONCC1(C)CO1,11.0,8,0
49145,COCC(C)(O)CN,10.0,8,28
49146,COCC1(C)CNO1,11.0,8,0
49147,COC1OC1(C)CN,9.0,8,0
49148,COOC1(C)CNC1,11.0,8,0
49149,CON1CC(C)(O)C1,11.0,8,0
49150,CON1CC2(C)OC12,12.0,8,0
49151,COC1NCC1(C)O,11.0,8,0
49152,COC1N2CC1(C)O2,12.0,8,0
49153,COC12NCC1(C)O2,10.0,8,0
49154,COOC1(C)C=NC1,12.0,8,0
49155,COC1=NCC1(C)O,12.0,8,0
49156,COCC1(CN)CO1,11.0,8,0
49157,CON1CC2(CO2)C1,12.0,8,0
49158,COC1NCC12CO2,12.0,8,0
49159,COC1=NCC12CO2,13.0,8,0
49160,COCC1(O)CNC1,11.0,8,0
49161,COCC12CN(C1)O2,12.0,8,0
49162,COCC12CNC1O2,12.0,8,0
49163,COCC1(O)C=NC1,12.0,8,0
49164,COCC12CN=C1O2,13.0,8,0
49165,COC1OC12CNC2,10.0,8,0
49166,COC1OC12C=NC2,11.0,8,0
49167,COOC12CN(C1)C2,12.0,8,0
49168,COC1N2CC1(O)C2,12.0,8,0
49169,COC12OC13CN2C3,11.0,8,0
49170,COC1N2CC13OC23,13.0,8,0
49171,COOC1(CN)CC1,9.0,8,0
49172,CONCC1(O)CC1,9.0,8,0
49173,CON1CC2(CC2)O1,10.0,8,0
49174,CONCC12CC1O2,10.0,8,0
49175,COC1CC1(O)CN,9.0,8,0
49176,COC1CC12CNO2,10.0,8,0
49177,COC12CC1(CN)O2,8.0,8,0
49178,COOC12CNC1C2,10.0,8,0
49179,CON1CC2(O)CC12,10.0,8,0
49180,CON1CC23CC12O3,11.0,8,0
49181,COC12CC1(O)CN2,10.0,8,0
49182,COC12CC13CN2O3,11.0,8,0
49183,COOC12CN=C1C2,11.0,8,0
49184,COC1C2OC12CN,10.0,8,0
49185,CON1CC23OC2C13,11.0,8,0
49186,COC12NCC13OC32,11.0,8,0
49187,COC1C2NCC21O,10.0,8,0
49188,COC1C2N3CC12O3,11.0,8,0
49189,COC1C23CNC12O3,11.0,8,0
49190,COC1C2=NCC21O,11.0,8,0
49191,COC12OC13CNC32,9.0,8,0
49192,COC12OC13CN=C32,10.0,8,0
49193,COOC12CN3C1C32,11.0,8,0
49194,COC12C3N1CC32O,11.0,8,0
49195,COC12N3CC14OC342,12.0,8,0
49196,COOC1(CN)C=C1,9.0,8,0
49197,CONCC1(O)C=C1,9.0,8,0
49198,CON1CC2(C=C2)O1,10.0,8,0
49199,CONCC12C=C1O2,10.0,8,0
49200,COC1=CC1(O)CN,9.0,8,0
49201,COC1=CC12CNO2,10.0,8,0
49202,COOC12C=C1NC2,10.0,8,0
49203,CON1CC2(O)C=C12,10.0,8,0
49204,COC1=C2OC12CN,10.0,8,0
49205,CON1CC23OC2=C13,11.0,8,0
49206,COC1=C2NCC21O,10.0,8,0
49207,COC1=C2N3CC12O3,11.0,8,0
49208,COOC12CN3C1=C32,11.0,8,0
49209,COOC1(CN)C#C1,10.0,8,0
49210,CONCC1(O)C#C1,10.0,8,0
49211,CON1CC2(C#C2)O1,11.0,8,0
49212,CC(C)(CN)OCO,8.0,8,3
49213,CC1(C)CNOCO1,9.0,8,0
49214,CC1(CN)COCO1,9.0,8,1
49215,CC1(OCO)CNC1,9.0,8,0
49216,CC12CN(C1)OCO2,10.0,8,0
49217,CC12CNC1OCO2,10.0,8,0
49218,CC1(OCO)C=NC1,10.0,8,0
49219,CC12CN=C1OCO2,11.0,8,0
49220,C1OCC2(CNC2)O1,10.0,8,0
49221,C1=NCC12COCO2,11.0,8,0
49222,OCOC12CN(C1)C2,10.0,8,0
49223,C1OC2N3CC2(C3)O1,11.0,8,0
49224,NCC1(OCO)CC1,7.0,8,0
49225,C1ONCC2(CC2)O1,8.0,8,0
49226,NCC12CC1OCO2,8.0,8,0
49227,OCOC12CNC1C2,8.0,8,0
49228,C1ON2CC3(CC23)O1,9.0,8,0
49229,C1OC23CNC2(C3)O1,9.0,8,0
49230,OCOC12CN=C1C2,9.0,8,0
49231,C1OC2C3NCC32O1,9.0,8,0
49232,C1OC2C3=NCC32O1,10.0,8,0
49233,OCOC12CN3C1C32,9.0,8,0
49234,C1OC23CN4C2C43O1,10.0,8,0
49235,NCC1(OCO)C=C1,7.0,8,0
49236,C1=CC12CNOCO2,8.0,8,0
49237,NCC12C=C1OCO2,8.0,8,0
49238,OCOC12C=C1NC2,8.0,8,0
49239,C1=C2N3CC12OCO3,9.0,8,0
49240,C1OC2=C3NCC32O1,9.0,8,0
49241,OCOC12CN3C1=C32,9.0,8,0
49242,NCC1(OCO)C#C1,8.0,8,0
49243,C1#CC12CNOCO2,9.0,8,0
49244,CC(C)(CN)OC=O,7.0,8,15
49245,CC1(OC=O)CNC1,8.0,8,0
49246,CC1(OC=O)C=NC1,9.0,8,0
49247,O=COC12CN(C1)C2,9.0,8,0
49248,NCC1(OC=O)CC1,6.0,8,0
49249,O=COC12CNC1C2,7.0,8,0
49250,O=COC12CN=C1C2,8.0,8,0
49251,O=COC12CN3C1C32,8.0,8,0
49252,NCC1(OC=O)C=C1,6.0,8,0
49253,O=COC12C=C1NC2,7.0,8,0
49254,O=COC12CN3C1=C32,8.0,8,0
49255,NCC1(OC=O)C#C1,7.0,8,0
49256,CNCC(C)(C)O,11.0,7,108
49257,CNCC(C)(C)OO,12.0,8,0
49258,CN1CC(C)(C)O1,12.0,7,0
49259,CN(O)CC(C)(C)O,12.0,8,0
49260,CN1CC(C)(C)OO1,13.0,8,0
49261,CNCC1(C)CO1,10.0,7,0
49262,CN(O)CC1(C)CO1,11.0,8,0
49263,CNCC(C)(O)CO,10.0,8,27
49264,CNCC1(C)COO1,11.0,8,0
49265,CN1CC(C)(CO)O1,11.0,8,0
49266,CN1CC(C)(O)CO1,11.0,8,0
49267,CNCC1(C)OC1O,9.0,8,0
49268,CN1CC2(C)OC2O1,10.0,8,0
49269,CNCC(C)(O)C=O,9.0,8,14
49270,CN1CC(C)(C=O)O1,10.0,8,0
49271,CNCC1(C)OC1=O,8.0,8,0
49272,CN1CC(C)(O)C1,12.0,7,2
49273,CN1CC(C)(OO)C1,13.0,8,0
49274,CN1CC2(C)OC12,11.0,7,0
49275,CN1CC(C)(O)C1O,11.0,8,0
49276,CN1CC2(C)OOC12,12.0,8,0
49277,CN1CC2(C)OC12O,10.0,8,0
49278,CN1CC(C)(O)C1=O,10.0,8,0
49279,CNCC1(CO)CO1,11.0,8,0
49280,CN1CC2(CO1)CO2,12.0,8,0
49281,CNCC1(C=O)CO1,10.0,8,0
49282,CN1CC2(CO2)C1,11.0,7,0
49283,CN1CC2(CO2)C1O,12.0,8,0
49284,CN1CC2(CO2)C1=O,11.0,8,0
49285,CNCC1(O)COC1,11.0,8,0
49286,CN1CC2(COC2)O1,12.0,8,0
49287,CNCC12COC1O2,10.0,8,0
49288,CN1CC(O)(CO)C1,11.0,8,0
49289,CN1CC2(COO2)C1,12.0,8,0
49290,CN1CC2(CO)OC12,12.0,8,0
49291,CN1CC2(O)COC12,12.0,8,0
49292,CN1CC23COC12O3,11.0,8,0
49293,CN1CC2(C1)OC2O,10.0,8,0
49294,CN1CC23OC2OC13,11.0,8,0
49295,CN1CC(O)(C=O)C1,10.0,8,0
49296,CN1CC2(C=O)OC12,11.0,8,0
49297,CN1CC2(C1)OC2=O,9.0,8,0
49298,CNCC1(O)CC1,10.0,7,1
49299,CNCC1(OO)CC1,11.0,8,0
49300,CN1CC2(CC2)O1,11.0,7,0
49301,CN(O)CC1(O)CC1,11.0,8,0
49302,CN1CC2(CC2)OO1,12.0,8,0
49303,CNCC12CC1O2,9.0,7,0
49304,CN(O)CC12CC1O2,10.0,8,0
49305,CNCC1(O)CC1O,9.0,8,1
49306,CNCC12CC1OO2,10.0,8,0
49307,CN1CC2(CC2O)O1,10.0,8,0
49308,CN1CC2(O)CC2O1,10.0,8,0
49309,CNCC12CC1(O)O2,8.0,8,0
49310,CN1CC23CC2(O1)O3,9.0,8,0
49311,CNCC1(O)CC1=O,8.0,8,0
49312,CN1CC2(CC2=O)O1,9.0,8,0
49313,CN1CC2(O)CC12,11.0,7,0
49314,CN1CC2(OO)CC12,12.0,8,0
49315,CN1CC23CC12O3,10.0,7,0
49316,CN1CC2(O)CC12O,10.0,8,0
49317,CN1CC23CC12OO3,11.0,8,0
49318,CNCC12OC1C2O,10.0,8,0
49319,CN1CC23OC2C3O1,11.0,8,0
49320,CNCC12OC1C2=O,9.0,8,0
49321,CN1CC23OC2C13,10.0,7,0
49322,CN1CC23OC2C13O,11.0,8,0
49323,CNCC1(O)C2OC21,10.0,8,0
49324,CN1CC2(O1)C1OC12,11.0,8,0
49325,CNCC12OC13OC23,9.0,8,0
49326,CN1CC2(O)C(O)C12,10.0,8,0
49327,CN1CC23OOC2C13,11.0,8,0
49328,CN1CC23OC12C3O,11.0,8,0
49329,CN1CC2(O)C3OC312,11.0,8,0
49330,CN1CC23OC2(O)C13,9.0,8,0
49331,CN1CC23OC24OC134,10.0,8,0
49332,CN1CC2(O)C(=O)C12,9.0,8,0
49333,CN1CC23OC12C3=O,10.0,8,0
49334,CNCC1(O)C=C1,10.0,7,0
49335,CNCC1(OO)C=C1,11.0,8,0
49336,CN1CC2(C=C2)O1,11.0,7,0
49337,CN(O)CC1(O)C=C1,11.0,8,0
49338,CN1CC2(C=C2)OO1,12.0,8,0
