,smiles,min_dist_all,natoms
10987,CC1OC2(O)NC12,7.0,7
10988,CC1OC23ON2C13,8.0,7
10989,CC12OC3(NC13)O2,8.0,7
10990,CC1C2N1C2(O)O,7.0,7
10991,CC1C2N1C21OO1,8.0,7
10992,CC12OC3(O)C1N23,8.0,7
10993,CCC12NC1(O)O2,7.0,7
10994,CCC12OC13ON23,8.0,7
10995,CC1OC23NC12O3,8.0,7
10996,CC1N2C3(O)OC123,8.0,7
10997,CC12OC34OC13N24,9.0,7
10998,CCC1=NC1(O)O,7.0,7
10999,CCC1=NC12OO2,8.0,7
11000,CC1OC2(O)N=C12,8.0,7
11001,CC12OC3(N=C13)O2,9.0,7
11002,CC=CC(N)(O)O,5.0,7
11003,CC=CC1(N)OO1,6.0,7
11004,CC=CC1(O)NO1,6.0,7
11005,CC=CC12ON1O2,7.0,7
11006,CC1=CC(N)(O)O1,6.0,7
11007,CC1=CC2(NO2)O1,7.0,7
11008,CC1=CC(O)(O)N1,6.0,7
11009,CC1=CC2(N1)OO2,7.0,7
11010,CC1=CC2(O)ON12,7.0,7
11011,CC=C1OC1(N)O,6.0,7
11012,CC=C1OC12NO2,7.0,7
11013,CC1=C2OC2(N)O1,7.0,7
11014,CC1=C2OC2(O)N1,7.0,7
11015,CC1=C2OC23ON13,8.0,7
11016,CC=C1NC1(O)O,6.0,7
11017,CC=C1NC12OO2,7.0,7
11018,CC=C1N2OC12O,7.0,7
11019,CC1=C2NC2(O)O1,7.0,7
11020,CC1=C2N3OC23O1,8.0,7
11021,CC1=C2N1C2(O)O,7.0,7
11022,CC1=C2N1C21OO1,8.0,7
11023,CC#CC(N)(O)O,6.0,7
11024,CC#CC1(N)OO1,7.0,7
11025,CC#CC1(O)NO1,7.0,7
11026,CC#CC12ON1O2,8.0,7
11027,CCCC=N,6.0,5
11028,CCCC=NO,7.0,6
11029,CCCC=NOO,8.0,7
11030,CC(O)CC=N,7.0,6
11031,CC(CC=N)OO,8.0,7
11032,CC1CC=NO1,8.0,6
11033,CC(O)CC=NO,8.0,7
11034,CC1CC=NOO1,9.0,7
11035,CC(=O)CC=N,6.0,6
11036,CC(=O)CC=NO,7.0,7
11037,CC(O)(O)CC=N,6.0,7
11038,CC1(CC=N)OO1,7.0,7
11039,CC1(O)CC=NO1,7.0,7
11040,CC1CC=N1,7.0,5
11041,CC1(O)CC=N1,8.0,6
11042,CC1(OO)CC=N1,9.0,7
11043,CCC(O)C=N,5.0,6
11044,CCC(C=N)OO,6.0,7
11045,CCC1C=NO1,6.0,6
11046,CCC(O)C=NO,6.0,7
11047,CCC1C=NOO1,7.0,7
11048,CC1OC1C=N,6.0,6
11049,CC1OC1C=NO,7.0,7
11050,CC(O)C(O)C=N,6.0,7
11051,CC1OOC1C=N,7.0,7
11052,CC(O)C1C=NO1,7.0,7
11053,CC1ON=CC1O,7.0,7
11054,CC1(O)OC1C=N,7.0,7
11055,CC12ON=CC1O2,8.0,7
11056,CC(=O)C(O)C=N,7.0,7
11057,CC(=O)C1C=NO1,8.0,7
11058,CC1N=CC1O,6.0,6
11059,CC1N=CC1OO,7.0,7
11060,CC12N=CC1O2,7.0,6
11061,CC1(O)N=CC1O,7.0,7
11062,CC12N=CC1OO2,8.0,7
11063,CCC(=O)C=N,4.0,6
11064,CCC(=O)C=NO,5.0,7
11065,CC(O)C(=O)C=N,5.0,7
11066,CC1ON=CC1=O,6.0,7
11067,CC(=O)C(=O)C=N,6.0,7
11068,CC1N=CC1=O,5.0,6
11069,CC1(O)N=CC1=O,6.0,7
11070,CCC(O)(O)C=N,4.0,7
11071,CCC1(C=N)OO1,5.0,7
11072,CCC1(O)C=NO1,5.0,7
11073,CC1OC1(O)C=N,5.0,7
11074,CC1OC12C=NO2,6.0,7
11075,CC12OC1(C=N)O2,6.0,7
11076,CC1N=CC1(O)O,5.0,7
11077,CC1N=CC12OO2,6.0,7
11078,CC12N=CC1(O)O2,6.0,7
11079,CCC1C=N1,7.0,5
11080,CC(O)C1C=N1,8.0,6
11081,CC(OO)C1C=N1,9.0,7
11082,CC(=O)C1C=N1,7.0,6
11083,CC(O)(O)C1C=N1,7.0,7
11084,CC1(C2C=N2)OO1,8.0,7
11085,CCC1(O)C=N1,6.0,6
11086,CCC1(OO)C=N1,7.0,7
11087,CC1OC12C=N2,7.0,6
11088,CC(O)C1(O)C=N1,7.0,7
11089,CC1OOC12C=N2,8.0,7
11090,CC1(O)OC12C=N2,8.0,7
11091,CC(=O)C1(O)C=N1,8.0,7
11092,CC=CC=N,6.0,5
11093,CC=CC=NO,7.0,6
11094,CC=CC=NOO,8.0,7
11095,CC(O)=CC=N,7.0,6
11096,CC(=CC=N)OO,8.0,7
11097,Cc1ccno1,8.0,6
11098,CC(O)=CC=NO,8.0,7
11099,CC1=CC=NOO1,9.0,7
11100,CC1=CC=N1,7.0,5
11101,CC=C(O)C=N,6.0,6
11102,CC=C(C=N)OO,7.0,7
11103,CC=C1C=NO1,7.0,6
11104,CC=C(O)C=NO,7.0,7
11105,CC=C1C=NOO1,8.0,7
11106,CC1=C(C=N)O1,7.0,6
11107,CC1=C(C=NO)O1,8.0,7
11108,CC(O)=C(O)C=N,7.0,7
11109,Cc1ooc1C=N,8.0,7
11110,CC(O)=C1C=NO1,8.0,7
11111,Cc1oncc1O,8.0,7
11112,CC1=C(O)C=N1,7.0,6
11113,CC1=C(OO)C=N1,8.0,7
11114,CC=C1C=N1,7.0,5
11115,CC(O)=C1C=N1,8.0,6
11116,CC(OO)=C1C=N1,9.0,7
11117,CC#CC=N,7.0,5
11118,CC#CC=NO,8.0,6
11119,CC#CC=NOO,9.0,7
11120,CCCC(=N)O,7.0,6
11121,CCCC(=N)OO,8.0,7
11122,CCCC1=NO1,8.0,6
11123,CCCC(O)=NO,8.0,7
11124,CCCc1noo1,9.0,7
11125,CC1CC(=N)O1,8.0,6
11126,CC1CC(=NO)O1,9.0,7
11127,CC(O)CC(=N)O,8.0,7
11128,CC1CC(=N)OO1,9.0,7
11129,CC(O)CC1=NO1,9.0,7
11130,CC1CC(O)=NO1,9.0,7
11131,CC1(O)CC(=N)O1,7.0,7
11132,CC12CC(=NO1)O2,8.0,7
11133,CC(=O)CC(=N)O,7.0,7
11134,CC(=O)CC1=NO1,8.0,7
11135,CC1CC(O)=N1,8.0,6
11136,CC1CC(OO)=N1,9.0,7
11137,CC12CC(=N1)O2,9.0,6
11138,CC1(O)CC(O)=N1,9.0,7
11139,CC12CC(=N1)OO2,10.0,7
11140,CCC1OC1=N,6.0,6
11141,CCC1OC1=NO,7.0,7
11142,CC(O)C1OC1=N,7.0,7
11143,CC1ON=C2OC21,8.0,7
11144,CC(=O)C1OC1=N,8.0,7
11145,CC1N=C2OC21,7.0,6
11146,CC1(O)N=C2OC21,8.0,7
11147,CCC(O)C(=N)O,6.0,7
11148,CCC1OOC1=N,7.0,7
11149,CCC(O)C1=NO1,7.0,7
11150,CCC1ON=C1O,7.0,7
11151,CC1OC(=N)C1O,7.0,7
11152,CC1OC2=NOC21,8.0,7
11153,CC1OC1C(=N)O,7.0,7
11154,CC1OC1C1=NO1,8.0,7
11155,CC12OC(=N)C1O2,8.0,7
11156,CC1N=C(O)C1O,7.0,7
11157,CC1N=C2OOC21,8.0,7
11158,CC12N=C(O1)C2O,8.0,7
11159,CC12N=C(O)C1O2,8.0,7
11160,CCC1(O)OC1=N,5.0,7
11161,CCC12ON=C1O2,6.0,7
11162,CC1OC12OC2=N,6.0,7
11163,CC1N=C2OC21O,6.0,7
11164,CC12N=C3OC31O2,7.0,7
11165,CCC(=O)C(=N)O,5.0,7
11166,CCC(=O)C1=NO1,6.0,7
11167,CC1OC(=N)C1=O,6.0,7
11168,CC1N=C(O)C1=O,6.0,7
11169,CC12N=C(O1)C2=O,7.0,7
11170,CCC1N=C1O,8.0,6
11171,CCC1N=C1OO,9.0,7
11172,CC1OC2=NC21,9.0,6
11173,CC(O)C1N=C1O,9.0,7
11174,CC1OOC2=NC21,10.0,7
11175,CC1(O)OC2=NC21,8.0,7
11176,CC(=O)C1N=C1O,8.0,7
11177,CCC12N=C1O2,7.0,6
11178,CC(O)C12N=C1O2,8.0,7
11179,CC(=O)C12N=C1O2,9.0,7
11180,CCC1(O)N=C1O,7.0,7
11181,CCC12N=C1OO2,8.0,7
11182,CC1OC2=NC21O,8.0,7
11183,CC1OC12N=C2O,8.0,7
11184,CC12OC3=NC31O2,9.0,7
11185,CC=CC(=N)O,7.0,6
11186,CC=CC(=N)OO,8.0,7
11187,CC=CC1=NO1,8.0,6
11188,CC=CC(O)=NO,8.0,7
11189,CC=Cc1noo1,9.0,7
11190,CC1=CC(=N)O1,8.0,6
11191,CC1=CC(=NO)O1,9.0,7
11192,CC(O)=CC(=N)O,8.0,7
11193,Cc1cc(=N)oo1,9.0,7
11194,CC(O)=CC1=NO1,9.0,7
11195,Cc1cc(O)no1,9.0,7
11196,CC1=CC(O)=N1,8.0,6
11197,CC1=CC(OO)=N1,9.0,7
11198,CC=C1OC1=N,7.0,6
11199,CC=C1OC1=NO,8.0,7
11200,CC(O)=C1OC1=N,8.0,7
11201,Cc1onc2c1O2,9.0,7
11202,Cc1nc2oc1-2,8.0,6
11203,CC=C(O)C(=N)O,7.0,7
11204,CC=C1OOC1=N,8.0,7
11205,CC=C(O)C1=NO1,8.0,7
11206,CC=C1ON=C1O,8.0,7
11207,CC1=C(O)C(=N)O1,8.0,7
11208,CC1=C2ON=C2O1,9.0,7
11209,CC1=C(C(=N)O)O1,8.0,7
11210,CC1=C(C2=NO2)O1,9.0,7
11211,CC1=C(O)C(O)=N1,8.0,7
11212,CC1=c2ooc2=N1,9.0,7
11213,CC=C1N=C1O,8.0,6
11214,CC=C1N=C1OO,9.0,7
11215,Cc1oc2nc1-2,9.0,6
11216,CC(O)=C1N=C1O,9.0,7
11217,CC1=C2N=C2OO1,10.0,7
11218,CC#CC(=N)O,8.0,6
11219,CC#CC(=N)OO,9.0,7
11220,CC#CC1=NO1,9.0,6
11221,CC#CC(O)=NO,9.0,7
11222,CC#Cc1noo1,10.0,7
11223,CCCC#N,7.0,5
11224,CC(O)CC#N,8.0,6
11225,CC(CC#N)OO,9.0,7
11226,CC(=O)CC#N,7.0,6
11227,CC(O)(O)CC#N,7.0,7
11228,CC1(CC#N)OO1,8.0,7
11229,CCC(O)C#N,6.0,6
11230,CCC(C#N)OO,7.0,7
11231,CC1OC1C#N,7.0,6
11232,CC(O)C(O)C#N,7.0,7
11233,CC1OOC1C#N,8.0,7
11234,CC1(O)OC1C#N,8.0,7
11235,CC(=O)C(O)C#N,8.0,7
11236,CCC(=O)C#N,5.0,6
11237,CC(O)C(=O)C#N,6.0,7
11238,CC(=O)C(=O)C#N,7.0,7
11239,CCC(O)(O)C#N,5.0,7
11240,CCC1(C#N)OO1,6.0,7
11241,CC1OC1(O)C#N,6.0,7
11242,CC12OC1(C#N)O2,7.0,7
11243,CC=CC#N,7.0,5
11244,CC(O)=CC#N,8.0,6
11245,CC(=CC#N)OO,9.0,7
11246,CC=C(O)C#N,7.0,6
11247,CC=C(C#N)OO,8.0,7
11248,CC1=C(C#N)O1,8.0,6
11249,CC(O)=C(O)C#N,8.0,7
11250,Cc1ooc1C#N,9.0,7
11251,CC#CC#N,8.0,5
11252,CC1CC1,7.0,4
11253,CC1(O)CC1,6.0,5
11254,CC1(OO)CC1,7.0,6
11255,CC1(ON)CC1,7.0,6
11256,CC1(OON)CC1,8.0,7
11257,CC1(ONO)CC1,8.0,7
11258,CC1(ON=O)CC1,9.0,7
11259,CC1(N)CC1,8.0,5
11260,CC1(NO)CC1,9.0,6
11261,CC1(NOO)CC1,10.0,7
11262,CC1(N=O)CC1,10.0,6
11263,CC1(N(O)O)CC1,10.0,7
11264,CC1(n2oo2)CC1,11.0,7
11265,CC1CC1O,6.0,5
11266,CC1CC1OO,7.0,6
11267,CC1CC1ON,7.0,6
11268,CC1CC1OON,8.0,7
11269,CC1CC1ONO,8.0,7
11270,CC1CC1ON=O,9.0,7
11271,CC12CC1O2,7.0,5
11272,CC1(O)CC1O,7.0,6
11273,CC12CC1OO2,8.0,6
11274,CC1(O)CC1ON,8.0,7
11275,CC1(ON)CC1O,8.0,7
11276,CC12CC1ONO2,9.0,7
11277,CC1(N)CC1O,7.0,6
11278,CC1(N)CC1OO,8.0,7
11279,CC12CC1ON2,8.0,6
11280,CC1(NO)CC1O,8.0,7
11281,CC12CC1OON2,9.0,7
11282,CC12CC1ON2O,9.0,7
11283,CC1(N=O)CC1O,9.0,7
11284,CC1CC1=O,5.0,5
11285,CC1(O)CC1=O,6.0,6
11286,CC1(ON)CC1=O,7.0,7
11287,CC1(N)CC1=O,6.0,6
11288,CC1(NO)CC1=O,7.0,7
11289,CC1(N=O)CC1=O,8.0,7
11290,CC1CC1(O)O,5.0,6
11291,CC1CC12OO2,6.0,6
11292,CC1CC1(O)ON,6.0,7
11293,CC1CC12ONO2,7.0,7
11294,CC12CC1(O)O2,6.0,6
11295,CC12CC1(ON)O2,7.0,7
11296,CC1(N)CC1(O)O,6.0,7
11297,CC1(N)CC12OO2,7.0,7
11298,CC12CC1(O)ON2,7.0,7
11299,CC12CC13ON2O3,8.0,7
11300,CC1CC1N,6.0,5
11301,CC1CC1NO,7.0,6
11302,CC1CC1NOO,8.0,7
11303,CC1CC1N=O,8.0,6
11304,CC1CC1N(O)O,8.0,7
11305,CC1CC1n1oo1,9.0,7
11306,CC1(O)CC1N,7.0,6
11307,CC1(OO)CC1N,8.0,7
11308,CC12CC1NO2,8.0,6
11309,CC1(O)CC1NO,8.0,7
11310,CC12CC1NOO2,9.0,7
11311,CC12CC1N(O)O2,9.0,7
11312,CC1(O)CC1N=O,9.0,7
11313,CC12CC1N2,7.0,5
11314,CC12CC1N2O,8.0,6
11315,CC12CC1N2OO,9.0,7
11316,CC1CC1(N)O,7.0,6
11317,CC1CC1(N)OO,8.0,7
11318,CC1CC12NO2,8.0,6
11319,CC1CC1(O)NO,8.0,7
11320,CC1CC12NOO2,9.0,7
11321,CC1CC12ON2O,9.0,7
11322,CC1CC1(O)N=O,9.0,7
11323,CC12CC1(N)O2,8.0,6
11324,CC12CC1(NO)O2,9.0,7
11325,CC12CC1(N=O)O2,10.0,7
11326,CC1(O)CC1(N)O,8.0,7
11327,CC12CC1(N)OO2,9.0,7
11328,CC1(O)CC12NO2,9.0,7
11329,CC12CC1(O)NO2,9.0,7
11330,CC12CC13ON3O2,10.0,7
11331,CC12CC1(O)N2,8.0,6
11332,CC12CC1(OO)N2,9.0,7
11333,CC12CC13ON23,9.0,6
11334,CC12CC1(O)N2O,9.0,7
11335,CC12CC13OON23,10.0,7
11336,CC1CC1=N,7.0,5
11337,CC1CC1=NO,8.0,6
11338,CC1CC1=NOO,9.0,7
11339,CC1(O)CC1=N,8.0,6
11340,CC1(OO)CC1=N,9.0,7
11341,CC12CC1=NO2,9.0,6
11342,CC1(O)CC1=NO,9.0,7
11343,CC12CC1=NOO2,10.0,7
11344,CC12CC1=N2,8.0,5
11345,CC1=CC1,7.0,4
11346,CC1=C(O)C1,7.0,5
11347,CC1=C(OO)C1,8.0,6
11348,CC1=C(ON)C1,8.0,6
11349,CC1=C(OON)C1,9.0,7
11350,CC1=C(ONO)C1,9.0,7
11351,CC1=C(ON=O)C1,10.0,7
11352,CC1=C(N)C1,7.0,5
11353,CC1=C(NO)C1,8.0,6
11354,CC1=C(NOO)C1,9.0,7
11355,CC1=C(N=O)C1,9.0,6
11356,CC1=C(N(O)O)C1,9.0,7
11357,CC1=C(n2oo2)C1,10.0,7
11358,CC1C2OC12,7.0,5
11359,CC1(O)C2OC21,8.0,6
11360,CC1(ON)C2OC21,9.0,7
11361,CC1(N)C2OC21,8.0,6
11362,CC1(NO)C2OC21,9.0,7
11363,CC1(N=O)C2OC21,10.0,7
11364,CC1C(O)C1O,7.0,6
11365,CC1C2OOC12,8.0,6
11366,CC1C(O)C1ON,8.0,7
11367,CC1C2ONOC12,9.0,7
11368,CC12OC1C2O,8.0,6
11369,CC12OC1C2ON,9.0,7
11370,CC1(N)C(O)C1O,8.0,7
11371,CC1(N)C2OOC21,9.0,7
11372,CC12NOC1C2O,9.0,7
11373,CC12C3ON1OC32,10.0,7
11374,CC1C2OC12O,6.0,6
11375,CC1C2OC12ON,7.0,7
11376,CC12OC13OC23,7.0,6
11377,CC1(N)C2OC21O,7.0,7
11378,CC12NOC13OC23,8.0,7
11379,CC1C(=O)C1O,6.0,6
11380,CC1C(=O)C1ON,7.0,7
11381,CC12OC1C2=O,7.0,6
11382,CC1(N)C(=O)C1O,7.0,7
11383,CC12NOC1C2=O,8.0,7
11384,CC1C(N)C1O,5.0,6
11385,CC1C(N)C1OO,6.0,7
11386,CC1C2NOC12,6.0,6
11387,CC1C(O)C1NO,6.0,7
11388,CC1C2NOOC12,7.0,7
11389,CC1C2ON(O)C12,7.0,7
11390,CC1C(O)C1N=O,7.0,7
11391,CC12OC1C2N,6.0,6
11392,CC12OC1C2NO,7.0,7
11393,CC12OC1C2N=O,8.0,7
11394,CC1(O)C(N)C1O,6.0,7
11395,CC12OOC1C2N,7.0,7
11396,CC1(O)C2NOC21,7.0,7
11397,CC12ONC1C2O,7.0,7
11398,CC12ON3OC1C32,8.0,7
11399,CC12NC1C2O,6.0,6
11400,CC12NC1C2OO,7.0,7
11401,CC12C3ON1C32,7.0,6
11402,CC12C(O)C1N2O,7.0,7
11403,CC12C3OON1C32,8.0,7
11404,CC1C2OC12N,6.0,6
11405,CC1C2OC12NO,7.0,7
11406,CC1C2OC12N=O,8.0,7
11407,CC1(O)C2OC21N,7.0,7
11408,CC12ONC13OC23,8.0,7
11409,CC12NC13OC23,7.0,6
11410,CC12C3OC31N2O,8.0,7
11411,CC1C(O)C1(N)O,6.0,7
11412,CC1C2OOC12N,7.0,7
11413,CC1C2ONC12O,7.0,7
11414,CC1C(O)C12NO2,7.0,7
11415,CC1C2ON3OC123,8.0,7
11416,CC12OC1C2(N)O,7.0,7
11417,CC12OC1C21NO1,8.0,7
11418,CC12OC1(N)C2O,7.0,7
11419,CC12OC13NOC23,8.0,7
11420,CC12NC1(O)C2O,7.0,7
11421,CC12NC13OOC23,8.0,7
11422,CC12C3ON1C32O,8.0,7
11423,CC12C(O)C13ON23,8.0,7
11424,CC1C(=N)C1O,6.0,6
11425,CC1C(=N)C1OO,7.0,7
11426,CC1C2=NOC21,7.0,6
11427,CC1C(=NO)C1O,7.0,7
11428,CC1C2=NOOC21,8.0,7
11429,CC12OC1C2=N,7.0,6
11430,CC12OC1C2=NO,8.0,7
11431,CC1(O)C(=N)C1O,7.0,7
11432,CC12OOC1C2=N,8.0,7
11433,CC1(O)C2=NOC21,8.0,7
11434,CC12ON=C1C2O,8.0,7
11435,CC12N=C1C2O,7.0,6
11436,CC12N=C1C2OO,8.0,7
11437,CC1=CC1O,6.0,5
11438,CC1=CC1OO,7.0,6
11439,CC1=CC1ON,7.0,6
11440,CC1=CC1OON,8.0,7
11441,CC1=CC1ONO,8.0,7
11442,CC1=CC1ON=O,9.0,7
11443,CC1=C2OC12,7.0,5
11444,CC1=C(O)C1O,7.0,6
11445,CC1=C2OOC12,8.0,6
11446,CC1=C(O)C1ON,8.0,7
11447,CC1=C(ON)C1O,8.0,7
11448,CC1=C2ONOC12,9.0,7
11449,CC1=C(N)C1O,6.0,6
11450,CC1=C(N)C1OO,7.0,7
11451,CC1=C2NOC12,7.0,6
11452,CC1=C(NO)C1O,7.0,7
11453,CC1=C2NOOC12,8.0,7
11454,CC1=C2C1ON2O,8.0,7
11455,CC1=C(N=O)C1O,8.0,7
11456,CC1C(=O)C1=O,7.0,6
11457,CC1(N)C(=O)C1=O,8.0,7
11458,CC1C(=O)C1N,4.0,6
11459,CC1C(=O)C1NO,5.0,7
11460,CC1C(=O)C1N=O,6.0,7
11461,CC1(O)C(=O)C1N,5.0,7
11462,CC12ONC1C2=O,6.0,7
11463,CC12NC1C2=O,5.0,6
11464,CC12C(=O)C1N2O,6.0,7
11465,CC1C(=O)C1(N)O,5.0,7
11466,CC1C(=O)C12NO2,6.0,7
11467,CC12OC1(N)C2=O,6.0,7
11468,CC12NC1(O)C2=O,6.0,7
11469,CC12C(=O)C13ON23,7.0,7
11470,CC1C(=N)C1=O,5.0,6
11471,CC1C(=O)C1=NO,6.0,7
11472,CC1(O)C(=N)C1=O,6.0,7
11473,CC12ON=C1C2=O,7.0,7
11474,CC12N=C1C2=O,6.0,6
11475,Cc1cc1=O,5.0,5
11476,Cc1c(O)c1=O,6.0,6
11477,Cc1c(ON)c1=O,7.0,7
11478,Cc1c(N)c1=O,5.0,6
11479,Cc1c(NO)c1=O,6.0,7
11480,Cc1c(N=O)c1=O,7.0,7
11481,CC1C23OC12O3,7.0,6
11482,CC1(N)C23OC12O3,8.0,7
11483,CC1C(N)C1(O)O,4.0,7
11484,CC1C(N)C12OO2,5.0,7
11485,CC1C2NOC12O,5.0,7
11486,CC1C2N3OC12O3,6.0,7
11487,CC12OC1(O)C2N,5.0,7
11488,CC12OC13ONC23,6.0,7
11489,CC12NC1C2(O)O,5.0,7
11490,CC12NC1C21OO1,6.0,7
11491,CC12C3N1OC32O,6.0,7
11492,CC1C2(N)OC12O,5.0,7
11493,CC1C23NOC12O3,6.0,7
11494,CC12OC13OC23N,6.0,7
11495,CC12NC13OC23O,6.0,7
11496,CC12N3OC14OC342,7.0,7
11497,CC1C(=N)C1(O)O,5.0,7
11498,CC1C(=N)C12OO2,6.0,7
11499,CC1C2=NOC21O,6.0,7
11500,CC12OC1(O)C2=N,6.0,7
11501,CC12OC13ON=C23,7.0,7
11502,CC12N=C1C2(O)O,6.0,7
11503,CC12N=C1C21OO1,7.0,7
11504,CC1=CC1(O)O,5.0,6
11505,CC1=CC12OO2,6.0,6
11506,CC1=CC1(O)ON,6.0,7
11507,CC1=CC12ONO2,7.0,7
11508,CC1=C2OC12O,6.0,6
11509,CC1=C2OC12ON,7.0,7
11510,CC1=C(N)C1(O)O,5.0,7
11511,CC1=C(N)C12OO2,6.0,7
11512,CC1=C2NOC12O,6.0,7
11513,CC1=C2N3OC12O3,7.0,7
11514,CC1C2NC12,7.0,5
11515,CC1C2C1N2O,8.0,6
11516,CC1C2C1N2OO,9.0,7
11517,CC1(O)C2NC21,8.0,6
11518,CC1(OO)C2NC21,9.0,7
11519,CC12ON3C1C32,9.0,6
11520,CC1(O)C2C1N2O,9.0,7
11521,CC12OON3C1C32,10.0,7
11522,CC12C3C1N32,8.0,5
11523,CC1C2NC12O,6.0,6
11524,CC1C2NC12OO,7.0,7
11525,CC1C2N3OC123,7.0,6
11526,CC1C2N(O)C12O,7.0,7
11527,CC1C2N3OOC123,8.0,7
11528,CC12OC13NC23,7.0,6
11529,CC12OC13C2N3O,8.0,7
11530,CC1(O)C2NC21O,7.0,7
11531,CC12OOC13NC23,8.0,7
11532,CC1(O)C2N3OC231,8.0,7
11533,CC12ON3C1C32O,8.0,7
11534,CC12C3N1C32O,7.0,6
11535,CC12C3N1C32OO,8.0,7
11536,CC1C2=NC21,8.0,5
11537,CC1(O)C2=NC21,9.0,6
11538,CC1(OO)C2=NC21,10.0,7
11539,CC1=CC1N,6.0,5
11540,CC1=CC1NO,7.0,6
11541,CC1=CC1NOO,8.0,7
11542,CC1=CC1N=O,8.0,6
11543,CC1=CC1N(O)O,8.0,7
11544,CC1=CC1n1oo1,9.0,7
11545,CC1=C(O)C1N,6.0,6
11546,CC1=C(OO)C1N,7.0,7
11547,CC1=C2ONC12,7.0,6
11548,CC1=C(O)C1NO,7.0,7
11549,CC1=C2OONC12,8.0,7
11550,CC1=C2ON(O)C12,8.0,7
11551,CC1=C(O)C1N=O,8.0,7
11552,CC1=C2NC12,7.0,5
11553,CC1=C2C1N2O,8.0,6
11554,CC1=C2C1N2OO,9.0,7
11555,CC1C23NC12O3,7.0,6
11556,CC1C23OC12N3O,8.0,7
11557,CC1(O)C23NC12O3,8.0,7
11558,CC12ON3C14OC324,9.0,7
11559,CC12N3C14OC324,8.0,6
11560,CC1C2(O)NC12O,7.0,7
11561,CC1C23NC12OO3,8.0,7
11562,CC1C2(O)N3OC132,8.0,7
11563,CC12OC13NC23O,8.0,7
11564,CC12OC13N1OC123,9.0,7
11565,CC12N3C1(O)C32O,8.0,7
11566,CC12N3C14OOC324,9.0,7
11567,CC1C2=NC21O,7.0,6
11568,CC1C2=NC21OO,8.0,7
11569,CC12OC13N=C23,8.0,6
11570,CC1(O)C2=NC21O,8.0,7
11571,CC12OOC13N=C23,9.0,7
11572,CC1=CC1(N)O,7.0,6
11573,CC1=CC1(N)OO,8.0,7
11574,CC1=CC12NO2,8.0,6
11575,CC1=CC1(O)NO,8.0,7
11576,CC1=CC12NOO2,9.0,7
11577,CC1=CC12ON2O,9.0,7
11578,CC1=CC1(O)N=O,9.0,7
11579,CC1=C2OC12N,7.0,6
11580,CC1=C2OC12NO,8.0,7
11581,CC1=C2OC12N=O,9.0,7
11582,CC1=C(O)C1(N)O,7.0,7
11583,CC1=C2OOC12N,8.0,7
11584,CC1=C(O)C12NO2,8.0,7
11585,CC1=C2ONC12O,8.0,7
11586,CC1=C2ON3OC123,9.0,7
11587,CC1=C2NC12O,7.0,6
11588,CC1=C2NC12OO,8.0,7
11589,CC1=C2N3OC123,8.0,6
11590,CC1=C2N(O)C12O,8.0,7
11591,CC1=C2N3OOC123,9.0,7
11592,Cc1cc1=N,7.0,5
11593,Cc1cc1=NO,8.0,6
11594,Cc1cc1=NOO,9.0,7
11595,Cc1c(O)c1=N,7.0,6
11596,Cc1c(OO)c1=N,8.0,7
11597,Cc1c2noc1-2,8.0,6
11598,Cc1c(O)c1=NO,8.0,7
11599,CC1=C2OON=C12,9.0,7
11600,CC1=C2N=C12,8.0,5
11601,C=COCC,7.0,5
11602,C=COOCC,8.0,6
11603,C=CONOCC,9.0,7
11604,C=COC(C)O,6.0,6
11605,C=COC(C)ON,7.0,7
11606,C=COC(C)=O,5.0,6
11607,C=CONCC,7.0,6
11608,C=COONCC,8.0,7
11609,C=CON(O)CC,8.0,7
11610,C=COC(C)N,7.0,6
11611,C=COC(C)NO,8.0,7
11612,C=COC(C)N=O,9.0,7
11613,C=COOC(C)N,8.0,7
11614,C=CONC(C)O,8.0,7
11615,C=CON1OC1C,9.0,7
11616,C=COC(C)(N)O,7.0,7
11617,C=COC1(C)NO1,8.0,7
11618,C=CONC(C)=O,8.0,7
11619,C=CON=CC,8.0,6
11620,C=COON=CC,9.0,7
11621,C=COC(C)=N,8.0,6
11622,C=COC(C)=NO,9.0,7
11623,C=COOC(C)=N,9.0,7
11624,C=CON=C(C)O,9.0,7
11625,C=C(O)OCC,7.0,6
11626,C=C(ON)OCC,8.0,7
11627,C=C1OC(C)O1,7.0,6
11628,C=C(O)ONCC,6.0,7
11629,C=C1ON(CC)O1,7.0,7
11630,C=C(O)OC(C)N,6.0,7
11631,C=C1ONC(C)O1,7.0,7
11632,C=C1OC(C)(N)O1,7.0,7
11633,C=C(O)ON=CC,7.0,7
11634,C=C(O)OC(C)=N,7.0,7
11635,C=C1ON=C(C)O1,8.0,7
11636,C=CNOCC,7.0,6
11637,C=CNOOCC,8.0,7
11638,C=CN(O)OCC,8.0,7
11639,C=CNOC(C)O,6.0,7
11640,C=CN1OC(C)O1,7.0,7
11641,C=CNOC(C)=O,5.0,7
11642,C=CNCC,7.0,5
11643,C=CN(O)CC,8.0,6
11644,C=CN(CC)OO,9.0,7
11645,C=CNC(C)O,7.0,6
11646,C=CNC(C)OO,8.0,7
11647,C=CN1OC1C,8.0,6
11648,C=CN(O)C(C)O,8.0,7
11649,C=CN1OOC1C,9.0,7
11650,C=CNC(C)=O,6.0,6
