rmat_tag,distance,SMILES
41996200_S2,12.0,CC1CC=C(C)C=CC(O)C1
41996300_S2,11.0,CCNC1C=C(C)C=CC(O)C(O)C1C
41996600_S2,14.0,CCN1C2C=C(C)C=CC(O)(O)C1C2C
41997000_S2,11.0,CCNC1C=CC(C)=CC(O)C(C)C1O
41997100_S2,13.0,CCN1C2C=CC(C)=CC(=O)C(C)C21O
41997300_S2,10.0,CCNC1C=CC(C)=CC2(O)C(C)C12O
41997600_S2,14.0,CCN1C23C=CC(C)=CC4(OO2)C(C)C143
41997800_S2,12.0,CCNC12C=CC(C)=CC(O1)C(C)C2O
41998800_S2,12.0,CCNC1=CC=CC(C)=CCC1C
41998900_S2,13.0,CCN(O)C1C=C(C)C=CC=CC1C
41999400_S2,13.0,CCNOC1=C2C=CC(C)=CC(O2)C1C
41999500_S2,13.0,CCN(O)OC1=C2C(C=C(C)C=C1)C2C
41999800_S2,13.0,CCN1C2=C(OO)C(C)C1C=C(C)C=C2
42000800_S2,9.0,CCNC(O)C(C)C1(O)C=C(C)C=CC1
42000900_S2,7.0,CCNC1(C(C)C(O)O)C=C(C)C=CC1
42001100_S2,7.0,CCN1OC2(O1)C(C)C21C=C(C)C=CC1
42001400_S2,11.0,CCN1OC2C=CC(C)=CC23OC1C3C
42001800_S2,8.0,CCNC1(O)OC2C=CC(C)=CC2C1C
42001900_S2,9.0,CCN1OC2OC3C=CC(C)=CC31C2C
42002000_S2,7.0,CCNOC12OC3C=CC(C)=CC31C2C
42002500_S2,11.0,CCNC1C=CC(C)=CC1C(C)C
42002700_S2,11.0,CCN1C2C=CC(C)=CC21C(C)C
42002800_S2,10.0,CCNC1C=CC(C)=CC12CC2C
42003000_S2,9.0,CCN1OC12C=CC(C)=CC2C(C)C=O
42003400_S2,11.0,CCN1C23C=CC(C)=CC12C(C)COO3
42003800_S2,10.0,CCN=C1C=CC(C)=CC1(O)C(C)CO
42003900_S2,11.0,CCN=C1C=CC(C)=CC12CC2C
42004400_S2,11.0,CCN=C1C2C=CC(C)=CC2C1C
42005000_S2,11.0,CC1C2C3(O)C=CC(C)=CC213
42007300_S2,8.0,CCNCC(C)C1=CC=CC(C)=C1
42010000_S2,8.0,CC=CC(=CCC1COC1O)C
42010100_S2,14.0,CC=CC(=CC(=O)C(C=NCC)CO)C
42010200_S2,12.0,CC=CC(=CC(=NCC)C(C)CO)C
42010300_S2,12.0,CC=CC(=CC12OCC1C2N(O)CC)C
42010600_S2,11.0,CCN1OC2C3COCC=CC(C)=CC231
42010700_S2,13.0,CCN1OCC(C)C1C=C(C=CCO)C
42010800_S2,11.0,OCC1CC12C=C(C)C=CCO2
42010900_S2,12.0,CC1CC=C(C)C=CC(O)OC1
42011600_S2,12.0,CCN1OCC2CC2C=C(C)C=CC1O
42012400_S2,14.0,CCNC1CC=CC(C)=CC(=O)C1CO
42012600_S2,11.0,CCN1OC23CC=CC(C)=CC12C3CO
42012700_S2,13.0,CCNC12C=C(C)C=CC3OCC1C3O2
42012800_S2,15.0,CCN=C1C2C=CC(C)=CC(O2)C1CO
42013000_S2,15.0,CCN1OCC2CC=C(C)C=CC(=O)C21
42013900_S2,14.0,CCN(O)C1=CC=CC(C)=CCC1CO
42014200_S2,14.0,CCN1OC2=C3C(CO)C31C=C(C)C=C2
42014300_S2,15.0,CCN1OC2C=C(C)C=CC1=CC2CO
42014800_S2,11.0,CCNOC1(C(C)CO)C=C(C)C=CC1
42015100_S2,13.0,CCN=CC1COC2C=CC(C)=CC21O
42015300_S2,10.0,CCN1OC2C=CC(C)=CC23C2COC213
42015500_S2,11.0,CCN1CC(CO)C2C=C(C)C=CC21
42016300_S2,12.0,CCN(O)OCC1CC2C=CC(C)=CC21
42016400_S2,11.0,CCN1OC2C3C=CC(C)=CC31C2CO
42017300_S2,13.0,CCNC1=C2C=CC(C)=CC23OCC13
42017700_S2,11.0,CCN=CC(COO)C1=CC=CC(C)=C1
42017900_S2,9.0,CCNOCC1COC2=C1C=C(C)C=C2
42018400_S2,11.0,CCN=C1C2=C(C=C(C)C=C2)C1CO
42019000_S2,12.0,CC=CC(=CC1C(C=O)CON1CC)C
42019400_S2,10.0,CCN=CC=CC(=CC1C(=O)C1C=O)C
42019500_S2,10.0,O=CC1CC=C(C)C=CCC1=O
42019600_S2,13.0,CCNC12OC1C=CC(C)=CCC2C=O
42020200_S2,13.0,CCN1OC2C=CC(C)=CC21C(C)C=O
42020300_S2,8.0,CCNC1C=CC(C)=CC12C(=O)C2C=O
42020400_S2,11.0,CCN=C1C=CC(C)=CC12CC2C=O
42021200_S2,13.0,CC=CC(=CCC(C=NCC)COO)C
42021300_S2,9.0,CC=CC(=CC(NCC)C1COC1O)C
42021500_S2,11.0,CC=CC(=CC12CC1CO2)C
42021700_S2,12.0,CCN=C1OCC=CC(C)=CCC1CO
42022300_S2,12.0,CCN1CC=CC(C)=CC2OC1C2CO
42022500_S2,10.0,CCN1CC=CC(C)=CC12C1OCC12
42022700_S2,12.0,CCNC(O)C=CC(=CC12CC1CO2)C
42022800_S2,13.0,CCN1C(=O)C=CC(C)=CC2C1C2CO
42023000_S2,13.0,CCN=CC=CC(=CCC(C)COO)C
42023100_S2,11.0,CCN=CC=CC(=CC12OC1C2CO)C
42023200_S2,13.0,CCN=C1C=CC(C)=CC2OCC2CO1
42023500_S2,12.0,CCN1OCC2CC=C(C)C=CCC2O1
42023600_S2,10.0,CCNC1C=C(C)C=CCC2(O)OCC12
42024100_S2,13.0,CCNC1C=C(C)C=CC2OCC1C2=O
42024300_S2,13.0,CCNC1C=CC(C)=CC2OCC2C1
42024700_S2,12.0,CCNC12C=CC(C)=CC3C1C3CO2
42024800_S2,12.0,CCN=C1C=CC(C)=CC2OC13OCC23
42025200_S2,13.0,OCC1C2=CC=CC(C)=CC21
42026000_S2,10.0,O=CC1COC12C=C(C)C=CC2
42026300_S2,12.0,CCN=C1OC2C=CC(C)=CC23OCC13
42026600_S2,13.0,CCN1OC23C=CC(C)=CC12C(C)CO3
42026700_S2,10.0,CCNC1C=CC(C)=CC12OCC2CO
42026800_S2,9.0,CCNC1C=CC(C)=CC12CC2CO
42027100_S2,11.0,CCN1C23C=CC(C)=CC12C(CO)CO3
42027500_S2,11.0,CCN1OCC2C3C=C(C)C=CC3C21O
42027900_S2,13.0,CCN=C1C2COC13C=CC(C)=CC23
42030200_S2,12.0,CC=CC(=CC1C2COC2ON1CC)C
42030300_S2,13.0,CC=CC(=CC12OC3ON(CC)C1C32)C
42030400_S2,14.0,CCN1CC2CC=C(C)C=CCOC2O1
42030600_S2,12.0,CCNCC=CC(=CC1OC2OCC12)C
42030800_S2,13.0,CCNC1C=CC(C)=CCC(C)C(O)O1
42031200_S2,10.0,OC1OC23CC=CC(C)=CC2C13
42031300_S2,14.0,CCN1OC2OC3C=CC(C)=CC4C2C341
42031400_S2,15.0,CCN1C2C=CC(C)=CCC(C3OO3)C21
42031800_S2,16.0,CCN1OC2OC13C=C(C)C=CC=CC23
42032200_S2,11.0,CCNC1OC2OC3(C=C(C)C=CC3)C12
42032400_S2,14.0,CCN=CC1C2OC3C=CC(C)=CC31O2
42032500_S2,12.0,CCN1C2C=CC(C)=CC21C(C)C(O)O
42032600_S2,13.0,CCN1C23C=CC(C)=CC12C(C)C(O)O3
42033000_S2,12.0,CCNC12OC3OC14C=CC(C)=CC4C32
42034200_S2,15.0,CCN1CC2C1C=C(C)C=CCOC2=O
42034300_S2,12.0,CCN=CC=CC(=CC1C2OC(=O)C12)C
42034800_S2,12.0,CCNOC(=O)C1C2C3C=CC(C)=CC321
42035200_S2,11.0,CC=CC(=CC1CC1C=O)C
42035400_S2,14.0,CCN1CC=CC(C)=CC1(O)C(C)C=O
42035900_S2,14.0,CCNC1(O)C=CC(C)=CCC(C=O)C1
42036700_S2,14.0,CCNC1C(C=O)C23C=C(C)C=CC12O3
42037400_S2,14.0,CCNC1C=C(C)C=CCOC(=O)C1C
42037600_S2,16.0,CCN1C2C=C(C)C=CC3OC(=O)C2C31
42038000_S2,11.0,O=C(O)C1C2C3C=CC(C)=CC321
42038100_S2,15.0,CCN1C2=C3C=CC(C)=CC31C2C(=O)O
42038500_S2,10.0,CC=CC(=CC12OCC1CN(CC)O2)C
42038800_S2,8.0,CC=CC(=CC12ON(CC)CC1C2O)C
42039100_S2,10.0,CCN1CC2COC2C=C(C)C=CCO1
42039900_S2,12.0,CCN1CC(C)C12C=C(C)C=CC(O)O2
42040100_S2,11.0,CCN1CC(C=O)C1C=C(C=CC=O)C
42040200_S2,11.0,CCNCC1CC12C=C(C)C=CC(=O)O2
42040600_S2,10.0,CCN1CC2CC=C(C)C=CC1OOC2
42040700_S2,9.0,CCN1CC2C3OC1C=CC(C)=CC32O
42040800_S2,11.0,CCN1CC2CC2(O)C=C(C)C=CC1=O
42041600_S2,8.0,CCNCC1C2C=C(C)C=CCC1(O)O2
42041700_S2,11.0,CCN1CC2C3CC=CC(C)=CC21OO3
42042000_S2,11.0,CCNCC1CC2C=CC(C)=CC1O2
42042300_S2,10.0,CCNCC1CC=C(C)C=CC(O)C1=O
42043100_S2,11.0,CCN1CC2C3C=C(C)C=CC1(O)C2O3
42043700_S2,10.0,CCNCC1C(O)=CC=CC(C)=CC1O
42044000_S2,11.0,CCN1CC2C3=C(O)C=CC(C)=CC321
42045300_S2,7.0,CCNCC(CO)C1C=C(C)C=CC1O
42045900_S2,10.0,CCN1CC(C)C12C=C(C)C=CC2(O)O
42046300_S2,6.0,CCN1CC2C(O)C23C=C(C)C=CC13
42046400_S2,7.0,CCN1CC2C(O)OC13C=CC(C)=CC23
42047000_S2,9.0,CCN1CC2C3C=C(C)C=CC3C21OO
42048900_S2,6.0,CCNCC(C=O)C1=CC=CC(C)=C1
42049900_S2,10.0,CCN1CC2C3=C(C=CC(C)=C3)C21
42051100_S2,9.0,CCNC1OCC=CC(C)=CC2CC21
42051400_S2,12.0,CCN1C(C=C(C=CC=O)C)C(C)C1O
42051700_S2,9.0,CCN1C2C=CC(C)=CCC3C(O2)OC31
42051800_S2,10.0,CCN1C2OC13C=CC(C)=CC1C(O3)C12
42052300_S2,12.0,CCN1OC1C1CC=C(C)C=CC(O)C1
42052400_S2,10.0,CCN1C(O)C2C34OC3C=CC(C)=CC214
42052600_S2,9.0,CCN1C2C=CC(C)=CC3C(C1O)C32O
42052900_S2,11.0,CCN1OC1C1CC=C(C)C=CC=C1O
42053000_S2,12.0,CCN1OC23C=C(C)C=CC=C2C3C1O
42053500_S2,7.0,CCNC1OC2OC3(C=C(C)C=CC3)C21
42053600_S2,5.0,CCNC(O)C1C(=O)C12C=C(C)C=CC2
42053700_S2,11.0,CCN1OC23C=C(C)C=CC2OC1C3C
42053800_S2,10.0,CCN1C(O)C(C)C12C=C(C)C=CC2O
42053900_S2,11.0,CCN1C2OC3(O)C=CC(C)=CC13C2C
42054400_S2,8.0,CCNC1OC23OC4(C=C(C)C=CC42)C13
42055300_S2,6.0,CCN1C2OC1(O)C2C1=CC=CC(C)=C1
42055400_S2,8.0,CCNC1OC2=C(C=C(C)C=C2)C1C
42056200_S2,11.0,CC=CC(=CC12OCC1C(=O)N2CC)C
42056500_S2,10.0,CCNC(=O)C1C2C=C(C)C=CCC21
42057100_S2,11.0,CCN1C(=O)C2C3C=C(C)C=CC34OC214
42057400_S2,9.0,CCNC(=O)C1CC2=C1C=C(C)C=C2
42057600_S2,11.0,CC=CC(=CC(=O)C1C2OC1N2CC)C
42057700_S2,9.0,CC=CC(=CC1CC1C(O)N(O)CC)C
42057900_S2,9.0,CCN1C2OC13OCC=CC(C)=CCC23
42058000_S2,9.0,CCN1C(O)C2C3OCC=CC(C)=CC321
42058300_S2,9.0,CCN1CC=CC(C)=CCC2C(=O)OC21
42058400_S2,10.0,CCN1CC=CC(C)=CC23CC2C1O3
42059000_S2,11.0,CCN1C(OO)C2C3CC=CC(C)=CC321
42059300_S2,12.0,CCN1C2OC34C=CC(C)=CCC2C13O4
42059600_S2,12.0,CCN1C2OC13C=CC(C)=CC1(O)C3C21
42059900_S2,12.0,CCN1OC2=C3C(C=C(C)C=C2)C3C1O
42061300_S2,9.0,CCN(O)C(O)C1C2C3C=CC(C)=CC321
42062100_S2,8.0,CCN1OC1C(C)C1=CC=CC(C)=C1
42062400_S2,7.0,CCN1C2=C(C=C(C)C=C2)C2C(=O)OC21
42063000_S2,10.0,CC=CC(=CCC1COC12ON2CC)C
42063200_S2,11.0,CCNC12OCC=CC(C)=CC3(CC31)O2
42063600_S2,12.0,CCN1OC12OC13C=C(C)C=CCC1C32
42064200_S2,10.0,CCNC1(O)OC2(C=C(C)C=CC2)C1C
42064600_S2,10.0,CCN1C23C=C(C)C=CC2C2OC1(O)C23
42065700_S2,11.0,CCN1C2C=CC(C)=CCC(CO2)C1=O
42066000_S2,13.0,CCN1C2C=C(C)C=CC=CC2C1=O
42067700_S2,12.0,CCN=CC(C)CC=C(C=CC(=O)O)C
42068200_S2,10.0,CCN=CC1C23C=C(C)C=CCC1(O2)O3
42069600_S2,5.0,CCN=CC(C(=O)O)C1C=C(C)C=CC1
42069900_S2,8.0,CCN=CC1C2OOC3C=CC(C)=CC321
42070700_S2,10.0,CCN=CC1C2OC13C=C(C)C=CC23O
42072400_S2,9.0,CC=CC(=CC12OC(=NCC)C1C2O)C
42072900_S2,9.0,CCN=C1OC23CC=CC(C)=CC2C13
42075000_S2,10.0,CCN=C(O)C1CC1C=C(C=CCO)C
42075100_S2,11.0,CCN=C1OCC=CC(C)=CC2OCC21
42075800_S2,13.0,CCN=C1OOC2=C3C(C=C(C)C=C2)C31
42076100_S2,8.0,CCN=C1OC2OC3C=CC(C)=CC3C21
42078700_S2,14.0,CC=CC(=CCC1CC1=NCC)C
42078800_S2,13.0,CC=CC(=CC(O)(ONCC)C1CC1)C
42079100_S2,11.0,CC=CC(=CC1C2CC12)C
42079400_S2,14.0,CCN1OCC=CC(C)=CC(C2CC2)O1
42079600_S2,10.0,OCC=CC(=CC12OC13CC23)C
42079700_S2,14.0,CCN(O)C1CC1CC=C(C=CC=O)C
42079900_S2,12.0,CCNC(C=C(C=CCO)C)C1CC1=O
42080400_S2,13.0,CCNC(C=C(C=CC=O)C)C1CC1
42081100_S2,14.0,CCNC(O)C=CC(=CC(=O)C1CC1)C
42081200_S2,13.0,CCN1C2C=CC(C)=CC3(O2)C2CC213
42081500_S2,12.0,CCN1OC1C=CC(=CC1C2CC12)C
42081600_S2,14.0,CCN1OC1(O)C=CC(=CCC1CC1)C
42081700_S2,12.0,CCN1C2(O)C=CC(C)=CC13C1CC13O2
42081900_S2,10.0,CCN=CC=CC(=CCC1CC1(O)O)C
42082200_S2,12.0,CCN=C(O)C=CC(=CC1C2CC12)C
42082300_S2,13.0,CCN=C(O)C=CC(=CCC1CC1)C
42082400_S2,12.0,CCN=C1C=CC(C)=CC2(O1)C1CC12O
42082700_S2,13.0,CC1=CCC2CC2CC=C1
42082800_S2,15.0,CCNC12CC=CC(C)=CC3(OO3)C1C2
42083000_S2,12.0,OC12C=C(C)C=CCC13CC23
42083100_S2,16.0,CCN1OC2C=CC(C)=CC(=O)C3CC231
42083200_S2,13.0,CCNOC12C=C(C)C=CC(O)C13CC23
42083300_S2,14.0,CCN1OC2C=CC(C)=CCC3CC231
42083500_S2,14.0,CCNC12C=C(C)C=CC3(O1)OC31CC21
42083600_S2,14.0,CCNC1C=C(C)C=CC(=O)C2CC12
42083700_S2,13.0,CCNC1C=CC(C)=CC(O)C2CC12
42084100_S2,13.0,CCN(O)C12C=CC(C)=CCC3CC31O2
42084200_S2,13.0,CCNC12C=CC(C)=CC3(O1)C1CC123
42085200_S2,8.0,O=C1CC1C1(O)C=C(C)C=CC1
42085600_S2,12.0,OC1C=CC(C)=CC1C1CC1
42086100_S2,9.0,CCNOC1C=CC(C)=CC12C1CC12O
42086800_S2,10.0,CCNC12C=CC(C)=CC1C1CC1O2
42087100_S2,12.0,CCN1C2(O)CC2C23C=C(C)C=CC12O3
42087500_S2,10.0,CCN=C1C=CC(C)=CC12C1CC12
42088500_S2,12.0,CCN1OOC23CC2C2C=C(C)C=CC213
42089200_S2,8.0,OOC1CC1C1=CC=CC(C)=C1
42091100_S2,15.0,CC=CC(=CC(=O)C1C(=NCC)C1O)C
42091300_S2,13.0,CC=CC(=CC12C3C(OO)C31N2CC)C
42091400_S2,14.0,CCN1C23C=C(C)C=CCOC4C2C41O3
42091500_S2,15.0,CCNC1C2OC3(C=C(C)C=CCO3)C12
42091600_S2,11.0,CCNC12C=C(C)C=CCOC13C(O)C23
42091800_S2,11.0,CCNCC=CC(=CC1OC2C(=O)C12)C
42092400_S2,12.0,CCN=CC=CC(=CC1(O)C2C3OC321)C
42092700_S2,13.0,CCNOC12CC=CC(C)=CC3OC1C32
42092900_S2,14.0,CCN(O)C12C=C(C)C=CC3OC4C1C342
42093100_S2,15.0,CCNC1C=CC(C)=CC2OOC3C1C23
42093600_S2,15.0,OC1C2=C3C=CC(C)=CC(O3)C21
42093800_S2,10.0,OC1(C2C3OC32)C=C(C)C=CC1
42094000_S2,12.0,CCN1OC12C1OC3C=CC(C)=CC3C12
42094600_S2,12.0,CCN1C2(O)C=CC(C)=CC23C2C(O)C213
42094700_S2,11.0,CCN=C1C=CC(C)=CC1C1C(O)C1O
42095100_S2,13.0,CCNC12C(O)C1C1C=C(C)C=CC12O
42096500_S2,14.0,CC=CC(=CC1C2C(C2=O)N1CC)C
42096600_S2,12.0,O=C1C2C(C=C(C=CCO)C)C21
42096900_S2,13.0,O=C1C2C3(O)C=C(C)C=CCC213
42097100_S2,16.0,CCNC1=C2C(C(O)C=C(C)C=C1)C2=O
42097200_S2,11.0,O=C1C2OC3C=CC(C)=CC3C21
42097500_S2,13.0,CCN1C23C=C(C)C=CC12C1(O)C3C1=O
42097900_S2,14.0,CC=CC(=CC(=O)C1CC1ONCC)C
42098100_S2,10.0,CC=CC(=CC12OC3C1C32O)C
42098300_S2,10.0,OCC=CC(=CC1C2C3OC132)C
42098400_S2,14.0,CCN1OC2C3C(C=C(C=CC=O)C)C231
42099100_S2,13.0,CCNC1(O)C=CC(C)=CC2C3C(O1)C23
42099300_S2,14.0,CCN=C1C=CC(C)=CC2C3C(OO1)C23
42099500_S2,13.0,OOC1C2CC=CC(C)=CCC21
42099700_S2,13.0,CC1=CC2OC3C2C32OC2C=C1
42099800_S2,14.0,CCNC12C=C(C)C=CC(=O)C13C(O)C23
42099900_S2,14.0,CCN(O)C1C=CC(C)=CCC2C1C2O
42100000_S2,14.0,CCN1OOC2C3C4C=C(C)C=CC1C423
42100600_S2,10.0,CCNC12OC1C2C1C=C(C)C=CC1
42101200_S2,11.0,CCN1C2C=CC(C)=CC21C1C2OC21
42101900_S2,15.0,CCN1OC23C=CC(C)=CC24OC2C4C213
42103300_S2,14.0,CC=CC(=CCC1CC12ON(CC)O2)C
42103600_S2,14.0,CCNCC=CC(=CCC1CC12OO2)C
42104000_S2,15.0,CCN1OC2(O)C3CC=C(C)C=CCC312
42104300_S2,17.0,CCN=C1C=CC(C)=CC23OC4(O2)C1C34
42104500_S2,14.0,CCN1OC23OC4(C=C(C)C=CC4)C2C13
42104700_S2,13.0,CCN1OC2(O)CC2C2C=C(C)C=CC21
42104800_S2,13.0,CCNC12C=CC(C)=CC1C1CC1(O)O2
42105000_S2,11.0,OC12OC13C1C=CC(C)=CC1C32
42105100_S2,13.0,CCNC12C=C(C)C=CC13OC14OC31C24
42105800_S2,14.0,CC=CC(=CC(=O)C1CC1=O)C
42105900_S2,15.0,CCN=C(C=C(C=CCO)C)C1CC1=O
42106300_S2,16.0,CCN1OC12C=CC(C)=CCC1C2C1=O
42106600_S2,11.0,CCN1OC23C(C2=O)C32C=C(C)C=CC12
42106800_S2,14.0,CCNC12C=CC(C)=CC1(O)C1C2C1=O
42106900_S2,9.0,O=C1C(O)C1C1=CC=CC(C)=C1
42107700_S2,13.0,CCN1OCC=CC(C)=CC(=O)C2CC21
42107900_S2,11.0,CCN1C(C=C(C=CC=O)C)C2C(O)C21
42108200_S2,12.0,CCN1OC(O)C=CC(C)=CCC2CC21
42108500_S2,9.0,CCN1CC=CC(C)=CCC2C(O)C21
42109000_S2,10.0,CCN1C(O)C=CC(C)=CC23OC24C1C34
42109500_S2,12.0,CCNC1C2CC=CC(C)=CC(=O)C21
42110700_S2,14.0,CCNC1C2=C(O)C=CC(C)=CC(=O)C21
42111400_S2,8.0,CCNC1C(=O)C1C1C=C(C)C=CC1=O
42111700_S2,9.0,CCNC1C2C1C21C=C(C)C=CC1(O)O
42112700_S2,11.0,CCN1OC23C1C2C12C=C(C)C=CC13O2
42113600_S2,9.0,CCN(O)C1CC1C1=C(O)C=CC(C)=C1
42114200_S2,7.0,CCNC1C2C3=C(C=CC(C)=C3)C12O
42114700_S2,11.0,CC=CC(=CCC1C2N(CC)C21O)C
42115400_S2,11.0,CCN1C(O)C=CC(C)=CCC2C3OC321
42115800_S2,14.0,CCN1OC2C=CC(C)=CC3OC14C2C34
42115900_S2,13.0,CCNC12OC34C=C(C)C=CC(=O)C31C42
42116400_S2,7.0,CCNC12OC13C2C31C=C(C)C=CC1
42116700_S2,8.0,CCN1C2C=CC(C)=CC2C2C(=O)C21O
42117000_S2,11.0,CCN1C23C4C=CC(C)=CC4C2C13O
42118100_S2,9.0,CC=CC(=CCC1C(O)C1(O)NCC)C
42119300_S2,15.0,CCN1C23C4C5C=C(C)C=CC2(O5)OC413
42119700_S2,10.0,CCN1C2C(C3C=C(C)C=CC3)C21O
42120000_S2,10.0,CCNC12CC1C1C=C(C)C=CC1O2
42120100_S2,11.0,CCN1C2C=CC(C)=CC2C2CC21OO
42120400_S2,12.0,CCN1OOC12C1C3C=CC(C)=CC3C12
42120500_S2,11.0,CCNC1(O)C2C1C1C=C(C)C=CC12O
42121800_S2,12.0,CCN=C1C2OCC=CC(C)=CC(=O)C21
42122000_S2,9.0,CCN=C1C2C(C=C(C=CCO)C)C21O
42122100_S2,12.0,CCN=C1C2C1C21C=C(C)C=CC(O)O1
42122700_S2,13.0,CCN=C1C2C34C=C(C)C=CC(O3)C21O4
42122800_S2,14.0,CCN=C1C2C(=O)C=CC(C)=CC(O)C21
42123100_S2,8.0,CCN=C1C(O)C1C1C=C(C)C=CC1
42134100_S2,12.0,CCNC1(C2C3=C2OO3)C=C(C)C=CC1
42140300_S2,11.0,CC=CC(=CC12CC1COO2)C
42140600_S2,10.0,CC=CC(=CC12CC1C2OONCC)C
42141200_S2,12.0,O=CC=CC(=CC12CC1CO2)C
42141300_S2,10.0,CCNOC1OCC=CC(C)=CC2CC21
42141500_S2,10.0,OCC=CC(=CC12CC1C2)C
42141900_S2,13.0,CCNC1(C=C(C=CC=O)C)CC1C=O
42142000_S2,14.0,CCN=C1C2CC12C=C(C=CC(=O)O)C
42143000_S2,9.0,CCNC1C=CC(C)=CC23CC2C3(O)O1
42143100_S2,13.0,CCN1C2OC1(O)C=CC(C)=CC1CC12
42143300_S2,11.0,CCNC(=O)C=CC(=CC12CC1C2O)C
42144200_S2,11.0,OC1CC=CC(C)=CC2CC12
42144400_S2,13.0,CCN1OOC2CC=CC(C)=CC13CC23
42144700_S2,13.0,CCN1OC2C=CC(C)=CC3CC3C21O
42145000_S2,13.0,CCN1OC2C=CC(C)=CC3CC3C2O1
42145100_S2,15.0,CCN1C2C(OO)C=CC(C)=CC13CC23
42145700_S2,11.0,CCN1C2C=CC(C)=CC13CC3C2(O)O
42145900_S2,15.0,CCN(O)C12C=CC(C)=CC3(CC3C1)O2
42146900_S2,14.0,CC1=CC2CC2C=CC=C1
42147200_S2,15.0,CCNC12C=C(C)C=CC(OO)=CC1C2
42148300_S2,8.0,O=CC1CC12C=C(C)C=CC2
42148800_S2,12.0,CCN1OC1C1CC12C=C(C)C=CC2=O
42149500_S2,12.0,CCN1CC2CC23C=C(C)C=CC13O
42151400_S2,13.0,CCN(O)C1=C2C=CC(C)=CC23CC13
42152500_S2,12.0,CC=CC(=CC1C(C)C1ONCC)C
42153200_S2,14.0,CCN1C2OC3C2C31C=C(C=CC=O)C
42153400_S2,13.0,CCN1CC=CC(C)=CC23CC2C3OO1
42153500_S2,14.0,CCN(O)C1C=CC(C)=CC2C(C)C2O1
42153800_S2,12.0,CCN=CC=CC(=CC1C2COC12)C
42154500_S2,15.0,CCN=C1C(O)C=CC(C)=CC2C(O)C12
42154900_S2,15.0,CCNC12C=CC(C)=CC3(O)C(C1)C3O2
42156000_S2,9.0,CC1=CC2(CC=C1)C1COC12
42157400_S2,12.0,CCNOC1C2C(O)=C3C=CC(C)=CC312
42158200_S2,14.0,CCNC(O)C=CC(=CC1C(C)C1=O)C
42158400_S2,14.0,CCN(O)C12CC=CC(C)=CC13C2C3=O
42158900_S2,12.0,CCNC1C=CC(C)=CC12C(C)C2=O
42159700_S2,13.0,CCN=C1OC2C(C=C(C=CCO)C)C12
42159800_S2,13.0,CCN=C1C2C(O)C12C=C(C=CCO)C
42160500_S2,13.0,CCN1OCC2C3C=C(C)C=CC1OC32
42161000_S2,12.0,O=C1CC=CC(C)=CC2C(O)C12
42162300_S2,16.0,CCN1OC2=CC3C(C=C(C)C=C2)C3O1
42162400_S2,15.0,OC12C=C(C)C=CC3=CC1C2O3
42163000_S2,12.0,CCNOC1C=CC(C)=CC12C(C)C2O
42163100_S2,14.0,CCN=CC1C(O)C12C=C(C)C=CC2=O
42163700_S2,11.0,CCNC12OC3C1C31C=C(C)C=CC21
42163800_S2,13.0,CC1=CC23C4CC2(C=C1)OOC43
42163900_S2,12.0,O=C1C2C3OC14C=CC(C)=CC324
42164800_S2,13.0,CC=CC(=CC1C2C3OC12ON3CC)C
42164900_S2,9.0,CC=CC(=CC12C3C14OC32O4)C
42165000_S2,14.0,CCN=C1C2C13C=C(C)C=CCOC23O
42165500_S2,14.0,OC12OC13C=C(C)C=CCCC32
42166000_S2,15.0,CC1=CC2C(C=CC=C1)C21OO1
42166100_S2,16.0,CC1=CC23OC24OC(=CC34)C=C1
42166500_S2,14.0,CCN1CC2C3(C=C(C)C=CC13)C21OO1
42166700_S2,12.0,OC1(O)C2CC3C=CC(C)=CC321
42166800_S2,15.0,CCN1OC23OC45C=CC(C)=CC42C3C15
42167400_S2,13.0,CCNC1C2C(=O)C12C=C(C=CCO)C
42167800_S2,15.0,CCN1C2C=CC(C)=CC13C(C2)C3=O
42168000_S2,15.0,CCNOC1=C2C3C(=O)C23C=C(C)C=C1
42168200_S2,14.0,CCNCC1C(=O)C12C=C(C)C=CC2=O
42169600_S2,8.0,CCN1OC23OCC=CC(C)=CC24C1C34
42169900_S2,10.0,CCN1OC2C3C1C23C=C(C=CC=O)C
42170000_S2,8.0,CCN1CC=CC(C)=CC2C(C(O)O)C21
42170300_S2,10.0,CCN1C(O)C=CC(C)=CC23CC2C13
42170400_S2,11.0,CCN1C(O)C=CC(C)=CC2C(C)C21
42171000_S2,11.0,CCN1OC23C=C(C)C=CCC(O)C2C13
42171700_S2,13.0,CCN1C2C3CC(O)(O)C=CC(C)=CC321
42171900_S2,10.0,CCN1C2C=CC(C)=CC3C(C2O)C31
42173500_S2,7.0,CCN1C2C(C23C=C(C)C=CC3)C1(O)O
42173700_S2,9.0,CCNC1C2COOC3C=CC(C)=CC321
42174000_S2,8.0,CCNC1C2C3OC4(C=CC(C)=CC124)O3
42174800_S2,8.0,CCNC1C2C3(O)OC34C=CC(C)=CC124
42176200_S2,9.0,CC=CC(=CC1C2C3(O)OC12N3CC)C
42176500_S2,13.0,CCN1CC2C3C=C(C)C=CCOOC321
42176700_S2,13.0,CCNC12OC(=O)C=CC(C)=CC1C2C
42176900_S2,12.0,CCN1C2C=CC(C)=CC34OC13C4CO2
