rmat_tag,distance,largest_cleaned
855200,12.0,CCN=C1CC=CC=C(C)C(O)C1
855201,13.0,CCN=C1CC=CC=C(C)C(OO)C1
855206,12.0,CC1=CC=CC2CCC1OO2
855207,12.0,CCNOC1C=CC=C(C)C(O)CC1
855208,12.0,CCNOC1CCC(O)C=CC=C1C
855209,13.0,CCN1OC2C=CC=C(C)C(CC2)O1
855210,10.0,OC1CC2OC2C=CC=C1C
855212,10.0,OC1C=CC=C(C)C2CC1O2
855215,12.0,CCNC1CC(O)C(C)=CC=CC1O
855216,13.0,CCNC1CC2OOC1C=CC=C2C
855217,13.0,CCN1OC2C=CC=C(C)C(O)CC21
855218,13.0,CCN1OC2CC1C(O)C=CC=C2C
855221,12.0,CCN1OC2CC13OC3C=CC=C2C
855223,12.0,CCN1OC2C=CC=C(C)C3CC21O3
855224,13.0,CCN=C1CC(O)C(C)=CC=CC1O
855228,12.0,O=C1C=CC=C(C)C(O)CC1
855229,13.0,CCNOC1CCC(=O)C=CC=C1C
855230,11.0,O=C1C=CC=C(C)C2CC1O2
855231,13.0,CCNC1CC(O)C(C)=CC=CC1=O
855233,12.0,CCNC12CC(O1)C(C)=CC=CC2=O
855239,10.0,OC1CC2OC1C=CC=C2C
855242,12.0,CCNC1CC2OC1C=CC=C2C
855246,12.0,CCN1OC12CC1OC2C=CC=C1C
855249,12.0,OC12C=CC=C(C)C(CC1)O2
855251,11.0,CC1=CC=CC23OC1CC2O3
855254,12.0,CCNC12CC3OC1(C=CC=C3C)O2
855260,11.0,CCNC1C=CC=C(C)C(O)CC1
855261,12.0,CCNC1C=CC=C(C)C(OO)CC1
855262,12.0,CCN(O)C1C=CC=C(C)C(O)CC1
855263,13.0,CCN1OOC2CCC1C=CC=C2C
855265,12.0,CCN1OC2CCC1C=CC=C2C
855267,10.0,CCNC1C=CC=C(C)C(O)CC1O
855268,11.0,CCNC1C=CC=C(C)C2CC1OO2
855269,11.0,CCN1OC2CC(O)C(C)=CC=CC21
855270,11.0,CCN1OC2CC(O)C1C=CC=C2C
855274,10.0,CCNC1C=CC=C(C)C2CC1O2
855275,11.0,CCN(O)C1C=CC=C(C)C2CC1O2
855278,10.0,CCN1OC23CC(O2)C(C)=CC=CC13
855279,12.0,CCN1C2C=CC=C(C)C(O)CC21
855280,13.0,CCN1C2C=CC=C(C)C(OO)CC21
855284,11.0,CCN1C2C=CC=C(C)C(O)CC21O
855285,12.0,CCN1C2C=CC=C(C)C3CC21OO3
855288,11.0,CCN1C2C=CC=C(C)C3CC21O3
855292,12.0,CCNC1(O)C=CC=C(C)C(O)CC1
855293,13.0,CCNC12C=CC=C(C)C(CC1)OO2
855294,13.0,CCN1OC12C=CC=C(C)C(O)CC2
855295,13.0,CCN1OC2CCC1(O)C=CC=C2C
855297,11.0,CCNC12C=CC=C(C)C(O)CC1O2
855298,12.0,CCN1OC2CC3OC31C=CC=C2C
855299,11.0,CCNC1(O)C=CC=C(C)C2CC1O2
855300,12.0,CCN1OC12C=CC=C(C)C1CC2O1
855301,10.0,CCNC12C=CC=C(C)C3CC1(O3)O2
855302,13.0,CCN1C2CC(O)C(C)=CC=CC21O
855320,13.0,CCN(O)C12C=CC=C(C)C(CC1)O2
855322,11.0,CCNC12C=CC=C(C)C(CC1O)O2
855325,13.0,CCN1C2CC3OC21C=CC=C3C
855338,13.0,CCN=C1C=CC=C(C)C(OO)CC1
855342,11.0,CCN=C1C=CC=C(C)C(O)CC1O
855348,11.0,CCN=C1C=CC=C(C)C2CC1O2
855350,10.0,CCN=C1C=CC=C(C)C2CC1(O)O2
855384,11.0,OC1CC=CC=CC=C1C
855387,13.0,CCNOOC1CC=CC=CC=C1C
855390,13.0,CCN(O)OC1CC=CC=CC=C1C
855392,10.0,OC1=CC=CC=C(C)C(O)C1
855393,11.0,CC1=CC=CC=C2CC1OO2
855394,11.0,CCNOC1=CC=CC=C(C)C(O)C1
855395,11.0,CCNOC1CC(O)=CC=CC=C1C
855397,10.0,CC1=CC=CC=C2CC1O2
855401,13.0,CCNC1=CC=CC=C(C)C(OO)C1
855402,13.0,CCN(O)C1=CC=CC=C(C)C(O)C1
855405,13.0,CCN1OC2CC1=CC=CC=C2C
855408,13.0,CC1=CC=CC2=CCC1OO2
855409,13.0,CCNOC1=CCC(O)C(C)=CC=C1
855410,13.0,CCNOC1CC=C(O)C=CC=C1C
855411,14.0,CCN1OC2=CCC(O1)C(C)=CC=C2
855414,11.0,OC1=C2CC(O2)C(C)=CC=C1
855416,13.0,CCNC1=C(O)C=CC=C(C)C(O)C1
855429,11.0,OC1=C2C=CC=C(C)C(C1)O2
855431,13.0,CCNC1=C2C=CC=C(C)C(C1)O2
855440,13.0,CCNC1=CCC(OO)C(C)=CC=C1
855441,13.0,CCN(O)C1=CCC(O)C(C)=CC=C1
855442,14.0,CCN1OOC2CC=C1C=CC=C2C
855444,13.0,CCN1OC2CC=C1C=CC=C2C
855446,11.0,CCNC1=C(O)CC(O)C(C)=CC=C1
855451,11.0,CCNC1=C2CC(O2)C(C)=CC=C1
855515,12.0,CC=CC=C(C)C(O)(O)CC
855520,11.0,CC=CC=C(C)C1(O)CCO1
855523,12.0,CC=CC=C(C)C1(ONCC)CCO1
855524,10.0,CC=CC=C(C)C12CC(O1)O2
855532,12.0,CC=CC=C(C)C1(O)CC(NCC)O1
855533,13.0,CC=CC=C(C)C12CC(O1)N(CC)O2
855534,11.0,CC=CC=C(C)C12CC(NCC)(O1)O2
855541,13.0,CC=CC=C(C)C1(O)CC(=NCC)O1
855550,13.0,CCNC1CC2(OCC=CC=C2C)O1
855557,12.0,CC1=CC=CCOC12CCO2
855576,12.0,CCNCC=CC=C(C)C1(O)CCO1
855577,13.0,CCN1CC=CC=C(C)C2(CCO2)O1
855578,11.0,CCNCC=CC=C(C)C12CC(O1)O2
855585,13.0,CCN1CC=CC=C(C)C2(O)CC1O2
855587,12.0,CCN1CC=CC=C(C)C23CC1(O2)O3
855594,13.0,CCNC1C=CC=C(C)C2(CCO2)O1
855615,13.0,CCN=CC=CC=C(C)C1(O)CCO1
855619,12.0,CCN=CC=CC=C(C)C12CC(O1)O2
855632,14.0,CCN=C1C=CC=C(C)C2(CCO2)O1
855646,11.0,OC1(O)CCCC=CC=C1C
855647,12.0,CC1=CC=CCCCC12OO2
855649,12.0,CCNOC1(O)CCCC=CC=C1C
855650,13.0,CCN1OC2(CCCC=CC=C2C)O1
855651,10.0,OC12CC(CC=CC=C1C)O2
855654,11.0,CCNOC12CC(CC=CC=C1C)O2
855655,9.0,CC1=CC=CCC23CC1(O2)O3
855656,12.0,CCNC1CC=CC=C(C)C(O)(O)C1
855657,13.0,CCNC1CC=CC=C(C)C2(C1)OO2
855658,13.0,CCN1OC2(O)CC1CC=CC=C2C
855663,11.0,CCNC12CC=CC=C(C)C(O)(C1)O2
855664,12.0,CCN1OC23CC1(CC=CC=C2C)O3
855665,13.0,CCN=C1CC=CC=C(C)C(O)(O)C1
855671,11.0,CC1=CC=CC2OC13CC2O3
855677,12.0,OC12CCC(C=CC=C1C)O2
855678,13.0,CCNOC12CCC(C=CC=C1C)O2
855680,13.0,CCNC1CC2(O)OC1C=CC=C2C
855682,12.0,CCNC12CC3(OC1C=CC=C3C)O2
855685,13.0,CC1=CC=CC23CCC1(O2)O3
855687,15.0,CCN=C1CC23OC1(C=CC=C2C)O3
855688,12.0,CCNC1C=CC=C(C)C(O)(O)CC1
855689,13.0,CCNC1C=CC=C(C)C2(CC1)OO2
855690,13.0,CCN1OC2(O)CCC1C=CC=C2C
855693,11.0,CCNC1C=CC=C(C)C2(O)CC1O2
855694,12.0,CCN1OC23CC(O2)C1C=CC=C3C
855697,10.0,CCNC1C=CC=C(C)C23CC1(O2)O3
855698,13.0,CCN1C2C=CC=C(C)C(O)(O)CC21
855704,12.0,CCN1C2C=CC=C(C)C3(O)CC21O3
855709,14.0,CCN1OC23CCC1(C=CC=C2C)O3
855713,13.0,CCN1C23C=CC=C(C)C4(CC12O4)O3
855715,13.0,CCNC12C=CC=C(C)C(O)(CC1)O2
855717,12.0,CCNC12C=CC=C(C)C3(CC1O3)O2
855725,13.0,CCN=C1C=CC=C(C)C(O)(O)CC1
855726,14.0,CCN=C1C=CC=C(C)C2(CC1)OO2
855731,12.0,CCN=C1C=CC=C(C)C2(O)CC1O2
855733,11.0,CCN=C1C=CC=C(C)C23CC1(O2)O3
855753,12.0,OC1(O)CC=CC=CC=C1C
855754,13.0,CC1=CC=CC=CCC12OO2
855755,13.0,CCNOC1(O)CC=CC=CC=C1C
855757,14.0,CCN1OC2(CC=CC=CC=C2C)O1
855758,11.0,OC12CC(=CC=CC=C1C)O2
855761,12.0,CCNOC12CC(=CC=CC=C1C)O2
855762,13.0,CCNC1=CC=CC=C(C)C(O)(O)C1
855767,13.0,OC12CC=C(C=CC=C1C)O2
855768,14.0,CCNOC12CC=C(C=CC=C1C)O2
855779,13.0,CCNC1=CCC(O)(O)C(C)=CC=C1
855780,14.0,CCNC1=CCC2(OO2)C(C)=CC=C1
855781,14.0,CCN1OC2(O)CC=C1C=CC=C2C
855786,12.0,CCNC1=C2CC(O)(O2)C(C)=CC=C1
855787,13.0,CCN1OC23CC(=C1C=CC=C2C)O3
855914,12.0,CC=CC=C(C)C(=O)CC
855917,11.0,CC=CC=C(C)C(=O)CCO
855918,12.0,CC=CC=C(C)C(=O)CCONCC
855923,12.0,CC=CC=C(C)C(=O)CC(O)NCC
855933,12.0,O=C1CCOCC=CC=C1C
855936,13.0,CCNC1CC(=O)C(C)=CC=CCO1
855948,12.0,CCNCC=CC=C(C)C(=O)CCO
855953,13.0,CCN1CC=CC=C(C)C(=O)CC1O
855979,14.0,CCN=C1C=CC=C(C)C(=O)CCO1
855989,11.0,O=C1CCCC=CC=C1C
855992,10.0,O=C1CC(O)CC=CC=C1C
855993,11.0,CCNOC1CC=CC=C(C)C(=O)C1
855995,12.0,CCNC1CC=CC=C(C)C(=O)C1
855998,11.0,CCNC1(O)CC=CC=C(C)C(=O)C1
855999,12.0,CCN1OC12CC=CC=C(C)C(=O)C2
856000,13.0,CCN=C1CC=CC=C(C)C(=O)C1
856002,12.0,O=C1CCC(O)C=CC=C1C
856003,13.0,CCNOC1C=CC=C(C)C(=O)CC1
856004,11.0,O=C1CC2OC2C=CC=C1C
856005,13.0,CCNC1CC(=O)C(C)=CC=CC1O
856007,12.0,CCNC12CC(=O)C(C)=CC=CC1O2
856010,13.0,O=C1C=CC=C(C)C(=O)CC1
856013,12.0,CCNC1C=CC=C(C)C(=O)CC1
856014,13.0,CCN(O)C1C=CC=C(C)C(=O)CC1
856017,12.0,CCN1OC2CC(=O)C(C)=CC=CC21
856019,13.0,CCN1C2C=CC=C(C)C(=O)CC21
856021,12.0,CCN1C2C=CC=C(C)C(=O)CC21O
856024,13.0,CCNC1(O)C=CC=C(C)C(=O)CC1
856025,14.0,CCN1OC12C=CC=C(C)C(=O)CC2
856026,12.0,CCNC12C=CC=C(C)C(=O)CC1O2
856029,13.0,CCN1C23C=CC=C(C)C(=O)CC12O3
856034,13.0,CCN=C1C=CC=C(C)C(=O)CC1
856036,12.0,CCN=C1C=CC=C(C)C(=O)CC1O
856049,12.0,O=C1CC=CC=CC=C1C
856052,11.0,O=C1CC(O)=CC=CC=C1C
856053,12.0,CCNOC1=CC=CC=C(C)C(=O)C1
856054,13.0,CCNC1=CC=CC=C(C)C(=O)C1
856057,13.0,O=C1CC=C(O)C=CC=C1C
856058,14.0,CCNOC1=CCC(=O)C(C)=CC=C1
856064,13.0,CCNC1=CCC(=O)C(C)=CC=C1
856065,14.0,CCN(O)C1=CCC(=O)C(C)=CC=C1
856067,12.0,CCNC1=C(O)CC(=O)C(C)=CC=C1
856068,13.0,CCN1OC2=C1C=CC=C(C)C(=O)C2
856177,11.0,CC=CC=C(C)C(CC)NCC
856183,12.0,CC=CC=C(C)C(CC)N(O)CC
856188,10.0,CC=CC=C(C)C(CCO)NCC
856189,11.0,CC=CC=C(C)C(CCOO)NCC
856200,11.0,CC=CC=C(C)C(CCO)N(O)CC
856201,12.0,CC=CC=C(C)C1CCOON1CC
856203,11.0,CC=CC=C(C)C1CCON1CC
856205,9.0,CC=CC=C(C)C(CC(O)O)NCC
856206,10.0,CC=CC=C(C)C(CC1OO1)NCC
856208,10.0,CC=CC=C(C)C1CC(O)ON1CC
856212,9.0,CC=CC=C(C)C(CC=O)NCC
856213,10.0,CC=CC=C(C)C(CC=O)N(O)CC
856215,8.0,CC=CC=C(C)C(CC(=O)O)NCC
856216,9.0,CC=CC=C(C)C1CC(=O)ON1CC
856231,11.0,CC=CC=C(C)C1CC(O)N1CC
856232,12.0,CC=CC=C(C)C1CC(OO)N1CC
856236,10.0,CC=CC=C(C)C1CC(O)(O)N1CC
856237,11.0,CC=CC=C(C)C1CC2(OO2)N1CC
856240,10.0,CC=CC=C(C)C1CC(=O)N1CC
856256,11.0,CCNC1CCOCC=CC=C1C
856259,11.0,CCNC(CCO)C(=CC=CCO)C
856264,10.0,CCNC1CC(O)OCC=CC=C1C
856265,11.0,CCN1OC2CC1C(C)=CC=CCO2
856266,10.0,CCNC(CC=O)C(=CC=CCO)C
856267,11.0,CCN1OCC=CC=C(C)C1CC=O
856268,9.0,CCNC1CC(=O)OCC=CC=C1C
856280,11.0,CCN1C2CC1(O)OCC=CC=C2C
856282,11.0,CCN1C(=O)CC1C(=CC=CCO)C
856294,11.0,CCNC(CC=O)C(=CC=CC=O)C
856299,12.0,CCN1C(=O)CC1C(=CC=CC=O)C
856302,12.0,CCNC(CC)C(=CC=CCO)C
856310,12.0,CCNC1CCOOCC=CC=C1C
856311,12.0,CCN1OCCC1C(=CC=CCO)C
856312,12.0,CCN1OCC=CC=C(C)C1CCO
856317,12.0,CCN(O)C1CCOCC=CC=C1C
856327,12.0,CCN1C(O)CC1C(=CC=CCO)C
856328,13.0,CCN1C2CC1C(C)=CC=CCOO2
856333,12.0,CCN1C2CC1C(C)=CC=CCO2
856348,13.0,CCN1OC2C=CC=C(C)C1CCO2
856349,12.0,CCNC1CCOC(O)C=CC=C1C
856351,11.0,CCNC1CC2OC(C=CC=C1C)O2
856356,13.0,CCN1C2CC1C(C)=CC=CC(O)O2
856360,12.0,CCN1C2CC13OC(C=CC=C2C)O3
856370,14.0,CCN1C2CC1C(C)=CC=CC(=O)O2
856376,12.0,CCNC(CCO)C(=CC=CC=O)C
856377,13.0,CCN1OCCC1C(=CC=CC=O)C
856381,13.0,CCN1C(O)CC1C(=CC=CC=O)C
856388,13.0,CCNC1CCOC(=O)C=CC=C1C
856397,12.0,CCN1CC=CC=C(C)C1CC
856411,11.0,CCN1CC=CC=C(C)C1CCO
856412,12.0,CCN1CC=CC=C(C)C1CCOO
856416,10.0,CCN1CC=CC=C(C)C1CC(O)O
856417,11.0,CCN1CC=CC=C(C)C1CC1OO1
856422,10.0,CCN1CC=CC=C(C)C1CC=O
856424,9.0,CCN1CC=CC=C(C)C1CC(=O)O
856442,12.0,CCN1C2C=CC=C(C)C1CCO2
856448,11.0,CCN1C2C=CC=C(C)C1CC(O)O2
856450,11.0,CCN1C(O)C=CC=C(C)C1CC=O
856452,10.0,CCN1C2C=CC=C(C)C1CC(=O)O2
856464,12.0,CCN1C(=O)C=CC=C(C)C1CC=O
856473,12.0,CCN1C(O)C=CC=C(C)C1CCO
856474,13.0,CCN1C2C=CC=C(C)C1CCOO2
856495,13.0,CCN1C2CCOC1(O)C=CC=C2C
856499,12.0,CCN1C2CC3OC1(C=CC=C2C)O3
856512,13.0,CCN1C(=O)C=CC=C(C)C1CCO
856563,10.0,CCNC1CCCC=CC=C1C
856567,12.0,CCN(OO)C1CCCC=CC=C1C
856569,11.0,CCN(O)C1CCCC=CC=C1C
856574,9.0,CCNC1CC(O)CC=CC=C1C
856575,10.0,CCNC1CC(OO)CC=CC=C1C
856576,10.0,CCN1OC2CC=CC=C(C)C1C2
856577,10.0,CCN(O)C1CC(O)CC=CC=C1C
856587,11.0,CCN1OOC2CC=CC=C(C)C1C2
856591,8.0,CCNC1CC(O)(O)CC=CC=C1C
856592,9.0,CCNC1CC2(CC=CC=C1C)OO2
856594,9.0,CCN1OC2(O)CC=CC=C(C)C1C2
856596,8.0,CCNC1CC(=O)CC=CC=C1C
856597,9.0,CCN(O)C1CC(=O)CC=CC=C1C
856599,11.0,CCN1C2CC=CC=C(C)C1C2
856606,10.0,CCN1C2CC1(O)CC=CC=C2C
856612,11.0,CCN1C2CC1(OO)CC=CC=C2C
856619,11.0,CCNC1CCC(O)C=CC=C1C
856620,12.0,CCNC1CCC(OO)C=CC=C1C
856621,12.0,CCN1OC2C=CC=C(C)C1CC2
856622,12.0,CCN(O)C1CCC(O)C=CC=C1C
856623,13.0,CCN1OOC2C=CC=C(C)C1CC2
856627,11.0,CCN(O)C1CC2OC2C=CC=C1C
856630,11.0,CCNC1CC2OOC2C=CC=C1C
856631,11.0,CCN1OC2C=CC=C(C)C1CC2O
856632,11.0,CCN1OC2CC1C(C)=CC=CC2O
856634,9.0,CCNC1CC2(O)OC2C=CC=C1C
856636,9.0,CCNC1CC(=O)C(O)C=CC=C1C
856637,10.0,CCN1OC2C=CC=C(C)C1CC2=O
856638,12.0,CCN1C2CC1C(O)C=CC=C2C
856639,13.0,CCN1C2CC1C(OO)C=CC=C2C
856645,11.0,CCN1C2CC1(O)C(O)C=CC=C2C
856646,12.0,CCN1C2CC13OOC3C=CC=C2C
856651,12.0,CCNC1CCC(=O)C=CC=C1C
856652,13.0,CCN(O)C1CCC(=O)C=CC=C1C
856656,10.0,CCNC1CC(=O)C(=O)C=CC=C1C
856657,13.0,CCN1C2CC1C(C)=CC=CC2=O
856669,10.0,CCNC1CC(O)C(O)C=CC=C1C
856676,10.0,CCNC1CC2OC2C=CC=C1C
856680,10.0,CCN1OC23CC1C(C)=CC=CC2O3
856690,11.0,CCN1C2CC13OC3C=CC=C2C
856694,12.0,CCNC1CCC(O)(O)C=CC=C1C
856695,13.0,CCNC1CCC2(C=CC=C1C)OO2
856696,13.0,CCN1OC2(O)C=CC=C(C)C1CC2
856701,11.0,CCNC1CC2OC2(O)C=CC=C1C
856702,12.0,CCN1OC23C=CC=C(C)C1CC2O3
856703,10.0,CCNC1CC23OC2(C=CC=C1C)O3
856704,13.0,CCN1C2CC1C(O)(O)C=CC=C2C
856710,12.0,CCN1C2CC13OC3(O)C=CC=C2C
856724,11.0,CCNC1CC(O)C(=O)C=CC=C1C
856725,12.0,CCN1OC2CC1C(C)=CC=CC2=O
856729,12.0,CCN1C2CC1(O)C(=O)C=CC=C2C
856739,11.0,CCN1C2C=CC=C(C)C1CC2
856746,10.0,CCN1C2CC(O)C1C=CC=C2C
856754,11.0,CCN1C2CC(OO)C1C=CC=C2C
856758,9.0,CCN1C2CC(O)(O)C1C=CC=C2C
856759,10.0,CCN1C2CC3(OO3)C1C=CC=C2C
856762,9.0,CCN1C2C=CC=C(C)C1CC2=O
856772,13.0,CCN1C2CCC1(OO)C=CC=C2C
856784,10.0,CCN1C2CC(=O)C1(O)C=CC=C2C
856798,12.0,CCN1C2CCC1(O)C=CC=C2C
856803,11.0,CCN1C2CC(O)C1(O)C=CC=C2C
856804,12.0,CCN1C2CC3OOC31C=CC=C2C
856809,11.0,CCN1C2CC3OC31C=CC=C2C
856811,10.0,CCN1C2CC3(O)OC13C=CC=C2C
856863,11.0,CCNC1CC=CC=CC=C1C
856866,12.0,CCN(O)C1CC=CC=CC=C1C
856867,13.0,CCN(OO)C1CC=CC=CC=C1C
856874,10.0,CCNC1CC(O)=CC=CC=C1C
856882,11.0,CCNC1CC(OO)=CC=CC=C1C
856883,11.0,CCN(O)C1CC(O)=CC=CC=C1C
856884,12.0,CCN1OOC2=CC=CC=C(C)C1C2
856886,11.0,CCN1OC2=CC=CC=C(C)C1C2
856888,12.0,CCN1C2=CC=CC=C(C)C1C2
856895,12.0,CCNC1CC=C(O)C=CC=C1C
856899,14.0,CCN1OOC2=CCC1C(C)=CC=C2
856906,12.0,CCNC1CC2=C(C=CC=C1C)OO2
856907,12.0,CCN1OC2=C(O)CC1C(C)=CC=C2
856908,12.0,CCN1OC2=C(O)C=CC=C(C)C1C2
856911,14.0,CCN1C2=C(OO)C=CC=C(C)C1C2
856923,13.0,CCNC1CC=C(OO)C=CC=C1C
856924,13.0,CCN(O)C1CC=C(O)C=CC=C1C
856927,13.0,CCN1OC2=CCC1C(C)=CC=C2
856929,11.0,CCNC1CC(O)=C(O)C=CC=C1C
856937,13.0,CCN1C2=C(O)C=CC=C(C)C1C2
856962,12.0,CCN1C2=CCC1C(C)=CC=C2
856974,11.0,CCN1C2=C(O)CC1C(C)=CC=C2
856975,12.0,CCN1C2=C(OO)CC1C(C)=CC=C2
857047,12.0,CC=CC=C(C)C(O)(CC)NCC
857055,12.0,CC=CC=C(C)C1(N(O)CC)CCO1
857058,12.0,CC=CC=C(C)C1(NCC)CCOO1
857059,12.0,CC=CC=C(C)C1(CCO)ON1CC
857060,12.0,CC=CC=C(C)C1(O)CCON1CC
857064,10.0,CC=CC=C(C)C(O)(CC=O)NCC
857065,11.0,CC=CC=C(C)C1(CC=O)ON1CC
857066,9.0,CC=CC=C(C)C1(NCC)CC(=O)O1
857072,12.0,CC=CC=C(C)C12CC(O1)N2CC
857074,12.0,CC=CC=C(C)C1(O)CC(O)N1CC
857080,11.0,CC=CC=C(C)C1(O)CC(=O)N1CC
857090,12.0,CCNC1(CCO)OCC=CC=C1C
857092,11.0,CCNC1(CC=O)OCC=CC=C1C
857097,12.0,CCN1C(=O)CC12OCC=CC=C2C
857105,12.0,CCNC1(C(=CC=CCO)C)CCO1
857107,12.0,CCNC1(O)CCOCC=CC=C1C
857118,12.0,CCN1C23CC1(O2)C(C)=CC=CCO3
857155,11.0,CCN1CC=CC=C(C)C1(O)CC=O
857157,10.0,CCN1CC=CC=C(C)C12CC(=O)O2
857169,12.0,CCN1C2C=CC=C(C)C1(CC=O)O2
857189,14.0,CCN1C23C=CC=C(C)C1(CCO2)O3
857194,14.0,CCN1C(=O)C=CC=C(C)C12CCO2
857234,9.0,CCNC12CC(O)(CC=CC=C1C)O2
857236,9.0,CCNC1(O)CC(=O)CC=CC=C1C
857237,10.0,CCN1OC12CC(=O)CC=CC=C2C
857256,10.0,CCNC12CC(=O)C(C=CC=C1C)O2
857283,14.0,CCN1OC23C=CC=C(C)C1(CC2)O3
857290,14.0,CCN1OC12CCC(=O)C=CC=C2C
857312,10.0,CCN1C2C=CC=C(C)C1(O)CC2=O
857323,11.0,CCN1C23C=CC=C(C)C1(CC2=O)O3
857327,14.0,CCN1C23C=CC=C(C)C1(CC2)OO3
857368,14.0,CCN1OOC12CC=CC=CC=C2C
857385,14.0,CCN(O)C12CC=C(C=CC=C1C)O2
857392,14.0,CCNC12CC=C(C=CC=C1C)OO2
857394,14.0,CCN1OC2=CCC1(O)C(C)=CC=C2
857415,14.0,CCN1C2=CCC1(OO)C(C)=CC=C2
857591,11.0,CC=CC=C(C)C(O)(CCO)NCC
857598,11.0,CC=CC=C(C)C1(NCC)CCO1
857601,10.0,CC=CC=C(C)C1(NCC)CC(O)O1
857602,11.0,CC=CC=C(C)C12CC(ON1CC)O2
857610,13.0,CC=CC=C(C)C12CC(OO1)N2CC
857617,11.0,CC=CC=C(C)C12CC(O)(O1)N2CC
857630,13.0,CCN1OC12CCOCC=CC=C2C
857632,13.0,CCN1OCC=CC=C(C)C12CCO2
857633,11.0,CCNC12CC(OCC=CC=C1C)O2
857638,13.0,CCN1C2CC1(O)C(C)=CC=CCO2
857640,13.0,CCN1C2CC1(C(=CC=CCO)C)O2
857649,13.0,CCNC1(C(=CC=CC=O)C)CCO1
857659,13.0,CCN1OCCC12OCC=CC=C2C
857663,13.0,CCN1C(O)CC12OCC=CC=C2C
857670,13.0,CCNC12CCOC(C=CC=C1C)O2
857684,12.0,CCN1CC=CC=C(C)C1(O)CCO
857685,13.0,CCN1CC=CC=C(C)C12CCOO2
857690,12.0,CCN1CC=CC=C(C)C12CCO2
857692,11.0,CCN1CC=CC=C(C)C12CC(O)O2
857706,13.0,CCN1C2C=CC=C(C)C1(O)CCO2
857708,13.0,CCN1C(O)C=CC=C(C)C12CCO2
857710,12.0,CCN1C2C=CC=C(C)C13CC(O2)O3
857723,13.0,CCN1C2C=CC=C(C)C1(CCO)O2
857756,11.0,CCNC1(O)CCCC=CC=C1C
857757,12.0,CCNC1(OO)CCCC=CC=C1C
857758,12.0,CCN(O)C1(O)CCCC=CC=C1C
857759,13.0,CCN1OOC12CCCC=CC=C2C
857761,12.0,CCN1OC12CCCC=CC=C2C
857763,10.0,CCNC1(O)CC(O)CC=CC=C1C
857764,11.0,CCNC12CC(CC=CC=C1C)OO2
857765,11.0,CCN1OC2CC=CC=C(C)C1(O)C2
857766,11.0,CCN1OC12CC(O)CC=CC=C2C
857770,10.0,CCNC12CC(CC=CC=C1C)O2
857771,11.0,CCN(O)C12CC(CC=CC=C1C)O2
857774,10.0,CCN1OC23CC=CC=C(C)C1(C2)O3
857775,12.0,CCN1C2CC=CC=C(C)C1(O)C2
857776,13.0,CCN1C2CC=CC=C(C)C1(OO)C2
857780,11.0,CCN1C2(O)CC=CC=C(C)C1(O)C2
857781,12.0,CCN1C23CC=CC=C(C)C1(C2)OO3
857784,11.0,CCN1C23CC=CC=C(C)C1(C2)O3
857788,12.0,CCNC1(O)CCC(O)C=CC=C1C
857789,13.0,CCNC12CCC(C=CC=C1C)OO2
857790,13.0,CCN1OC2C=CC=C(C)C1(O)CC2
857791,13.0,CCN1OC12CCC(O)C=CC=C2C
857793,11.0,CCNC1(O)CC2OC2C=CC=C1C
857794,12.0,CCN1OC12CC1OC1C=CC=C2C
857795,11.0,CCNC12CC(O1)C(O)C=CC=C2C
857796,12.0,CCN1OC2C=CC=C(C)C13CC2O3
857797,10.0,CCNC12CC3(OC3C=CC=C1C)O2
857798,13.0,CCN1C2CC1(O)C(C)=CC=CC2O
857802,12.0,CCN1C2(O)CC13OC3C=CC=C2C
857804,12.0,CCN1C23CC1(O2)C(O)C=CC=C3C
857808,13.0,CCNC1(O)CCC(=O)C=CC=C1C
857810,12.0,CCNC12CC(O1)C(=O)C=CC=C2C
857813,13.0,CCN1C23CC1(O2)C(C)=CC=CC3=O
857815,12.0,CCNC12CCC(C=CC=C1C)O2
857816,13.0,CCN(O)C12CCC(C=CC=C1C)O2
857818,11.0,CCNC12CC(O)C(C=CC=C1C)O2
857819,12.0,CCN1OC2CC13OC2C=CC=C3C
857821,13.0,CCN1C2CC13OC2C=CC=C3C
857823,12.0,CCN1C23CC1(O)C(C=CC=C2C)O3
857826,13.0,CCNC12CCC(O)(C=CC=C1C)O2
857828,12.0,CCNC12CC3OC3(C=CC=C1C)O2
857831,13.0,CCN1C23CC14OC4(C=CC=C2C)O3
857836,12.0,CCN1C2C=CC=C(C)C1(O)CC2
857837,13.0,CCN1C2C=CC=C(C)C1(OO)CC2
857841,11.0,CCN1C2C=CC=C(C)C1(O)CC2O
857842,12.0,CCN1C2C=CC=C(C)C13CC2OO3
857847,11.0,CCN1C2C=CC=C(C)C13CC2O3
857849,10.0,CCN1C2C=CC=C(C)C13CC2(O)O3
857856,13.0,CCN1C2(O)C=CC=C(C)C1(O)CC2
857860,12.0,CCN1C2(O)CC3OC31C=CC=C2C
857862,12.0,CCN1C23CC(O2)C1(O)C=CC=C3C
857864,11.0,CCN1C23CC4(O2)OC14C=CC=C3C
857874,13.0,CCN1C23C=CC=C(C)C1(CC2)O3
857876,12.0,CCN1C23CC(O)C1(C=CC=C2C)O3
857901,12.0,CCNC1(O)CC=CC=CC=C1C
857902,13.0,CCNC1(OO)CC=CC=CC=C1C
